3.854e-01,6.910e-01,9.901e-01,7.648e-01,5.844e-01,4.002e-01,5.879e-02,3.268e-01,1.937e-01,7.595e-01,8.529e-01,6.886e-01,5.319e-01,7.952e-01,3.665e-01,2.694e-02,5.284e-01,8.132e-01,1.839e-01,2.103e-01,9.072e-01,9.906e-01,7.995e-01,7.119e-02,8.118e-01,7.242e-01,4.342e-01,3.884e-01,1.203e-01,3.943e-01,8.038e-01,8.204e-01,7.467e-01,6.290e-01,8.055e-01,9.580e-01,7.447e-02,1.590e-01,6.725e-01,8.573e-02,6.728e-01,6.111e-01,1.926e-01,8.729e-01,9.926e-01,8.651e-01
1.084e-01,9.283e-01,6.656e-01,1.128e+00,5.110e-01,2.776e-01,2.966e-01,7.445e-01,5.576e-01,2.694e-01,8.319e-01,6.774e-01,6.209e-01,3.068e-01,9.852e-01,5.514e-01,5.344e-01,1.014e+00,5.136e-01,2.533e-01,3.609e-01,4.133e-01,3.299e-01,6.670e-01,6.213e-01,4.656e-01,2.875e-01,3.191e-01,1.483e-01,4.401e-01,1.027e+00,3.767e-01,2.717e-01,6.464e-01,8.842e-01,3.937e-01,5.977e-01,2.107e-01,1.077e+00,1.004e-01,1.151e+00,1.068e+00,1.288e-01,1.151e+00,1.196e+00,4.013e-01
2.237e-01,9.308e-01,1.114e+00,1.638e+00,1.337e+00,1.066e+00,1.053e+00,8.563e-01,1.048e+00,8.753e-01,1.097e+00,1.219e+00,1.458e+00,1.384e+00,1.083e+00,1.345e+00,1.110e+00,1.230e+00,1.250e+00,4.646e-01,1.349e+00,9.710e-01,9.160e-01,6.872e-01,8.173e-01,1.442e+00,1.039e+00,1.292e+00,6.530e-01,1.415e+00,1.719e+00,6.239e-01,5.287e-01,8.223e-01,1.853e+00,1.546e+00,1.288e+00,8.386e-01,1.472e+00,3.658e-01,1.447e+00,1.184e+00,6.277e-01,1.447e+00,1.366e+00,1.163e+00
1.142e-01,7.340e-01,8.200e-01,1.458e+00,1.391e+00,1.299e+00,1.816e+00,1.729e+00,1.363e+00,9.488e-01,1.613e+00,1.488e+00,2.162e+00,1.330e+00,1.858e+00,1.409e+00,1.724e+00,1.482e+00,1.843e+00,7.686e-01,1.794e+00,1.304e+00,1.318e+00,1.599e+00,1.056e+00,1.377e+00,1.388e+00,2.061e+00,6.689e-01,1.272e+00,2.229e+00,1.265e+00,8.135e-01,8.379e-01,1.953e+00,2.020e+00,1.419e+00,1.574e+00,1.805e+00,6.702e-01,1.946e+00,1.216e+00,1.146e+00,1.896e+00,1.293e+00,1.460e+00
1.025e-01,9.100e-01,8.361e-01,1.510e+00,1.433e+00,1.587e+00,2.011e+00,1.964e+00,1.221e+00,7.060e-01,2.009e+00,1.188e+00,1.843e+00,1.045e+00,2.023e+00,1.374e+00,1.511e+00,1.529e+00,1.539e+00,7.701e-01,1.332e+00,1.269e+00,1.574e+00,1.060e+00,1.369e+00,1.810e+00,1.330e+00,1.370e+00,8.529e-01,1.133e+00,2.376e+00,7.365e-01,1.102e+00,1.407e+00,2.329e+00,1.603e+00,1.726e+00,1.735e+00,1.516e+00,7.659e-01,1.905e+00,1.762e+00,1.481e+00,1.533e+00,1.422e+00,1.198e+00
2.538e-01,1.138e+00,1.259e+00,1.911e+00,1.621e+00,2.187e+00,1.861e+00,2.375e+00,1.728e+00,1.249e+00,2.320e+00,2.572e+00,2.985e+00,2.273e+00,2.372e+00,1.914e+00,2.071e+00,1.953e+00,2.024e+00,1.746e+00,2.000e+00,2.117e+00,1.662e+00,1.810e+00,1.883e+00,1.919e+00,1.550e+00,2.566e+00,1.702e+00,1.680e+00,3.485e+00,1.643e+00,1.804e+00,1.679e+00,2.903e+00,2.598e+00,1.976e+00,1.873e+00,2.664e+00,1.637e+00,3.138e+00,2.403e+00,1.222e+00,3.152e+00,1.806e+00,2.366e+00
3.853e-01,9.122e-01,1.270e+00,1.403e+00,1.507e+00,1.744e+00,2.431e+00,2.047e+00,1.503e+00,2.211e+00,2.528e+00,2.057e+00,2.756e+00,2.461e+00,2.194e+00,1.662e+00,2.270e+00,2.030e+00,1.762e+00,1.011e+00,2.865e+00,2.027e+00,2.019e+00,1.356e+00,1.733e+00,2.786e+00,2.451e+00,1.920e+00,1.740e+00,2.138e+00,3.168e+00,1.970e+00,2.592e+00,1.875e+00,2.865e+00,2.539e+00,2.082e+00,2.506e+00,2.006e+00,1.121e+00,2.844e+00,2.065e+00,1.635e+00,2.628e+00,1.964e+00,2.816e+00
6.424e-02,1.970e-01,2.838e-01,4.444e-01,7.851e-01,1.622e+00,2.187e+00,3.098e+00,1.251e+00,1.522e+00,2.031e+00,2.029e+00,3.219e+00,2.036e+00,2.180e+00,2.223e+00,2.291e+00,1.594e+00,1.884e+00,1.906e+00,2.447e+00,1.922e+00,2.317e+00,2.185e+00,1.611e+00,2.627e+00,2.486e+00,2.213e+00,1.772e+00,1.362e+00,3.325e+00,1.984e+00,3.146e+00,1.882e+00,2.511e+00,2.127e+00,1.924e+00,2.510e+00,2.228e+00,1.808e+00,2.541e+00,1.665e+00,1.506e+00,2.758e+00,1.861e+00,2.400e+00
2.421e-01,8.919e-01,8.988e-01,1.154e+00,8.335e-01,7.029e-01,1.127e+00,1.612e+00,1.005e+00,1.671e+00,1.939e+00,2.239e+00,2.365e+00,1.515e+00,2.335e+00,1.671e+00,1.974e+00,2.265e+00,1.784e+00,9.667e-01,2.306e+00,1.336e+00,2.093e+00,1.760e+00,1.585e+00,1.802e+00,2.365e+00,1.913e+00,1.320e+00,1.681e+00,2.465e+00,2.124e+00,1.626e+00,1.457e+00,2.519e+00,1.476e+00,1.366e+00,2.019e+00,2.522e+00,7.894e-01,2.021e+00,1.508e+00,8.093e-01,2.774e+00,2.588e+00,2.082e+00
7.722e-03,2.099e-01,3.319e-01,7.468e-01,1.119e+00,1.385e+00,2.643e+00,2.001e+00,1.523e+00,2.114e+00,2.723e+00,2.230e+00,3.939e+00,2.552e+00,3.023e+00,2.980e+00,2.618e+00,2.073e+00,3.018e+00,1.358e+00,3.360e+00,1.579e+00,2.409e+00,2.029e+00,2.151e+00,2.969e+00,3.319e+00,3.254e+00,2.470e+00,2.670e+00,3.184e+00,3.048e+00,2.483e+00,1.794e+00,2.887e+00,2.727e+00,2.639e+00,3.288e+00,2.614e+00,1.376e+00,3.152e+00,2.224e+00,2.257e+00,3.077e+00,1.968e+00,2.720e+00
