7.930e-01,8.907e-01,2.149e-01,4.609e-01,6.379e-01,9.798e-01,8.351e-01,4.371e-01,3.965e-01,1.128e-01,8.735e-01,5.863e-01,1.255e-01,8.758e-01,5.210e-01,4.712e-02,8.908e-01,3.979e-01,6.078e-02,4.510e-01,3.990e-01,7.680e-02,9.589e-01,1.928e-01,8.973e-02,7.793e-02,2.111e-02,2.087e-01,1.785e-01,3.730e-01,3.079e-01,4.106e-01,4.725e-01,9.656e-01,9.494e-01,6.974e-01,1.500e-01,4.191e-01,3.624e-01,2.300e-01,9.823e-01,1.106e-01,1.137e-01,2.189e-01,6.337e-01,4.135e-01,4.051e-01,5.456e-02,1.780e-01,3.965e-01,9.054e-01,4.137e-01,1.611e-01,8.267e-01,8.266e-01,4.800e-01,7.101e-01,8.352e-01,9.605e-02,7.900e-01,2.500e-01,8.448e-01,3.066e-02,3.628e-01,1.749e-01
1.084e-01,6.937e-01,2.425e-01,2.308e-01,1.032e-01,3.661e-01,9.001e-01,4.500e-01,5.289e-01,1.212e-01,2.454e-01,1.057e-01,5.493e-01,6.727e-01,2.968e-01,1.574e-01,3.749e-01,7.855e-01,7.549e-01,1.057e+00,2.919e-01,3.996e-02,8.271e-01,5.279e-01,3.075e-02,9.137e-01,2.804e-02,1.912e-01,5.901e-01,4.673e-01,4.646e-01,1.732e-01,6.154e-01,4.394e-01,6.276e-01,7.582e-01,8.005e-01,7.592e-01,1.309e-01,3.785e-01,9.698e-01,4.807e-01,2.976e-01,1.010e+00,1.242e-01,1.250e-01,3.411e-01,5.276e-01,8.338e-01,5.509e-01,3.870e-01,4.835e-01,3.484e-01,8.999e-01,2.288e-01,5.612e-01,3.207e-01,1.060e+00,1.806e-01,8.500e-01,8.040e-01,8.426e-01,3.104e-01,5.440e-01,8.535e-01
7.740e-01,1.036e+00,5.604e-01,1.023e+00,1.016e+00,1.159e+00,1.929e+00,7.466e-01,8.410e-01,1.019e+00,9.626e-01,8.602e-01,1.111e+00,1.292e+00,8.614e-01,3.871e-01,1.420e+00,1.115e+00,1.234e+00,7.423e-01,1.173e+00,2.300e-01,1.510e+00,1.259e+00,6.885e-01,6.235e-01,7.172e-01,4.594e-01,1.073e+00,9.547e-01,1.348e+00,1.410e+00,8.622e-01,1.579e+00,1.695e+00,1.661e+00,1.242e+00,1.526e+00,1.050e+00,1.186e+00,1.256e+00,3.748e-01,6.011e-01,7.353e-01,9.277e-01,1.254e+00,5.730e-01,1.185e+00,6.536e-01,6.245e-01,1.942e+00,1.086e+00,1.115e+00,1.343e+00,1.378e+00,1.465e+00,8.037e-01,1.640e+00,1.108e+00,1.840e+00,1.251e+00,1.290e+00,4.590e-01,1.020e+00,5.294e-01
6.425e-01,7.272e-01,2.280e-01,7.525e-01,1.522e+00,1.569e+00,1.630e+00,1.294e+00,1.232e+00,8.603e-01,1.428e+00,8.972e-01,9.606e-01,1.147e+00,8.150e-01,1.153e-01,1.362e+00,7.236e-01,8.434e-01,6.491e-01,1.384e+00,7.240e-01,1.310e+00,4.163e-01,9.555e-01,8.042e-01,1.673e-01,1.161e+00,1.078e+00,6.376e-01,5.604e-01,1.404e+00,1.207e+00,1.835e+00,1.778e+00,1.124e+00,1.053e+00,8.439e-01,1.118e+00,1.056e+00,1.471e+00,6.354e-01,7.181e-01,9.814e-01,1.389e+00,8.744e-01,4.438e-01,2.386e-01,4.271e-01,1.102e+00,1.682e+00,8.385e-01,5.864e-01,1.677e+00,7.810e-01,5.601e-01,8.761e-01,1.103e+00,4.648e-01,8.607e-01,1.073e+00,7.634e-01,5.108e-01,1.097e+00,3.074e-01
4.734e-01,9.592e-01,2.949e-01,4.705e-01,1.150e+00,1.544e+00,1.327e+00,9.130e-01,1.359e+00,3.058e-01,1.130e+00,6.908e-01,1.581e+00,1.874e+00,1.519e+00,1.004e+00,1.327e+00,1.503e+00,1.527e+00,1.601e+00,1.407e+00,1.085e+00,2.122e+00,9.261e-01,7.738e-01,1.047e+00,6.523e-01,8.140e-01,9.021e-01,9.111e-01,1.099e+00,1.056e+00,1.548e+00,1.949e+00,1.165e+00,2.008e+00,1.736e+00,1.607e+00,1.121e+00,9.460e-01,1.615e+00,1.434e+00,1.001e+00,1.274e+00,1.340e+00,8.767e-01,1.438e+00,9.825e-01,1.587e+00,1.562e+00,1.191e+00,1.498e+00,6.037e-01,1.667e+00,1.051e+00,1.011e+00,1.243e+00,2.216e+00,9.938e-01,1.446e+00,1.052e+00,1.288e+00,6.153e-01,1.468e+00,1.720e+00
3.893e-01,4.882e-01,3.032e-01,6.380e-01,8.390e-01,1.260e+00,1.346e+00,1.446e+00,8.967e-01,1.556e+00,1.374e+00,7.421e-01,1.036e+00,1.369e+00,1.482e+00,1.114e+00,1.683e+00,1.420e+00,1.103e+00,1.206e+00,1.222e+00,1.216e+00,1.227e+00,1.307e+00,1.569e+00,1.141e+00,8.828e-01,5.900e-01,8.483e-01,1.278e+00,1.199e+00,1.788e+00,1.218e+00,1.397e+00,1.483e+00,1.235e+00,1.587e+00,1.747e+00,1.347e+00,1.333e+00,1.113e+00,8.143e-01,1.334e+00,1.421e+00,1.239e+00,1.178e+00,4.131e-01,1.561e+00,1.069e+00,8.862e-01,2.228e+00,1.332e+00,8.387e-01,1.189e+00,1.409e+00,1.478e+00,1.476e+00,1.044e+00,1.694e+00,1.123e+00,1.603e+00,1.018e+00,1.297e+00,1.074e+00,1.045e+00
5.288e-01,1.101e+00,3.578e-01,5.435e-01,7.774e-01,1.418e+00,2.045e+00,2.281e+00,1.565e+00,1.760e+00,2.138e+00,1.350e+00,1.655e+00,1.833e+00,2.000e+00,1.624e+00,1.674e+00,1.628e+00,2.068e+00,2.632e+00,1.071e+00,1.824e+00,2.227e+00,1.325e+00,1.129e+00,1.810e+00,9.207e-01,6.649e-01,1.490e+00,1.832e+00,1.341e+00,2.053e+00,2.339e+00,1.580e+00,1.967e+00,1.702e+00,1.741e+00,1.979e+00,1.013e+00,1.939e+00,2.594e+00,1.545e+00,1.145e+00,2.172e+00,1.984e+00,9.686e-01,9.109e-01,1.921e+00,2.126e+00,2.093e+00,2.582e+00,1.553e+00,1.398e+00,1.964e+00,1.557e+00,1.316e+00,2.286e+00,2.097e+00,1.317e+00,2.153e+00,2.285e+00,1.715e+00,1.240e+00,2.137e+00,1.754e+00
5.403e-01,1.044e+00,5.282e-01,1.074e+00,1.649e+00,2.112e+00,3.073e+00,3.987e+00,2.343e+00,2.925e+00,2.957e+00,2.010e+00,3.038e+00,3.279e+00,3.533e+00,2.886e+00,3.378e+00,2.748e+00,3.459e+00,3.451e+00,2.359e+00,3.379e+00,3.509e+00,2.343e+00,3.160e+00,3.151e+00,1.484e+00,1.597e+00,3.160e+00,3.215e+00,2.320e+00,3.687e+00,3.300e+00,3.024e+00,3.637e+00,3.227e+00,2.917e+00,2.947e+00,3.010e+00,3.247e+00,3.166e+00,2.103e+00,2.378e+00,3.198e+00,2.984e+00,2.695e+00,1.894e+00,2.927e+00,2.850e+00,3.070e+00,4.766e+00,3.010e+00,2.648e+00,3.695e+00,2.239e+00,2.899e+00,2.705e+00,2.995e+00,2.526e+00,3.556e+00,3.722e+00,2.454e+00,2.881e+00,3.010e+00,2.978e+00
3.142e-01,4.973e-01,4.069e-01,8.958e-01,1.337e+00,1.419e+00,2.399e+00,3.072e+00,2.740e+00,3.518e+00,3.057e+00,1.968e+00,3.206e+00,2.649e+00,3.700e+00,2.538e+00,3.264e+00,1.924e+00,3.484e+00,2.882e+00,2.697e+00,3.011e+00,3.317e+00,2.578e+00,3.536e+00,2.540e+00,1.818e+00,1.316e+00,3.486e+00,3.371e+00,2.798e+00,3.264e+00,2.825e+00,2.411e+00,3.330e+00,2.719e+00,2.741e+00,3.203e+00,3.273e+00,3.254e+00,2.812e+00,2.124e+00,2.719e+00,2.652e+00,2.520e+00,3.285e+00,1.573e+00,3.218e+00,2.403e+00,2.875e+00,4.804e+00,3.291e+00,2.570e+00,2.858e+00,2.400e+00,2.537e+00,2.131e+00,2.442e+00,2.974e+00,2.955e+00,2.936e+00,2.198e+00,2.676e+00,3.039e+00,2.768e+00
7.208e-01,8.833e-01,2.614e-01,5.798e-01,1.302e+00,1.759e+00,1.424e+00,2.113e+00,1.563e+00,1.493e+00,2.828e+00,1.847e+00,2.045e+00,3.712e+00,3.821e+00,2.240e+00,2.809e+00,2.547e+00,2.741e+00,2.300e+00,2.359e+00,2.468e+00,3.305e+00,1.332e+00,2.060e+00,2.112e+00,1.508e+00,1.885e+00,2.457e+00,2.821e+00,1.884e+00,2.519e+00,2.929e+00,2.977e+00,2.779e+00,2.969e+00,2.246e+00,2.445e+00,3.003e+00,1.938e+00,2.108e+00,2.181e+00,1.792e+00,1.873e+00,2.116e+00,2.375e+00,2.714e+00,2.238e+00,2.302e+00,2.402e+00,3.082e+00,3.308e+00,1.976e+00,2.654e+00,1.979e+00,1.909e+00,2.462e+00,3.214e+00,2.322e+00,3.013e+00,2.222e+00,2.370e+00,1.672e+00,2.469e+00,2.729e+00
