9.103e-01,1.445e-01,5.982e-01,7.763e-01,9.050e-01,9.053e-01,3.153e-01,2.383e-01,5.540e-02,5.463e-01,2.886e-01,8.878e-01,9.959e-01,1.906e-01,3.986e-01,9.816e-01,1.718e-01,6.737e-01,4.812e-01,5.068e-01,3.894e-01,8.479e-01,6.434e-01,2.165e-01,5.624e-01,3.073e-01,4.544e-01,4.484e-01,9.078e-01,9.529e-01,7.610e-01,4.456e-01,1.193e-02,4.423e-01,4.185e-01,3.408e-01,3.389e-02,1.750e-01,1.687e-01,6.216e-01,4.393e-02,4.180e-01,8.797e-01,6.060e-01,6.855e-02,4.981e-01,7.650e-01,6.438e-01,1.969e-01,7.042e-01,3.406e-01,5.994e-02,3.315e-01,7.277e-01,7.406e-01,9.562e-01,7.128e-01,9.674e-01,5.627e-01,2.093e-01,3.056e-01,1.746e-01,2.095e-01,2.663e-01,3.941e-01,6.238e-01,9.558e-02,2.517e-01,5.483e-01,5.016e-01,6.032e-01,9.448e-01
7.077e-01,6.540e-01,7.661e-01,8.051e-01,8.784e-01,9.677e-01,1.090e+00,9.279e-01,1.021e+00,9.329e-01,8.153e-01,7.296e-01,1.410e+00,3.427e-01,1.288e+00,1.567e+00,3.159e-01,1.215e+00,1.117e+00,8.304e-01,3.427e-01,1.233e+00,8.904e-01,6.751e-01,5.337e-01,7.211e-01,8.874e-01,1.036e+00,1.123e+00,8.051e-01,6.225e-01,5.116e-01,9.537e-01,9.929e-01,1.234e+00,9.890e-01,5.007e-01,6.244e-01,8.151e-01,1.241e+00,9.368e-01,8.439e-01,8.446e-01,1.199e+00,3.067e-01,9.391e-01,7.541e-01,1.321e+00,4.053e-01,9.997e-01,1.208e+00,1.822e-01,9.441e-01,1.408e+00,1.112e+00,9.329e-01,1.319e+00,9.738e-01,1.223e+00,7.976e-01,5.491e-01,3.868e-01,1.077e+00,4.760e-01,3.567e-01,5.381e-01,4.578e-01,6.388e-01,6.300e-01,5.286e-01,9.937e-01,1.470e+00
6.137e-01,2.493e-01,1.082e+00,7.971e-01,1.130e+00,9.003e-01,1.117e+00,8.826e-01,5.513e-01,1.329e+00,1.007e+00,9.917e-01,1.543e+00,2.813e-01,1.367e+00,1.303e+00,7.718e-01,6.521e-01,7.731e-01,8.615e-01,1.187e+00,9.539e-01,1.194e+00,3.271e-01,4.230e-01,3.619e-01,1.246e+00,5.578e-01,1.384e+00,1.417e+00,1.343e+00,5.216e-01,5.334e-01,1.397e+00,1.222e+00,7.299e-01,3.917e-01,4.473e-01,8.659e-01,1.216e+00,3.097e-01,6.737e-01,7.994e-01,1.007e+00,3.218e-01,9.517e-01,7.059e-01,1.101e+00,9.937e-01,1.432e+00,6.012e-01,6.557e-01,1.208e+00,1.569e+00,7.339e-01,8.937e-01,9.109e-01,1.305e+00,1.559e+00,3.248e-01,4.014e-01,7.479e-01,5.614e-01,1.202e+00,5.866e-01,6.312e-01,3.507e-01,8.773e-01,4.931e-01,9.689e-01,1.029e+00,1.362e+00
5.683e-02,2.414e-01,5.485e-01,4.805e-01,9.042e-01,1.079e+00,9.362e-01,1.175e+00,1.318e+00,1.183e+00,1.023e+00,4.727e-01,9.838e-01,5.092e-01,1.302e+00,8.577e-01,1.065e+00,1.230e+00,8.789e-01,1.333e+00,1.303e+00,6.023e-01,9.415e-01,1.042e+00,8.641e-01,7.437e-01,1.605e+00,6.249e-01,1.174e+00,7.764e-01,8.124e-01,8.451e-01,6.833e-01,1.567e+00,1.142e+00,5.662e-01,6.012e-01,7.899e-01,1.151e+00,1.252e+00,5.706e-01,9.359e-01,3.253e-01,6.135e-01,8.010e-01,1.223e+00,7.855e-01,1.438e+00,1.258e+00,1.680e+00,8.451e-01,8.263e-01,1.672e+00,1.210e+00,4.882e-01,3.034e-01,1.135e+00,1.524e+00,1.237e+00,5.967e-01,2.267e-01,1.424e+00,1.356e+00,8.804e-01,3.784e-01,6.311e-01,6.906e-01,8.342e-01,2.525e-01,8.777e-01,9.884e-01,1.562e+00
9.040e-01,2.552e-01,8.620e-01,9.996e-01,1.418e+00,1.601e+00,1.706e+00,9.537e-01,1.511e+00,1.584e+00,1.102e+00,1.912e+00,2.177e+00,8.333e-01,1.650e+00,1.679e+00,1.557e+00,1.820e+00,1.267e+00,1.922e+00,1.408e+00,1.787e+00,1.331e+00,9.301e-01,1.303e+00,1.538e+00,1.598e+00,1.324e+00,1.625e+00,2.068e+00,1.831e+00,1.877e+00,1.190e+00,2.236e+00,1.391e+00,1.439e+00,1.096e+00,1.011e+00,1.075e+00,1.453e+00,1.213e+00,1.446e+00,1.745e+00,1.085e+00,5.034e-01,1.649e+00,2.124e+00,1.870e+00,1.554e+00,1.581e+00,1.362e+00,1.165e+00,1.707e+00,1.664e+00,1.920e+00,1.102e+00,2.243e+00,1.794e+00,2.003e+00,6.851e-01,4.165e-01,1.221e+00,1.379e+00,9.290e-01,1.212e+00,1.514e+00,9.329e-01,7.271e-01,7.890e-01,1.777e+00,1.436e+00,2.725e+00
4.356e-01,5.483e-01,9.675e-01,7.683e-01,1.070e+00,1.143e+00,1.651e+00,1.996e+00,1.837e+00,1.758e+00,1.632e+00,1.077e+00,2.576e+00,1.082e+00,1.946e+00,2.080e+00,1.829e+00,1.385e+00,1.814e+00,1.849e+00,1.739e+00,1.746e+00,2.038e+00,1.315e+00,8.211e-01,1.098e+00,2.064e+00,1.383e+00,2.174e+00,2.020e+00,1.852e+00,8.842e-01,1.617e+00,2.170e+00,2.140e+00,1.952e+00,1.512e+00,9.442e-01,2.074e+00,2.345e+00,1.711e+00,1.648e+00,9.134e-01,1.505e+00,1.091e+00,1.661e+00,1.746e+00,1.755e+00,1.860e+00,2.566e+00,1.396e+00,8.029e-01,2.240e+00,2.650e+00,1.613e+00,1.472e+00,1.417e+00,1.860e+00,2.155e+00,1.148e+00,7.743e-01,1.970e+00,1.958e+00,1.979e+00,1.312e+00,9.917e-01,1.427e+00,1.829e+00,9.472e-01,1.721e+00,1.282e+00,2.655e+00
8.201e-01,5.849e-01,1.314e+00,1.110e+00,1.551e+00,1.607e+00,2.955e+00,2.612e+00,2.628e+00,3.203e+00,2.095e+00,2.365e+00,3.586e+00,1.498e+00,3.487e+00,2.654e+00,3.010e+00,2.685e+00,3.040e+00,2.752e+00,2.938e+00,2.500e+00,2.520e+00,1.360e+00,1.941e+00,2.608e+00,2.593e+00,2.680e+00,2.551e+00,3.194e+00,3.057e+00,2.796e+00,2.276e+00,4.013e+00,2.780e+00,3.271e+00,2.253e+00,1.893e+00,2.755e+00,3.167e+00,2.212e+00,2.655e+00,2.516e+00,2.324e+00,1.426e+00,3.015e+00,3.400e+00,2.641e+00,2.695e+00,3.331e+00,2.747e+00,2.324e+00,3.329e+00,3.225e+00,3.380e+00,1.864e+00,2.716e+00,2.880e+00,3.396e+00,1.388e+00,1.368e+00,2.472e+00,2.811e+00,2.931e+00,2.234e+00,2.200e+00,2.248e+00,1.733e+00,2.100e+00,3.165e+00,2.412e+00,4.567e+00
7.245e-02,2.741e-01,6.592e-01,5.088e-01,9.372e-01,1.111e+00,1.375e+00,2.590e+00,2.569e+00,2.451e+00,1.610e+00,1.773e+00,3.006e+00,1.808e+00,2.404e+00,1.523e+00,3.057e+00,1.851e+00,1.883e+00,2.432e+00,2.720e+00,1.866e+00,2.272e+00,1.647e+00,1.780e+00,1.562e+00,2.659e+00,1.743e+00,2.807e+00,2.050e+00,1.853e+00,1.178e+00,1.943e+00,2.548e+00,2.053e+00,2.194e+00,1.515e+00,1.660e+00,2.979e+00,2.410e+00,1.401e+00,2.158e+00,7.837e-01,1.530e+00,1.555e+00,1.930e+00,2.273e+00,1.926e+00,2.673e+00,3.400e+00,1.410e+00,1.866e+00,2.486e+00,2.619e+00,1.988e+00,1.762e+00,2.176e+00,2.330e+00,2.617e+00,1.036e+00,1.112e+00,2.978e+00,2.739e+00,2.169e+00,1.492e+00,1.885e+00,2.278e+00,1.861e+00,1.493e+00,2.739e+00,1.974e+00,3.203e+00
3.539e-01,5.227e-01,6.061e-01,5.925e-01,7.940e-01,1.029e+00,1.827e+00,2.316e+00,2.710e+00,3.252e+00,1.895e+00,1.781e+00,3.723e+00,2.218e+00,2.771e+00,2.531e+00,3.075e+00,3.054e+00,3.161e+00,2.683e+00,2.952e+00,2.906e+00,2.686e+00,1.545e+00,2.466e+00,2.706e+00,2.739e+00,2.955e+00,3.111e+00,2.286e+00,2.207e+00,1.977e+00,2.519e+00,3.335e+00,2.614e+00,3.221e+00,1.978e+00,2.424e+00,3.233e+00,2.942e+00,2.188e+00,2.933e+00,2.327e+00,2.565e+00,1.827e+00,2.135e+00,2.780e+00,2.624e+00,2.567e+00,2.965e+00,2.955e+00,2.554e+00,3.329e+00,2.678e+00,3.253e+00,2.281e+00,2.276e+00,2.469e+00,2.868e+00,1.426e+00,1.882e+00,2.617e+00,2.901e+00,2.494e+00,2.268e+00,2.703e+00,2.728e+00,1.446e+00,2.309e+00,3.148e+00,2.561e+00,3.794e+00
7.440e-01,1.988e-01,1.115e+00,1.045e+00,1.643e+00,1.746e+00,2.064e+00,2.410e+00,2.297e+00,3.672e+00,2.923e+00,3.090e+00,4.008e+00,2.658e+00,3.041e+00,2.487e+00,3.383e+00,3.581e+00,3.627e+00,3.167e+00,4.184e+00,3.310e+00,3.372e+00,1.762e+00,3.463e+00,2.631e+00,3.701e+00,2.729e+00,3.592e+00,3.258e+00,3.292e+00,3.207e+00,2.454e+00,4.736e+00,3.203e+00,3.601e+00,1.953e+00,3.108e+00,3.096e+00,3.754e+00,2.138e+00,2.949e+00,3.073e+00,2.582e+00,1.958e+00,3.427e+00,3.974e+00,3.634e+00,3.172e+00,4.447e+00,3.486e+00,3.705e+00,4.462e+00,3.381e+00,3.170e+00,3.174e+00,2.431e+00,4.153e+00,4.008e+00,1.791e+00,2.440e+00,3.806e+00,2.965e+00,3.234e+00,2.854e+00,3.182e+00,2.629e+00,1.645e+00,2.413e+00,4.282e+00,3.519e+00,4.486e+00
