3.496e-01,2.645e-01,2.604e-01,9.313e-01,7.142e-01,6.529e-01,6.348e-01,7.496e-01,1.121e-01,9.150e-01,1.729e-01,9.852e-02,7.726e-01,2.292e-01,4.023e-02,8.256e-01,2.795e-01,2.702e-01,4.670e-01,2.668e-01,3.933e-02,3.835e-01,4.955e-01,7.507e-01,8.783e-01,7.251e-01,7.384e-01,1.412e-01,2.657e-01,9.738e-02,2.295e-01,2.449e-01,4.315e-01,7.242e-01,7.083e-02,9.357e-01,3.203e-01,4.864e-01,7.149e-01,6.543e-01,6.591e-01,9.303e-01,6.579e-01,8.263e-01,3.026e-01,3.093e-01,9.707e-01,3.802e-01,2.804e-01
5.204e-02,9.539e-01,7.265e-01,1.087e+00,1.098e+00,6.648e-01,4.509e-01,5.121e-01,9.186e-01,9.956e-01,9.239e-01,6.037e-01,5.750e-01,3.361e-01,3.193e-01,2.311e-01,4.902e-01,8.158e-01,1.056e+00,8.168e-01,9.920e-01,1.308e-01,7.532e-01,1.011e+00,8.372e-01,3.945e-01,2.860e-01,3.232e-01,8.110e-01,3.366e-01,7.540e-01,9.068e-02,5.854e-01,4.407e-01,6.616e-01,9.008e-01,1.953e-01,7.321e-01,9.938e-01,4.174e-01,8.210e-01,2.156e-01,4.690e-01,2.029e-01,5.685e-01,7.586e-01,9.437e-01,7.367e-01,3.834e-01
1.560e-01,3.789e-01,1.276e+00,1.157e+00,1.397e+00,9.943e-01,7.644e-01,9.162e-01,9.985e-01,1.053e+00,4.897e-01,1.162e+00,8.932e-01,1.118e+00,9.436e-01,1.077e+00,9.950e-01,1.123e+00,8.394e-01,1.283e+00,9.812e-01,4.184e-01,1.129e+00,1.017e+00,6.285e-01,1.080e+00,1.036e+00,3.050e-01,6.192e-01,3.720e-01,1.292e+00,8.997e-01,3.598e-01,1.040e+00,3.035e-01,8.963e-01,9.102e-01,9.140e-01,1.357e+00,1.083e+00,7.572e-01,5.330e-01,5.281e-01,8.263e-01,6.251e-01,7.287e-01,1.058e+00,4.132e-01,8.236e-01
4.938e-02,7.814e-01,9.388e-01,1.594e+00,1.723e+00,1.033e+00,8.236e-01,1.298e+00,1.142e+00,1.118e+00,1.581e+00,1.168e+00,1.428e+00,1.254e+00,6.902e-01,7.971e-01,1.281e+00,1.232e+00,1.686e+00,1.252e+00,1.697e+00,8.374e-01,1.741e+00,1.786e+00,1.219e+00,7.019e-01,1.230e+00,5.870e-01,1.522e+00,1.006e+00,1.717e+00,4.342e-01,8.664e-01,1.485e+00,7.029e-01,8.769e-01,1.381e+00,1.685e+00,2.054e+00,1.225e+00,1.503e+00,3.405e-01,1.407e+00,8.706e-01,9.634e-01,1.176e+00,1.403e+00,1.369e+00,1.192e+00
1.681e-01,2.559e-01,4.192e-01,7.863e-01,1.700e+00,1.076e+00,9.801e-01,1.441e+00,9.281e-01,1.403e+00,8.139e-01,1.305e+00,9.618e-01,7.627e-01,4.605e-01,1.396e+00,9.633e-01,4.755e-01,5.822e-01,1.192e+00,7.787e-01,7.140e-01,1.481e+00,1.444e+00,1.221e+00,1.451e+00,1.283e+00,1.029e+00,6.056e-01,5.453e-01,1.083e+00,5.879e-01,9.759e-01,1.493e+00,4.824e-01,8.853e-01,8.797e-01,1.459e+00,1.762e+00,1.406e+00,1.317e+00,1.400e+00,1.191e+00,9.885e-01,8.415e-01,1.287e+00,8.411e-01,5.470e-01,1.218e+00
1.015e-01,4.646e-01,9.723e-01,1.412e+00,1.709e+00,1.359e+00,1.792e+00,1.726e+00,1.097e+00,1.840e+00,1.845e+00,1.832e+00,2.209e+00,2.235e+00,1.198e+00,1.804e+00,2.219e+00,1.215e+00,2.297e+00,1.483e+00,1.833e+00,9.287e-01,2.417e+00,1.914e+00,1.265e+00,1.563e+00,2.044e+00,1.220e+00,2.025e+00,1.033e+00,1.946e+00,1.326e+00,1.304e+00,2.459e+00,1.491e+00,1.586e+00,2.405e+00,2.480e+00,2.726e+00,2.121e+00,2.363e+00,1.210e+00,2.071e+00,1.209e+00,1.324e+00,1.276e+00,1.709e+00,2.058e+00,1.349e+00
3.267e-01,3.072e-01,8.180e-01,1.197e+00,1.616e+00,1.224e+00,1.278e+00,1.678e+00,1.583e+00,1.674e+00,1.225e+00,1.645e+00,1.535e+00,1.211e+00,1.640e+00,2.472e+00,1.460e+00,1.037e+00,1.208e+00,1.917e+00,8.973e-01,1.630e+00,2.017e+00,2.013e+00,1.761e+00,2.080e+00,1.669e+00,1.244e+00,7.289e-01,1.282e+00,1.275e+00,9.199e-01,1.256e+00,2.261e+00,6.004e-01,1.509e+00,1.817e+00,1.965e+00,2.542e+00,1.980e+00,1.476e+00,1.634e+00,1.114e+00,1.507e+00,1.466e+00,1.482e+00,1.739e+00,8.073e-01,1.364e+00
3.037e-01,8.046e-01,1.331e+00,2.200e+00,3.116e+00,2.141e+00,2.247e+00,3.839e+00,3.393e+00,3.522e+00,2.959e+00,3.139e+00,3.385e+00,3.350e+00,2.169e+00,4.135e+00,3.717e+00,2.761e+00,2.989e+00,3.132e+00,2.600e+00,3.301e+00,4.496e+00,3.976e+00,3.730e+00,3.292e+00,3.899e+00,2.590e+00,2.507e+00,2.373e+00,3.451e+00,1.698e+00,3.166e+00,4.351e+00,2.297e+00,2.585e+00,3.912e+00,3.973e+00,4.581e+00,3.504e+00,3.851e+00,2.972e+00,3.437e+00,2.986e+00,3.383e+00,3.273e+00,2.866e+00,2.900e+00,3.202e+00
1.794e-01,1.007e+00,1.403e+00,1.934e+00,2.935e+00,1.999e+00,2.068e+00,3.040e+00,3.041e+00,3.523e+00,2.514e+00,2.884e+00,3.062e+00,3.648e+00,1.966e+00,3.140e+00,3.648e+00,2.326e+00,2.938e+00,2.785e+00,2.908e+00,2.078e+00,4.508e+00,3.148e+00,3.232e+00,3.220e+00,3.572e+00,2.617e+00,2.873e+00,1.810e+00,3.226e+00,1.616e+00,2.603e+00,3.772e+00,2.346e+00,2.415e+00,3.152e+00,3.641e+00,4.026e+00,3.068e+00,3.654e+00,2.524e+00,2.900e+00,2.791e+00,2.663e+00,3.272e+00,2.655e+00,3.226e+00,2.735e+00
4.183e-02,2.683e-01,3.317e-01,8.487e-01,1.419e+00,1.006e+00,1.346e+00,2.009e+00,1.575e+00,2.436e+00,2.000e+00,2.189e+00,2.808e+00,3.475e+00,2.093e+00,2.382e+00,2.669e+00,1.946e+00,2.407e+00,1.940e+00,2.836e+00,2.157e+00,3.191e+00,2.349e+00,2.302e+00,2.337e+00,2.704e+00,2.693e+00,2.321e+00,1.467e+00,3.015e+00,1.607e+00,2.063e+00,3.256e+00,2.122e+00,1.768e+00,2.747e+00,2.789e+00,3.381e+00,2.234e+00,3.338e+00,2.115e+00,2.661e+00,2.326e+00,2.501e+00,2.970e+00,2.379e+00,2.745e+00,2.696e+00
3.076e-01,5.638e-01,9.502e-01,1.632e+00,2.238e+00,1.588e+00,1.669e+00,2.359e+00,2.078e+00,2.496e+00,2.727e+00,3.300e+00,2.926e+00,2.806e+00,2.864e+00,3.973e+00,2.715e+00,2.255e+00,2.397e+00,3.470e+00,2.802e+00,3.265e+00,3.255e+00,3.685e+00,2.705e+00,2.718e+00,2.740e+00,2.545e+00,1.637e+00,2.090e+00,3.131e+00,2.254e+00,2.360e+00,4.170e+00,2.120e+00,2.326e+00,3.194e+00,3.592e+00,4.097e+00,3.001e+00,3.167e+00,2.880e+00,2.637e+00,2.550e+00,3.152e+00,2.545e+00,2.582e+00,1.990e+00,2.993e+00
5.401e-02,4.727e-01,1.307e+00,1.526e+00,2.476e+00,1.552e+00,1.490e+00,2.697e+00,2.850e+00,2.243e+00,2.940e+00,4.405e+00,3.298e+00,3.838e+00,2.912e+00,4.704e+00,4.092e+00,3.047e+00,2.970e+00,3.761e+00,3.968e+00,4.055e+00,4.673e+00,3.965e+00,2.718e+00,3.131e+00,4.043e+00,3.198e+00,2.274e+00,2.874e+00,3.781e+00,2.141e+00,2.627e+00,5.154e+00,2.468e+00,2.110e+00,4.292e+00,4.027e+00,4.684e+00,4.003e+00,3.242e+00,2.756e+00,2.739e+00,3.465e+00,3.569e+00,3.405e+00,3.059e+00,2.556e+00,4.163e+00
1.009e-01,1.242e-01,1.968e-01,3.749e-01,3.538e-01,3.567e-01,5.990e-01,1.260e+00,1.585e+00,1.549e+00,1.572e+00,1.929e+00,2.847e+00,2.715e+00,2.714e+00,3.265e+00,2.030e+00,2.899e+00,2.596e+00,2.141e+00,2.767e+00,3.318e+00,2.316e+00,2.580e+00,2.096e+00,2.753e+00,2.656e+00,2.959e+00,1.994e+00,2.298e+00,2.409e+00,1.858e+00,2.540e+00,3.398e+00,2.689e+00,2.085e+00,2.948e+00,2.329e+00,3.069e+00,2.126e+00,2.994e+00,2.212e+00,2.414e+00,2.320e+00,3.064e+00,3.124e+00,2.699e+00,2.065e+00,2.299e+00
2.577e-01,7.463e-01,6.359e-01,1.482e+00,1.550e+00,1.145e+00,1.242e+00,1.867e+00,1.762e+00,2.413e+00,1.833e+00,2.235e+00,2.888e+00,3.342e+00,2.241e+00,3.730e+00,3.577e+00,2.699e+00,3.435e+00,2.583e+00,3.772e+00,2.988e+00,3.621e+00,2.746e+00,3.203e+00,3.569e+00,3.653e+00,2.957e+00,2.995e+00,2.180e+00,2.660e+00,1.488e+00,2.953e+00,3.637e+00,2.584e+00,2.806e+00,3.301e+00,3.211e+00,3.692e+00,3.058e+00,2.928e+00,3.077e+00,2.870e+00,3.480e+00,3.003e+00,3.480e+00,3.591e+00,3.027e+00,3.595e+00
4.894e-02,1.112e-01,7.265e-01,5.266e-01,1.318e+00,1.056e+00,1.473e+00,1.456e+00,1.662e+00,2.111e+00,1.938e+00,3.644e+00,3.535e+00,4.416e+00,4.067e+00,5.238e+00,4.395e+00,4.179e+00,4.715e+00,4.598e+00,5.185e+00,3.730e+00,4.736e+00,3.037e+00,2.743e+00,4.891e+00,4.698e+00,5.296e+00,3.929e+00,3.278e+00,3.524e+00,3.697e+00,3.450e+00,5.094e+00,4.207e+00,3.727e+00,4.636e+00,4.740e+00,5.217e+00,4.269e+00,3.689e+00,3.904e+00,4.319e+00,4.669e+00,4.379e+00,5.148e+00,3.867e+00,3.775e+00,4.168e+00
