4.764e-02,1.482e-01,2.620e-01,7.300e-01,9.414e-01,2.095e-01,7.616e-01,1.681e-01,8.984e-01,9.022e-01,5.964e-01,5.869e-01,3.743e-01,5.757e-01,8.655e-01,7.985e-03,6.313e-01,9.361e-01,4.735e-01,2.710e-01,5.709e-01,9.629e-01,2.895e-01,1.377e-01,9.489e-01,1.444e-01,2.421e-01,7.812e-01,5.360e-01,8.888e-01,9.444e-01,2.057e-01,5.139e-01,2.923e-01,3.441e-01,6.050e-01,4.008e-01,9.591e-01,5.034e-01,1.770e-01,2.756e-01,8.852e-01,5.866e-01,5.110e-01,2.673e-01,3.042e-01,4.794e-01,4.625e-01,8.510e-01,2.212e-01,6.274e-01,3.250e-01,8.708e-01,2.538e-01,9.410e-01,2.335e-01,6.025e-01,9.170e-01,3.720e-01,5.067e-01,9.811e-01,5.013e-01,3.906e-01,9.946e-01,9.888e-02,8.702e-01,2.136e-01,9.284e-01,8.058e-01,6.947e-01,3.023e-01,3.291e-01,4.402e-01,4.845e-01,9.509e-01,7.475e-01,3.773e-01,4.762e-02,5.835e-01,8.565e-01,8.411e-01,2.282e-01,9.437e-01,5.362e-01,5.494e-01,2.160e-01,8.540e-01,7.974e-01,9.453e-01,8.232e-01,8.761e-01,8.195e-01,7.560e-01,8.844e-01,8.597e-01,3.517e-01
1.547e-02,9.245e-01,3.471e-01,1.035e+00,6.330e-01,4.775e-01,9.706e-01,4.609e-01,6.819e-01,1.282e+00,8.412e-01,7.122e-01,3.828e-01,2.885e-01,1.163e+00,7.771e-01,2.938e-01,4.964e-01,1.120e+00,1.371e-01,3.238e-01,8.412e-01,1.026e+00,1.015e+00,9.342e-01,4.896e-01,5.173e-01,1.239e+00,1.031e+00,7.719e-01,3.598e-01,9.335e-01,4.614e-01,1.027e+00,5.711e-01,5.667e-01,4.647e-01,8.532e-01,4.522e-01,8.746e-01,8.313e-01,3.732e-01,8.024e-01,2.670e-01,1.709e-01,4.721e-01,4.430e-01,6.354e-01,1.135e+00,8.765e-01,1.146e+00,1.015e+00,4.058e-01,8.817e-01,3.516e-01,7.896e-01,2.728e-01,8.875e-01,5.942e-01,6.940e-01,8.306e-01,5.782e-01,9.464e-01,8.334e-01,9.018e-01,3.154e-01,1.005e+00,4.979e-01,3.058e-01,2.513e-01,9.716e-01,4.619e-01,8.422e-01,7.052e-01,9.517e-01,1.011e+00,8.933e-01,7.217e-01,1.026e+00,1.108e+00,9.250e-01,1.314e-01,6.428e-01,5.656e-01,1.027e+00,5.425e-01,1.113e+00,4.745e-01,1.026e+00,9.823e-01,1.178e+00,1.034e+00,1.018e+00,9.853e-01,1.250e+00,5.789e-01
4.548e-02,1.768e-01,9.174e-01,1.139e+00,1.490e+00,7.434e-01,8.214e-01,1.078e+00,8.887e-01,1.382e+00,7.246e-01,8.843e-01,4.956e-01,1.068e+00,1.314e+00,5.258e-01,1.487e+00,1.573e+00,9.492e-01,4.009e-01,7.366e-01,1.306e+00,8.654e-01,4.488e-01,1.064e+00,5.377e-01,2.956e-01,1.055e+00,1.038e+00,1.821e+00,1.452e+00,3.867e-01,5.978e-01,5.677e-01,1.135e+00,1.241e+00,1.030e+00,1.504e+00,1.314e+00,1.041e+00,1.192e+00,1.660e+00,1.492e+00,1.482e+00,6.616e-01,8.143e-01,7.070e-01,1.361e+00,1.191e+00,8.521e-01,1.107e+00,9.847e-01,1.782e+00,8.425e-01,1.147e+00,9.138e-01,7.136e-01,9.754e-01,6.524e-01,9.225e-01,1.813e+00,6.674e-01,7.418e-01,1.111e+00,7.220e-01,1.633e+00,1.179e+00,1.220e+00,1.285e+00,9.613e-01,1.162e+00,4.796e-01,8.910e-01,5.294e-01,1.360e+00,1.129e+00,1.024e+00,4.132e-01,1.182e+00,9.424e-01,1.708e+00,9.149e-01,1.208e+00,9.202e-01,1.385e+00,7.136e-01,1.826e+00,1.589e+00,1.480e+00,1.272e+00,1.493e+00,8.843e-01,1.283e+00,1.580e+00,1.524e+00,6.303e-01
1.079e-02,8.221e-01,6.230e-01,1.683e+00,1.387e+00,7.207e-01,1.400e+00,1.600e+00,1.249e+00,1.746e+00,1.579e+00,9.387e-01,6.975e-01,7.449e-01,2.175e+00,1.202e+00,7.587e-01,1.453e+00,1.787e+00,4.914e-01,1.086e+00,1.784e+00,1.652e+00,1.562e+00,1.353e+00,1.367e+00,1.379e+00,2.075e+00,1.793e+00,1.273e+00,8.290e-01,1.074e+00,1.052e+00,1.149e+00,9.041e-01,1.669e+00,1.065e+00,1.310e+00,1.317e+00,2.121e+00,1.903e+00,8.342e-01,1.720e+00,9.432e-01,5.485e-01,1.484e+00,8.541e-01,1.540e+00,1.831e+00,1.923e+00,1.804e+00,2.100e+00,1.522e+00,1.343e+00,1.001e+00,1.392e+00,7.943e-01,9.131e-01,1.060e+00,1.384e+00,1.552e+00,8.301e-01,1.312e+00,1.579e+00,1.604e+00,1.168e+00,1.873e+00,1.328e+00,1.275e+00,1.283e+00,1.709e+00,1.420e+00,1.768e+00,6.555e-01,1.838e+00,1.812e+00,1.800e+00,8.410e-01,1.326e+00,1.341e+00,1.843e+00,1.298e+00,8.771e-01,8.301e-01,1.361e+00,1.538e+00,2.272e+00,1.413e+00,1.298e+00,1.569e+00,2.168e+00,1.484e+00,2.017e+00,1.883e+00,1.827e+00,1.634e+00
6.633e-03,7.365e-01,8.034e-01,1.336e+00,1.958e+00,1.706e+00,1.433e+00,2.223e+00,9.818e-01,1.628e+00,1.432e+00,1.545e+00,1.036e+00,1.518e+00,2.503e+00,2.005e+00,1.695e+00,2.079e+00,2.065e+00,3.458e-01,1.409e+00,1.736e+00,1.934e+00,1.705e+00,1.760e+00,1.343e+00,1.340e+00,2.007e+00,1.686e+00,1.863e+00,1.607e+00,1.265e+00,1.406e+00,1.548e+00,1.448e+00,2.254e+00,1.840e+00,2.091e+00,2.036e+00,2.035e+00,2.686e+00,1.061e+00,1.656e+00,1.817e+00,1.066e+00,1.631e+00,1.019e+00,2.339e+00,1.633e+00,2.054e+00,2.014e+00,2.238e+00,1.968e+00,1.813e+00,1.459e+00,2.201e+00,6.560e-01,9.803e-01,1.045e+00,1.193e+00,2.194e+00,1.119e+00,1.999e+00,1.913e+00,1.632e+00,1.914e+00,2.778e+00,1.574e+00,1.168e+00,1.744e+00,2.261e+00,1.105e+00,1.893e+00,6.145e-01,2.156e+00,2.066e+00,1.897e+00,1.126e+00,2.164e+00,1.349e+00,1.974e+00,1.234e+00,1.090e+00,1.673e+00,2.380e+00,1.814e+00,2.566e+00,1.786e+00,2.153e+00,2.183e+00,2.657e+00,1.919e+00,1.776e+00,1.757e+00,1.963e+00,1.284e+00
1.394e-02,7.007e-01,5.943e-01,1.447e+00,1.623e+00,1.998e+00,2.205e+00,2.204e+00,2.178e+00,2.495e+00,1.512e+00,1.290e+00,1.635e+00,1.464e+00,2.541e+00,1.740e+00,1.679e+00,2.583e+00,2.259e+00,7.305e-01,1.589e+00,2.363e+00,2.605e+00,1.835e+00,1.854e+00,1.562e+00,2.135e+00,2.794e+00,1.727e+00,1.623e+00,1.272e+00,1.860e+00,1.879e+00,2.051e+00,1.354e+00,2.384e+00,2.106e+00,2.285e+00,2.171e+00,2.774e+00,2.815e+00,1.303e+00,1.969e+00,1.956e+00,8.425e-01,2.039e+00,1.746e+00,2.504e+00,2.385e+00,1.905e+00,2.687e+00,2.517e+00,1.937e+00,1.943e+00,1.715e+00,2.489e+00,9.623e-01,1.566e+00,1.958e+00,1.925e+00,2.642e+00,1.117e+00,2.501e+00,2.056e+00,2.084e+00,2.366e+00,2.421e+00,2.193e+00,1.658e+00,1.969e+00,2.400e+00,1.317e+00,1.927e+00,6.492e-01,2.528e+00,2.532e+00,2.008e+00,1.794e+00,2.004e+00,2.004e+00,2.157e+00,2.143e+00,1.071e+00,1.320e+00,1.797e+00,1.810e+00,3.045e+00,2.375e+00,1.859e+00,2.119e+00,2.829e+00,2.159e+00,2.619e+00,1.749e+00,1.935e+00,1.619e+00
4.218e-02,8.290e-01,7.031e-01,1.469e+00,2.142e+00,2.052e+00,2.291e+00,2.114e+00,2.813e+00,2.486e+00,2.176e+00,2.169e+00,2.125e+00,2.542e+00,3.138e+00,1.826e+00,2.671e+00,3.505e+00,2.542e+00,1.149e+00,2.542e+00,2.510e+00,2.412e+00,2.087e+00,2.892e+00,1.509e+00,2.451e+00,2.865e+00,1.663e+00,2.675e+00,2.671e+00,2.290e+00,2.531e+00,2.458e+00,2.446e+00,2.983e+00,2.695e+00,2.862e+00,2.293e+00,2.818e+00,3.203e+00,2.123e+00,1.726e+00,2.477e+00,1.737e+00,2.571e+00,1.784e+00,3.395e+00,2.574e+00,2.351e+00,3.168e+00,2.886e+00,2.916e+00,2.358e+00,2.414e+00,2.652e+00,1.574e+00,2.190e+00,2.427e+00,2.128e+00,3.289e+00,1.919e+00,3.319e+00,2.741e+00,2.364e+00,3.395e+00,3.310e+00,2.446e+00,1.908e+00,2.750e+00,2.370e+00,1.004e+00,2.210e+00,1.899e+00,2.775e+00,2.717e+00,2.096e+00,1.957e+00,2.881e+00,2.851e+00,2.779e+00,1.366e+00,2.093e+00,2.383e+00,2.517e+00,1.841e+00,3.004e+00,2.744e+00,2.793e+00,3.404e+00,3.246e+00,2.729e+00,2.411e+00,2.063e+00,3.172e+00,1.836e+00
2.684e-02,9.249e-01,4.301e-01,1.725e+00,2.072e+00,1.880e+00,2.498e+00,2.968e+00,2.456e+00,3.053e+00,2.707e+00,1.862e+00,1.767e+00,1.761e+00,3.942e+00,2.839e+00,1.962e+00,3.346e+00,3.327e+00,8.180e-01,2.977e+00,3.465e+00,3.278e+00,2.398e+00,2.982e+00,2.544e+00,3.023e+00,3.962e+00,2.366e+00,2.355e+00,2.075e+00,2.645e+00,2.402e+00,2.650e+00,1.891e+00,3.400e+00,2.383e+00,3.194e+00,2.232e+00,3.064e+00,3.059e+00,1.275e+00,1.953e+00,2.348e+00,1.708e+00,2.928e+00,2.147e+00,2.659e+00,3.506e+00,2.296e+00,3.450e+00,3.599e+00,2.996e+00,2.773e+00,2.565e+00,2.517e+00,2.097e+00,2.643e+00,2.762e+00,2.862e+00,3.345e+00,1.480e+00,2.700e+00,3.253e+00,2.772e+00,2.804e+00,3.102e+00,2.603e+00,2.543e+00,3.183e+00,2.360e+00,2.311e+00,3.035e+00,1.515e+00,3.798e+00,3.047e+00,2.316e+00,1.965e+00,3.249e+00,2.848e+00,3.184e+00,2.069e+00,1.688e+00,2.621e+00,2.085e+00,2.850e+00,3.443e+00,2.572e+00,2.382e+00,3.210e+00,3.605e+00,3.115e+00,3.088e+00,2.070e+00,2.393e+00,2.544e+00
4.094e-02,4.527e-01,4.230e-01,1.202e+00,2.004e+00,2.075e+00,2.271e+00,2.465e+00,3.294e+00,3.007e+00,2.038e+00,2.370e+00,2.138e+00,2.321e+00,3.337e+00,2.442e+00,2.685e+00,3.768e+00,3.587e+00,1.672e+00,3.450e+00,3.761e+00,3.337e+00,2.553e+00,2.746e+00,2.276e+00,2.960e+00,3.217e+00,1.865e+00,2.466e+00,2.796e+00,2.357e+00,2.945e+00,2.454e+00,2.369e+00,3.333e+00,2.890e+00,3.345e+00,2.567e+00,3.258e+00,2.779e+00,2.140e+00,2.260e+00,3.138e+00,2.483e+00,2.420e+00,3.035e+00,2.802e+00,3.566e+00,2.332e+00,3.769e+00,3.282e+00,2.867e+00,2.404e+00,3.317e+00,2.478e+00,2.434e+00,2.592e+00,3.174e+00,3.305e+00,4.088e+00,1.679e+00,2.570e+00,3.305e+00,2.513e+00,3.156e+00,2.955e+00,3.368e+00,2.312e+00,3.172e+00,2.920e+00,1.988e+00,2.360e+00,1.430e+00,4.031e+00,2.830e+00,2.233e+00,2.225e+00,3.754e+00,2.917e+00,2.880e+00,1.981e+00,2.248e+00,3.152e+00,2.582e+00,2.447e+00,4.014e+00,3.527e+00,2.592e+00,3.388e+00,3.521e+00,3.642e+00,3.268e+00,2.262e+00,2.290e+00,1.749e+00
3.779e-03,6.935e-01,7.870e-01,1.111e+00,1.339e+00,1.378e+00,1.147e+00,2.412e+00,1.257e+00,2.552e+00,2.603e+00,2.037e+00,1.619e+00,2.431e+00,2.738e+00,2.591e+00,2.306e+00,2.720e+00,3.193e+00,1.632e+00,2.221e+00,2.217e+00,2.459e+00,2.452e+00,2.487e+00,2.715e+00,2.240e+00,2.604e+00,2.218e+00,2.367e+00,2.010e+00,2.938e+00,1.906e+00,2.849e+00,2.870e+00,2.544e+00,2.899e+00,2.460e+00,2.303e+00,3.355e+00,2.533e+00,1.865e+00,2.386e+00,2.393e+00,2.031e+00,2.606e+00,1.408e+00,2.553e+00,2.307e+00,2.630e+00,3.159e+00,3.453e+00,3.175e+00,2.905e+00,2.289e+00,2.621e+00,1.831e+00,2.372e+00,2.179e+00,2.203e+00,2.792e+00,1.816e+00,2.425e+00,2.155e+00,3.020e+00,2.728e+00,3.775e+00,2.346e+00,1.829e+00,2.907e+00,2.102e+00,1.634e+00,2.434e+00,1.596e+00,2.787e+00,2.280e+00,2.592e+00,1.861e+00,3.436e+00,1.866e+00,2.941e+00,2.235e+00,1.651e+00,2.723e+00,2.793e+00,2.381e+00,3.433e+00,2.522e+00,2.717e+00,3.178e+00,2.772e+00,2.407e+00,2.238e+00,1.760e+00,2.439e+00,2.031e+00
