4.160e-01,6.257e-01,6.770e-02,9.114e-01,2.672e-01,3.684e-01,5.639e-01,5.524e-01,3.837e-01,8.707e-01,7.176e-01,2.610e-01,8.329e-01,3.805e-01,9.288e-01,9.076e-01,6.014e-01,9.773e-01,1.135e-01,6.863e-01,7.034e-01,4.502e-01,4.559e-01,5.962e-02,6.268e-02,8.707e-01,9.199e-01,2.145e-01,3.452e-01,7.147e-01,9.027e-01,6.989e-01,7.959e-01,1.087e-03,5.211e-01,8.665e-02,1.343e-01,9.137e-01,3.269e-01,9.819e-01,5.755e-01,1.239e-01,2.301e-01,9.794e-01,8.204e-01,2.761e-01,9.427e-01,3.996e-01,7.368e-01,7.638e-01,6.522e-01,3.305e-01,1.593e-01,2.267e-02,6.448e-01,9.962e-01,4.387e-02,2.521e-01,9.929e-01,8.341e-01,9.927e-01,8.122e-01,7.583e-01,2.721e-01,9.828e-01,1.574e-01,2.741e-01,4.358e-01,1.516e-01,7.897e-01,6.141e-01,8.081e-01,3.521e-01,9.268e-02,8.075e-01,5.898e-01,3.545e-01,8.067e-02,1.944e-01,7.956e-01,5.111e-01,8.259e-01,4.239e-01,5.762e-01
1.313e-01,1.032e+00,6.709e-01,6.191e-01,9.061e-01,1.054e+00,1.100e+00,1.100e+00,8.618e-01,8.927e-01,5.367e-01,5.758e-01,1.031e+00,1.844e-01,9.686e-01,5.690e-01,1.063e+00,5.832e-01,5.243e-01,1.141e+00,5.904e-01,6.303e-01,4.173e-01,9.943e-01,4.232e-01,8.110e-01,3.649e-01,5.591e-01,6.676e-01,6.011e-01,5.714e-01,4.518e-01,7.619e-01,1.026e-01,8.537e-01,1.629e-01,6.135e-01,1.257e+00,8.660e-01,1.275e+00,2.440e-01,7.414e-01,7.138e-01,6.402e-01,3.049e-01,7.151e-01,7.828e-01,1.098e+00,5.652e-01,1.212e+00,1.094e+00,5.746e-01,8.739e-01,4.131e-01,3.157e-01,6.045e-01,6.655e-01,5.353e-01,7.350e-01,7.191e-01,3.849e-01,3.847e-01,7.363e-01,2.576e-01,3.797e-01,1.800e-01,9.821e-01,6.203e-01,5.456e-01,2.683e-01,1.157e+00,5.253e-01,3.617e-01,6.242e-01,7.078e-01,6.957e-01,4.531e-01,9.471e-01,8.677e-01,5.636e-01,5.815e-01,5.101e-01,2.970e-01,4.548e-01
1.069e-01,1.689e-01,4.269e-01,5.497e-01,2.906e-01,6.394e-01,1.031e+00,3.183e-01,9.591e-01,1.056e+00,3.251e-01,1.466e-01,1.210e+00,2.094e-01,9.912e-01,7.971e-01,1.078e+00,6.570e-01,7.359e-01,7.267e-01,4.900e-01,7.061e-01,2.678e-01,6.733e-01,8.444e-02,1.050e+00,8.449e-01,9.404e-01,9.096e-01,1.056e+00,1.211e+00,8.205e-01,4.268e-01,9.825e-01,8.561e-01,5.689e-01,1.020e+00,1.215e+00,9.053e-01,5.443e-01,1.095e+00,9.461e-01,4.856e-01,7.863e-01,3.347e-01,6.402e-01,8.078e-01,8.839e-01,5.540e-01,2.630e-01,2.028e-01,9.918e-01,1.874e-01,2.217e-01,1.115e+00,2.641e-01,3.906e-01,2.657e-01,1.017e+00,1.065e+00,6.470e-01,9.227e-01,5.964e-01,9.586e-01,1.110e+00,9.241e-01,1.371e-01,7.758e-01,6.598e-01,4.102e-01,3.243e-01,6.186e-01,2.973e-01,7.741e-01,3.778e-01,9.709e-01,4.353e-01,4.811e-01,2.419e-01,8.641e-01,4.342e-01,9.999e-01,6.877e-01,5.036e-01
4.579e-02,8.765e-01,7.848e-01,9.158e-01,1.589e+00,1.683e+00,1.755e+00,1.546e+00,1.909e+00,1.392e+00,1.400e+00,9.958e-01,1.781e+00,4.590e-01,1.654e+00,1.262e+00,1.855e+00,1.020e+00,1.091e+00,1.516e+00,9.740e-01,1.033e+00,1.237e+00,2.107e+00,5.623e-01,1.246e+00,7.606e-01,1.193e+00,1.055e+00,1.438e+00,1.509e+00,1.390e+00,1.167e+00,1.295e+00,1.866e+00,7.899e-01,1.860e+00,1.660e+00,1.944e+00,1.259e+00,4.770e-01,1.480e+00,9.648e-01,8.729e-01,4.762e-01,1.842e+00,1.239e+00,2.240e+00,7.411e-01,1.732e+00,1.934e+00,8.875e-01,1.842e+00,7.963e-01,1.198e+00,8.669e-01,1.508e+00,9.009e-01,1.747e+00,1.234e+00,6.471e-01,1.343e+00,1.255e+00,9.427e-01,9.957e-01,9.211e-01,1.236e+00,1.307e+00,1.334e+00,5.629e-01,1.205e+00,1.301e+00,5.133e-01,8.817e-01,1.453e+00,1.602e+00,5.490e-01,1.541e+00,1.761e+00,1.625e+00,1.393e+00,1.424e+00,5.483e-01,5.240e-01
4.275e-02,6.172e-01,5.704e-01,4.409e-01,1.015e+00,1.294e+00,1.502e+00,1.189e+00,1.399e+00,1.135e+00,7.880e-01,7.176e-01,1.858e+00,1.068e+00,1.300e+00,8.510e-01,1.511e+00,6.096e-01,9.267e-01,1.789e+00,1.347e+00,1.176e+00,5.900e-01,1.498e+00,4.559e-01,8.775e-01,8.055e-01,9.784e-01,9.957e-01,6.535e-01,6.970e-01,4.970e-01,6.554e-01,1.174e+00,1.463e+00,1.143e+00,1.133e+00,2.023e+00,1.458e+00,1.340e+00,5.599e-01,1.201e+00,1.219e+00,1.225e+00,6.217e-01,1.299e+00,1.212e+00,1.783e+00,8.127e-01,9.954e-01,1.463e+00,7.973e-01,1.650e+00,8.456e-01,1.052e+00,7.691e-01,1.068e+00,5.425e-01,1.413e+00,1.350e+00,7.810e-01,1.253e+00,6.897e-01,6.217e-01,7.767e-01,1.131e+00,1.351e+00,1.068e+00,1.489e+00,5.436e-01,1.170e+00,1.086e+00,2.858e-01,7.112e-01,1.487e+00,1.505e+00,7.850e-01,1.099e+00,1.525e+00,1.357e+00,9.248e-01,1.001e+00,5.739e-01,1.353e+00
3.103e-01,1.213e+00,9.497e-01,1.241e+00,1.172e+00,2.141e+00,2.076e+00,2.039e+00,1.955e+00,1.989e+00,1.536e+00,1.131e+00,3.088e+00,7.626e-01,2.386e+00,2.351e+00,2.803e+00,1.345e+00,1.684e+00,2.786e+00,1.877e+00,1.348e+00,7.992e-01,2.116e+00,1.208e+00,2.575e+00,1.703e+00,1.908e+00,1.557e+00,2.528e+00,2.117e+00,1.637e+00,2.000e+00,1.283e+00,2.469e+00,1.147e+00,1.824e+00,3.003e+00,2.392e+00,2.461e+00,1.275e+00,1.520e+00,1.869e+00,2.245e+00,1.284e+00,1.825e+00,2.113e+00,2.007e+00,1.803e+00,1.832e+00,2.102e+00,2.031e+00,1.646e+00,8.592e-01,2.148e+00,1.284e+00,1.403e+00,1.616e+00,2.777e+00,1.797e+00,1.897e+00,1.676e+00,1.529e+00,1.280e+00,2.335e+00,1.996e+00,1.234e+00,1.505e+00,1.921e+00,1.547e+00,1.898e+00,2.217e+00,1.595e+00,1.480e+00,1.773e+00,2.626e+00,9.654e-01,2.044e+00,1.329e+00,1.741e+00,1.784e+00,1.763e+00,1.690e+00,1.161e+00
3.473e-01,1.225e+00,9.614e-01,1.629e+00,1.958e+00,2.835e+00,3.026e+00,2.726e+00,3.248e+00,3.035e+00,2.879e+00,1.865e+00,4.938e+00,2.446e+00,3.546e+00,3.694e+00,4.209e+00,2.583e+00,2.320e+00,4.573e+00,2.879e+00,2.574e+00,2.503e+00,3.441e+00,1.925e+00,3.304e+00,2.947e+00,2.773e+00,2.950e+00,3.469e+00,3.103e+00,3.328e+00,2.884e+00,3.157e+00,3.813e+00,2.941e+00,3.597e+00,4.512e+00,4.239e+00,3.357e+00,2.434e+00,2.536e+00,3.095e+00,3.079e+00,2.756e+00,3.247e+00,3.194e+00,3.708e+00,2.495e+00,2.569e+00,3.410e+00,2.615e+00,3.301e+00,2.176e+00,3.509e+00,2.254e+00,3.062e+00,2.163e+00,4.250e+00,3.511e+00,2.759e+00,3.196e+00,2.341e+00,2.265e+00,3.926e+00,3.389e+00,2.865e+00,3.005e+00,3.412e+00,2.749e+00,2.745e+00,3.770e+00,2.357e+00,2.346e+00,3.711e+00,4.067e+00,2.335e+00,2.980e+00,3.279e+00,3.583e+00,3.420e+00,3.658e+00,2.419e+00,2.142e+00
8.440e-03,8.404e-01,9.669e-01,9.085e-01,1.683e+00,2.467e+00,2.364e+00,2.931e+00,3.126e+00,2.915e+00,3.075e+00,1.849e+00,4.566e+00,2.265e+00,3.195e+00,3.752e+00,3.636e+00,2.207e+00,2.868e+00,3.730e+00,2.572e+00,2.015e+00,2.443e+00,4.212e+00,2.050e+00,3.098e+00,2.341e+00,3.131e+00,2.751e+00,3.231e+00,2.653e+00,3.464e+00,2.749e+00,3.657e+00,3.465e+00,3.326e+00,3.467e+00,3.363e+00,3.871e+00,2.951e+00,2.496e+00,2.834e+00,2.873e+00,2.278e+00,1.792e+00,3.094e+00,2.830e+00,3.192e+00,2.740e+00,2.558e+00,3.218e+00,2.441e+00,3.728e+00,2.119e+00,3.489e+00,2.241e+00,3.750e+00,2.478e+00,4.103e+00,3.325e+00,2.327e+00,2.675e+00,2.081e+00,2.441e+00,2.995e+00,3.504e+00,2.773e+00,3.364e+00,3.791e+00,1.967e+00,2.450e+00,3.406e+00,2.538e+00,2.870e+00,3.328e+00,3.985e+00,2.699e+00,3.600e+00,3.468e+00,3.362e+00,3.131e+00,2.665e+00,2.886e+00,2.082e+00
1.041e-01,4.633e-01,3.879e-01,8.139e-01,1.388e+00,1.557e+00,1.743e+00,1.590e+00,2.459e+00,2.117e+00,2.165e+00,1.248e+00,3.259e+00,1.959e+00,2.265e+00,2.457e+00,2.788e+00,1.940e+00,2.198e+00,2.619e+00,2.003e+00,2.022e+00,2.250e+00,2.327e+00,1.637e+00,1.799e+00,1.936e+00,2.408e+00,2.217e+00,1.814e+00,2.004e+00,2.903e+00,1.748e+00,2.759e+00,2.414e+00,2.517e+00,2.554e+00,3.016e+00,2.561e+00,2.492e+00,1.538e+00,2.180e+00,1.962e+00,2.458e+00,1.686e+00,3.069e+00,2.223e+00,2.618e+00,2.057e+00,2.471e+00,3.200e+00,1.986e+00,3.159e+00,1.702e+00,2.495e+00,1.846e+00,2.373e+00,1.938e+00,2.854e+00,2.233e+00,1.905e+00,3.056e+00,1.930e+00,1.568e+00,2.720e+00,1.918e+00,2.455e+00,2.664e+00,3.068e+00,2.175e+00,1.988e+00,2.777e+00,1.000e+00,2.031e+00,3.416e+00,3.069e+00,2.010e+00,2.582e+00,3.174e+00,3.274e+00,2.339e+00,3.034e+00,1.777e+00,1.735e+00
2.846e-01,8.899e-01,6.748e-01,1.053e+00,1.034e+00,1.448e+00,1.889e+00,1.689e+00,2.264e+00,3.535e+00,2.766e+00,1.805e+00,3.766e+00,2.105e+00,3.065e+00,3.368e+00,3.376e+00,2.328e+00,2.884e+00,3.225e+00,2.640e+00,2.196e+00,2.020e+00,2.310e+00,2.482e+00,3.105e+00,2.612e+00,3.260e+00,2.671e+00,2.861e+00,2.726e+00,3.107e+00,2.666e+00,3.393e+00,3.017e+00,3.340e+00,2.498e+00,3.883e+00,2.571e+00,3.050e+00,2.425e+00,2.723e+00,2.100e+00,3.373e+00,2.491e+00,2.978e+00,3.067e+00,3.029e+00,2.830e+00,2.403e+00,3.161e+00,3.296e+00,3.095e+00,2.317e+00,3.185e+00,2.098e+00,2.953e+00,2.798e+00,2.865e+00,2.853e+00,3.117e+00,3.003e+00,2.455e+00,1.830e+00,3.874e+00,2.909e+00,3.087e+00,3.075e+00,2.852e+00,2.936e+00,3.038e+00,3.418e+00,1.465e+00,3.245e+00,3.856e+00,3.705e+00,2.571e+00,3.161e+00,3.426e+00,3.552e+00,2.547e+00,2.931e+00,2.419e+00,2.406e+00
