1.389e-01,3.357e-01,2.858e-01,6.842e-01,6.788e-01,3.944e-01,3.519e-01,6.934e-01,9.443e-02,1.071e-01,5.970e-01,5.941e-01,3.321e-01,7.535e-01,4.374e-01,2.205e-01,4.521e-02,9.724e-01,1.386e-01,5.194e-01,1.287e-01,7.491e-01,3.710e-01,9.547e-01,9.954e-01,1.084e-01,1.800e-01,7.021e-01,1.482e-01,9.718e-01,1.156e-01,8.407e-01,9.272e-01,6.190e-01,6.756e-01,4.819e-01,5.343e-01,1.242e-01,4.931e-01
9.641e-02,1.135e+00,5.225e-01,1.325e+00,1.381e+00,8.599e-01,5.093e-01,1.477e+00,1.576e-01,7.089e-01,1.157e+00,9.332e-01,1.213e+00,1.058e+00,9.574e-01,6.069e-01,3.413e-01,1.147e+00,1.015e+00,6.557e-01,2.442e-01,7.332e-01,6.189e-01,1.627e+00,1.461e+00,2.796e-01,1.015e+00,1.308e+00,4.331e-01,8.096e-01,1.412e-01,8.615e-01,1.431e+00,7.513e-01,5.835e-01,1.283e+00,1.044e+00,5.812e-01,8.728e-01
4.869e-02,5.230e-01,6.695e-01,7.600e-01,8.427e-01,1.344e+00,8.687e-01,1.266e+00,9.112e-01,8.457e-01,9.587e-01,5.258e-01,7.052e-01,1.013e+00,6.150e-01,9.498e-01,5.687e-01,6.559e-01,1.445e+00,1.170e+00,7.520e-01,4.046e-01,3.886e-01,7.952e-01,1.018e+00,7.168e-01,8.091e-01,1.234e+00,2.493e-01,4.056e-01,9.950e-02,4.755e-01,9.664e-01,4.816e-01,5.912e-01,1.440e+00,1.077e+00,1.041e+00,5.927e-01
1.035e-01,7.826e-01,5.675e-01,1.195e+00,1.963e+00,1.882e+00,1.152e+00,1.799e+00,1.445e+00,1.291e+00,1.137e+00,1.049e+00,1.529e+00,1.715e+00,1.353e+00,7.173e-01,5.767e-01,1.651e+00,1.644e+00,8.975e-01,1.131e+00,1.216e+00,5.997e-01,1.546e+00,2.238e+00,1.303e+00,1.167e+00,1.476e+00,8.854e-01,1.649e+00,7.540e-01,1.444e+00,1.353e+00,7.025e-01,1.615e+00,1.671e+00,1.920e+00,1.267e+00,1.107e+00
1.109e-01,9.838e-01,7.759e-01,1.430e+00,2.931e+00,2.812e+00,1.613e+00,3.098e+00,1.894e+00,2.437e+00,2.115e+00,1.902e+00,2.138e+00,2.310e+00,2.428e+00,1.689e+00,1.281e+00,2.447e+00,3.015e+00,1.461e+00,1.969e+00,1.590e+00,7.835e-01,2.015e+00,3.352e+00,2.207e+00,2.142e+00,2.168e+00,9.878e-01,1.697e+00,9.367e-01,2.376e+00,2.163e+00,1.808e+00,2.453e+00,2.605e+00,3.019e+00,2.098e+00,1.985e+00
7.293e-02,8.724e-01,4.904e-01,1.068e+00,1.565e+00,2.255e+00,1.247e+00,1.822e+00,9.446e-01,1.487e+00,1.922e+00,1.893e+00,1.680e+00,2.078e+00,1.521e+00,9.414e-01,1.405e+00,1.609e+00,1.895e+00,1.031e+00,1.089e+00,1.480e+00,1.476e+00,1.611e+00,1.993e+00,1.232e+00,2.143e+00,2.162e+00,5.125e-01,1.657e+00,6.275e-01,1.867e+00,1.909e+00,1.238e+00,1.576e+00,1.563e+00,1.728e+00,1.144e+00,1.841e+00
7.634e-02,6.229e-01,4.508e-01,9.529e-01,1.949e+00,2.029e+00,1.550e+00,2.791e+00,2.451e+00,1.535e+00,1.961e+00,2.278e+00,1.750e+00,2.027e+00,2.058e+00,1.745e+00,1.315e+00,2.536e+00,1.903e+00,1.121e+00,1.394e+00,1.479e+00,7.383e-01,2.285e+00,2.541e+00,1.988e+00,2.186e+00,2.274e+00,9.644e-01,2.337e+00,1.346e+00,1.762e+00,1.568e+00,1.887e+00,2.586e+00,2.131e+00,2.080e+00,2.016e+00,1.466e+00
4.569e-03,3.848e-02,1.162e-01,8.386e-02,6.394e-01,8.759e-01,6.104e-01,1.505e+00,1.788e+00,1.206e+00,1.874e+00,1.467e+00,1.108e+00,1.260e+00,1.677e+00,1.227e+00,1.353e+00,1.491e+00,1.210e+00,8.446e-01,1.561e+00,1.123e+00,8.797e-01,1.323e+00,1.608e+00,1.374e+00,1.620e+00,1.901e+00,5.130e-01,1.182e+00,1.263e+00,1.362e+00,1.515e+00,2.028e+00,2.009e+00,1.803e+00,1.242e+00,1.245e+00,7.838e-01
2.642e-02,2.332e-01,5.046e-01,4.976e-01,1.580e+00,2.422e+00,1.548e+00,2.451e+00,3.699e+00,2.789e+00,2.814e+00,1.998e+00,1.994e+00,2.850e+00,2.553e+00,1.843e+00,2.714e+00,2.254e+00,3.437e+00,1.707e+00,3.093e+00,2.166e+00,1.469e+00,2.513e+00,2.661e+00,3.320e+00,2.852e+00,3.142e+00,1.680e+00,2.538e+00,1.615e+00,2.922e+00,2.175e+00,2.498e+00,3.045e+00,3.003e+00,2.398e+00,2.585e+00,2.172e+00
1.017e-01,1.117e+00,9.092e-01,1.521e+00,2.630e+00,3.414e+00,1.996e+00,3.300e+00,2.994e+00,3.455e+00,3.811e+00,2.710e+00,3.576e+00,4.333e+00,3.509e+00,2.911e+00,3.492e+00,3.235e+00,3.957e+00,2.187e+00,2.900e+00,2.947e+00,2.784e+00,3.330e+00,3.823e+00,3.073e+00,3.906e+00,4.368e+00,1.790e+00,3.406e+00,2.198e+00,3.927e+00,4.128e+00,2.739e+00,3.310e+00,4.167e+00,3.915e+00,3.002e+00,3.641e+00
