4.082e-01,8.336e-01,7.579e-01,2.368e-01,4.567e-02,1.795e-01,4.636e-01,1.335e-01,8.521e-02,9.836e-01,7.898e-01,6.003e-02,6.831e-02,1.987e-01,8.708e-01,1.246e-01,6.177e-01,1.754e-01,6.536e-01,4.782e-01,2.733e-02,8.110e-02,8.065e-01,1.301e-01,9.837e-01,8.888e-01,3.972e-01,6.837e-01,9.353e-01,1.699e-01,6.746e-01,8.511e-01,1.744e-01,7.445e-01,5.115e-01,3.107e-01,4.718e-01,4.848e-01,1.960e-02,5.527e-01,9.452e-01,5.528e-01,3.304e-01,5.202e-01,5.231e-01,4.484e-01,5.594e-01,9.295e-01,9.894e-01,5.104e-02,4.195e-01,7.763e-02,2.958e-01,7.255e-01,4.154e-03,3.918e-02,3.975e-02,7.974e-01,3.919e-01,1.588e-02,2.708e-01,9.072e-01,7.576e-01,7.452e-01,2.513e-01,1.154e-01,7.131e-01,2.486e-02,4.048e-01,3.946e-01,8.549e-01,9.641e-01,4.427e-01,6.776e-01,9.462e-01,7.024e-01,2.385e-01,7.718e-01,8.208e-02,7.651e-01,9.749e-01,9.774e-01,9.400e-01
8.940e-04,7.945e-01,9.657e-01,8.633e-02,9.298e-02,5.957e-01,6.758e-01,1.247e-01,7.338e-03,9.587e-01,7.843e-01,2.135e-01,1.326e-02,4.685e-02,8.295e-01,6.610e-01,4.261e-01,5.049e-01,3.477e-01,8.754e-01,9.852e-01,4.950e-01,1.220e-01,9.084e-01,1.798e-01,8.919e-01,9.207e-01,1.626e-01,1.451e-01,5.069e-01,3.047e-01,1.791e-02,8.310e-01,6.162e-01,4.820e-01,3.960e-01,3.265e-02,7.481e-01,4.407e-01,6.467e-01,6.584e-01,6.912e-01,5.102e-01,6.959e-01,7.960e-01,4.759e-01,4.082e-02,4.358e-02,3.875e-01,1.022e-01,9.355e-01,1.282e-01,7.974e-01,2.665e-01,4.533e-01,1.203e-02,8.775e-01,4.514e-01,8.699e-01,8.524e-01,4.612e-01,1.046e-01,1.670e-01,7.773e-01,7.703e-01,2.411e-01,4.145e-01,5.511e-01,1.098e-01,7.467e-01,1.869e-01,4.796e-01,3.273e-02,5.905e-01,7.447e-01,8.526e-01,6.364e-01,8.681e-01,6.712e-01,6.517e-01,5.612e-01,4.700e-01,4.268e-02
3.593e-01,1.168e+00,1.719e+00,3.696e-01,9.826e-01,7.432e-01,1.773e+00,4.500e-01,2.947e-01,1.468e+00,2.112e+00,7.329e-01,7.268e-01,4.811e-01,1.490e+00,5.904e-01,1.340e+00,1.257e+00,1.511e+00,1.695e+00,9.947e-01,5.058e-01,1.767e+00,7.709e-01,1.415e+00,1.809e+00,1.758e+00,9.799e-01,1.608e+00,1.362e+00,1.340e+00,9.581e-01,6.176e-01,1.181e+00,9.656e-01,1.445e+00,1.279e+00,1.390e+00,3.932e-01,1.248e+00,1.694e+00,1.319e+00,1.308e+00,1.294e+00,9.319e-01,8.446e-01,5.885e-01,1.058e+00,1.997e+00,1.765e-01,1.382e+00,9.585e-01,1.116e+00,1.159e+00,1.209e+00,3.496e-01,1.068e+00,1.373e+00,1.394e+00,5.191e-01,1.066e+00,1.132e+00,1.097e+00,1.400e+00,1.483e+00,2.924e-01,9.722e-01,6.349e-01,1.239e+00,1.195e+00,1.516e+00,1.719e+00,1.129e+00,1.600e+00,1.524e+00,1.847e+00,8.937e-01,1.185e+00,1.165e+00,1.724e+00,1.697e+00,1.187e+00,1.532e+00
1.621e-01,7.796e-01,1.135e+00,5.480e-01,1.308e+00,1.080e+00,1.850e+00,1.137e+00,2.338e-01,1.814e+00,1.665e+00,7.095e-01,7.598e-01,4.124e-01,1.732e+00,1.142e+00,1.751e+00,1.672e+00,1.374e+00,1.305e+00,1.562e+00,8.767e-01,1.790e+00,1.303e+00,9.740e-01,1.419e+00,1.777e+00,1.092e+00,1.818e+00,1.308e+00,1.473e+00,1.277e+00,9.034e-01,1.415e+00,1.601e+00,1.199e+00,9.463e-01,1.287e+00,9.716e-01,1.067e+00,1.319e+00,1.848e+00,1.268e+00,1.270e+00,1.062e+00,7.271e-01,6.881e-01,1.421e+00,1.915e+00,1.895e-01,1.555e+00,1.052e+00,1.092e+00,7.946e-01,1.571e+00,5.462e-01,1.140e+00,1.294e+00,1.209e+00,6.920e-01,1.333e+00,1.172e+00,1.219e+00,1.524e+00,1.686e+00,8.588e-01,6.817e-01,5.151e-01,1.367e+00,1.666e+00,1.238e+00,1.588e+00,1.364e+00,1.870e+00,1.559e+00,2.122e+00,1.597e+00,1.635e+00,1.029e+00,1.153e+00,1.343e+00,1.367e+00,1.194e+00
4.819e-02,4.569e-01,8.653e-01,3.756e-01,2.047e+00,1.337e+00,1.635e+00,1.439e+00,3.076e-01,2.073e+00,2.291e+00,1.283e+00,1.622e+00,8.213e-01,1.340e+00,1.551e+00,1.288e+00,2.126e+00,1.870e+00,1.920e+00,2.239e+00,1.127e+00,2.337e+00,1.059e+00,1.191e+00,1.048e+00,2.339e+00,9.501e-01,1.834e+00,1.466e+00,1.498e+00,1.718e+00,9.472e-01,1.293e+00,1.204e+00,1.253e+00,1.284e+00,1.852e+00,1.031e+00,1.139e+00,1.589e+00,2.040e+00,1.760e+00,1.292e+00,8.618e-01,1.104e+00,1.255e+00,1.364e+00,2.408e+00,6.060e-01,1.364e+00,1.101e+00,9.651e-01,1.390e+00,1.482e+00,1.280e+00,1.808e+00,1.588e+00,1.762e+00,1.047e+00,1.611e+00,1.023e+00,9.635e-01,1.175e+00,1.558e+00,1.523e+00,7.768e-01,1.104e+00,1.848e+00,1.740e+00,1.735e+00,1.738e+00,1.787e+00,1.406e+00,1.916e+00,2.228e+00,2.090e+00,1.914e+00,1.555e+00,1.658e+00,1.561e+00,8.382e-01,1.744e+00
7.076e-02,9.094e-01,1.541e+00,4.302e-01,1.799e+00,2.238e+00,2.593e+00,1.548e+00,1.054e+00,2.562e+00,2.672e+00,1.407e+00,2.136e+00,1.134e+00,1.942e+00,1.830e+00,1.722e+00,2.395e+00,2.706e+00,2.598e+00,3.008e+00,1.342e+00,2.616e+00,2.287e+00,1.517e+00,1.888e+00,3.495e+00,1.541e+00,1.933e+00,1.849e+00,1.769e+00,1.591e+00,2.158e+00,1.668e+00,1.883e+00,1.953e+00,2.123e+00,2.183e+00,1.973e+00,1.691e+00,2.304e+00,2.794e+00,2.379e+00,1.949e+00,1.524e+00,1.848e+00,1.741e+00,1.259e+00,3.138e+00,7.118e-01,2.326e+00,1.442e+00,2.050e+00,2.121e+00,2.474e+00,1.087e+00,2.393e+00,1.780e+00,2.434e+00,1.615e+00,2.257e+00,1.407e+00,1.438e+00,2.304e+00,2.294e+00,1.528e+00,1.450e+00,1.471e+00,1.865e+00,1.933e+00,2.515e+00,2.710e+00,1.867e+00,2.033e+00,2.585e+00,3.364e+00,2.028e+00,2.764e+00,1.952e+00,2.288e+00,2.582e+00,1.318e+00,2.161e+00
1.271e-03,7.529e-01,1.043e+00,2.611e-01,1.069e+00,1.549e+00,1.993e+00,1.438e+00,9.047e-01,2.005e+00,2.077e+00,1.380e+00,1.861e+00,7.869e-01,1.521e+00,1.818e+00,1.853e+00,1.649e+00,2.219e+00,2.213e+00,2.847e+00,1.549e+00,1.843e+00,2.018e+00,1.258e+00,2.156e+00,2.652e+00,1.272e+00,1.792e+00,1.925e+00,1.964e+00,1.341e+00,2.481e+00,1.289e+00,1.594e+00,1.227e+00,1.548e+00,1.725e+00,1.611e+00,1.725e+00,1.940e+00,2.725e+00,2.369e+00,1.451e+00,1.537e+00,2.110e+00,1.463e+00,8.842e-01,2.526e+00,1.355e+00,2.242e+00,1.694e+00,1.825e+00,1.528e+00,2.173e+00,1.342e+00,2.430e+00,1.226e+00,2.635e+00,1.673e+00,2.364e+00,1.432e+00,1.393e+00,1.875e+00,2.068e+00,1.553e+00,1.243e+00,1.492e+00,1.608e+00,1.813e+00,2.082e+00,2.011e+00,1.219e+00,1.780e+00,2.543e+00,2.772e+00,2.112e+00,2.070e+00,1.548e+00,1.936e+00,2.442e+00,9.337e-01,1.763e+00
5.838e-02,2.888e-01,7.944e-01,3.534e-01,2.006e+00,1.470e+00,1.977e+00,2.478e+00,1.395e+00,2.202e+00,3.052e+00,2.232e+00,3.059e+00,1.277e+00,1.887e+00,2.311e+00,2.195e+00,2.727e+00,3.006e+00,2.180e+00,2.578e+00,1.678e+00,3.260e+00,2.044e+00,1.608e+00,1.685e+00,2.896e+00,1.525e+00,2.239e+00,2.390e+00,1.883e+00,1.816e+00,1.491e+00,1.536e+00,1.628e+00,2.259e+00,2.409e+00,2.264e+00,1.414e+00,2.287e+00,2.493e+00,2.916e+00,2.463e+00,1.483e+00,1.357e+00,1.951e+00,2.174e+00,1.510e+00,3.337e+00,1.780e+00,2.531e+00,2.378e+00,2.166e+00,2.237e+00,2.637e+00,2.041e+00,2.663e+00,2.132e+00,2.617e+00,1.079e+00,2.189e+00,1.791e+00,1.274e+00,2.341e+00,2.695e+00,2.092e+00,1.715e+00,1.326e+00,2.302e+00,2.375e+00,2.462e+00,3.060e+00,2.853e+00,1.700e+00,2.097e+00,3.101e+00,2.349e+00,2.213e+00,1.706e+00,2.803e+00,3.043e+00,1.541e+00,2.493e+00
2.934e-01,8.355e-01,1.142e+00,4.045e-01,1.354e+00,1.655e+00,2.112e+00,2.009e+00,1.958e+00,2.689e+00,3.452e+00,1.849e+00,3.037e+00,1.432e+00,2.668e+00,2.371e+00,3.111e+00,2.166e+00,3.415e+00,2.414e+00,2.594e+00,1.586e+00,3.302e+00,2.644e+00,2.040e+00,2.493e+00,3.580e+00,2.329e+00,3.357e+00,2.993e+00,2.469e+00,2.453e+00,2.413e+00,1.752e+00,2.244e+00,2.090e+00,2.651e+00,2.632e+00,2.204e+00,3.215e+00,3.445e+00,3.427e+00,2.517e+00,2.549e+00,1.956e+00,2.366e+00,2.458e+00,1.975e+00,3.721e+00,1.865e+00,2.756e+00,2.767e+00,2.385e+00,3.359e+00,2.671e+00,1.989e+00,3.163e+00,2.893e+00,2.666e+00,1.522e+00,3.141e+00,2.428e+00,1.938e+00,3.332e+00,2.864e+00,2.284e+00,2.861e+00,1.849e+00,3.010e+00,2.287e+00,2.933e+00,4.091e+00,2.857e+00,2.048e+00,3.566e+00,3.718e+00,2.108e+00,3.358e+00,2.251e+00,3.009e+00,3.687e+00,2.805e+00,3.207e+00
1.120e-01,3.343e-01,8.057e-01,3.566e-01,1.718e+00,1.536e+00,2.164e+00,2.457e+00,1.677e+00,3.092e+00,3.647e+00,3.002e+00,3.622e+00,1.762e+00,1.986e+00,2.674e+00,3.011e+00,3.173e+00,3.555e+00,2.335e+00,3.369e+00,1.917e+00,3.424e+00,2.606e+00,2.284e+00,2.950e+00,3.734e+00,2.167e+00,2.486e+00,3.116e+00,2.608e+00,2.073e+00,2.229e+00,2.090e+00,1.983e+00,2.443e+00,3.412e+00,3.006e+00,1.858e+00,2.950e+00,3.342e+00,4.055e+00,2.660e+00,1.683e+00,1.550e+00,2.936e+00,3.265e+00,1.848e+00,4.508e+00,2.334e+00,3.085e+00,2.755e+00,2.731e+00,3.175e+00,3.471e+00,2.302e+00,3.207e+00,2.243e+00,3.318e+00,1.341e+00,2.904e+00,2.371e+00,2.532e+00,2.959e+00,3.609e+00,2.497e+00,2.578e+00,1.870e+00,3.234e+00,2.837e+00,2.834e+00,3.634e+00,2.896e+00,2.772e+00,2.708e+00,3.973e+00,2.872e+00,2.384e+00,1.844e+00,3.590e+00,4.026e+00,2.347e+00,3.075e+00
