3.802e-01,6.852e-01,2.366e-01,6.301e-01,3.598e-01,8.850e-01,5.646e-01,8.358e-01,8.040e-01,2.681e-01,8.840e-01,9.445e-01,9.377e-01,8.978e-01,1.563e-01,6.713e-01,8.077e-01,5.046e-01,4.942e-01,2.096e-02,9.849e-01,1.491e-01,3.645e-01,6.537e-01,1.990e-01,9.108e-01,4.999e-01,6.342e-01,4.180e-01,7.918e-01,6.160e-01,1.914e-01,5.462e-01,1.172e-01,7.729e-01,1.612e-01,5.500e-01,2.832e-01,9.194e-01,7.322e-01,4.341e-01,8.273e-01,2.029e-01,7.689e-01
1.241e-01,2.794e-01,6.260e-01,1.158e+00,9.060e-01,8.171e-01,5.407e-01,7.540e-01,1.125e+00,2.994e-01,1.062e+00,8.658e-01,9.099e-01,9.861e-01,4.613e-01,1.118e+00,4.986e-01,2.959e-01,2.914e-01,2.440e-01,5.025e-01,4.826e-01,5.772e-01,4.605e-01,3.882e-01,6.050e-01,3.083e-01,3.140e-01,5.425e-01,1.047e+00,8.249e-01,2.168e-01,7.294e-01,8.695e-01,8.885e-01,1.479e-01,5.902e-01,1.024e+00,1.103e+00,6.945e-01,7.309e-01,8.928e-01,1.116e-01,1.199e+00
2.985e-01,5.726e-01,6.529e-01,1.566e+00,8.732e-01,1.254e+00,1.575e+00,9.764e-01,2.002e+00,1.129e+00,1.188e+00,1.415e+00,1.959e+00,1.524e+00,1.117e+00,1.874e+00,8.226e-01,4.919e-01,5.427e-01,9.186e-01,1.878e+00,9.269e-01,1.532e+00,1.602e+00,9.109e-01,1.032e+00,1.090e+00,9.978e-01,1.217e+00,1.115e+00,1.579e+00,5.145e-01,1.448e+00,6.915e-01,1.131e+00,2.431e-01,1.227e+00,9.854e-01,1.673e+00,1.085e+00,9.992e-01,1.055e+00,1.093e+00,1.457e+00
6.023e-02,1.547e-01,5.419e-01,1.193e+00,1.518e+00,1.079e+00,7.999e-01,1.051e+00,1.379e+00,8.269e-01,1.112e+00,8.640e-01,9.855e-01,1.397e+00,1.543e+00,1.526e+00,8.623e-01,6.399e-01,6.685e-01,1.172e+00,1.520e+00,1.135e+00,1.130e+00,9.833e-01,8.768e-01,1.001e+00,5.512e-01,5.657e-01,1.313e+00,1.057e+00,1.389e+00,1.264e+00,1.721e+00,1.430e+00,1.192e+00,5.748e-01,1.396e+00,1.862e+00,1.868e+00,8.034e-01,1.504e+00,8.853e-01,8.149e-01,1.276e+00
2.484e-02,1.005e-01,5.800e-01,1.084e+00,1.920e+00,8.398e-01,9.994e-01,1.295e+00,1.695e+00,7.985e-01,1.321e+00,1.618e+00,1.481e+00,9.719e-01,9.383e-01,1.641e+00,9.538e-01,1.192e+00,5.732e-01,1.438e+00,1.279e+00,6.856e-01,1.493e+00,5.256e-01,1.499e+00,1.312e+00,5.242e-01,1.054e+00,1.639e+00,9.420e-01,9.347e-01,1.143e+00,1.712e+00,1.894e+00,1.583e+00,8.053e-01,7.934e-01,1.806e+00,1.869e+00,6.408e-01,1.758e+00,7.654e-01,5.647e-01,1.492e+00
1.442e-01,2.653e-01,2.577e-01,7.944e-01,7.889e-01,1.365e+00,1.267e+00,1.489e+00,2.104e+00,1.610e+00,1.150e+00,1.931e+00,1.598e+00,1.155e+00,1.448e+00,2.212e+00,1.234e+00,1.205e+00,1.111e+00,1.789e+00,2.177e+00,1.546e+00,2.161e+00,2.103e+00,1.054e+00,1.135e+00,1.763e+00,1.623e+00,1.750e+00,6.478e-01,1.310e+00,8.158e-01,2.182e+00,1.412e+00,1.798e+00,1.117e+00,1.728e+00,8.931e-01,1.344e+00,9.433e-01,1.939e+00,8.825e-01,1.212e+00,9.508e-01
3.044e-01,5.660e-01,3.828e-01,9.852e-01,1.756e+00,1.669e+00,1.308e+00,2.648e+00,2.363e+00,1.301e+00,2.120e+00,2.670e+00,2.062e+00,1.743e+00,1.550e+00,2.811e+00,2.761e+00,1.795e+00,1.518e+00,2.008e+00,3.013e+00,2.175e+00,2.066e+00,2.299e+00,1.349e+00,2.182e+00,1.921e+00,2.465e+00,2.635e+00,1.308e+00,2.135e+00,2.220e+00,3.117e+00,2.175e+00,3.075e+00,1.888e+00,1.922e+00,2.033e+00,2.500e+00,1.923e+00,2.647e+00,1.828e+00,1.648e+00,1.879e+00
2.171e-01,4.063e-01,3.928e-01,1.119e+00,1.695e+00,1.295e+00,1.834e+00,2.938e+00,2.564e+00,1.964e+00,2.280e+00,2.704e+00,2.491e+00,1.922e+00,1.771e+00,3.623e+00,3.243e+00,2.345e+00,1.624e+00,2.311e+00,3.317e+00,2.157e+00,3.192e+00,3.061e+00,1.929e+00,2.122e+00,2.551e+00,2.797e+00,3.110e+00,1.731e+00,2.664e+00,2.414e+00,3.865e+00,2.009e+00,3.297e+00,2.239e+00,1.853e+00,2.833e+00,2.719e+00,1.828e+00,2.701e+00,1.878e+00,2.598e+00,2.045e+00
3.467e-01,6.510e-01,5.592e-01,1.407e+00,1.379e+00,2.050e+00,1.492e+00,2.389e+00,3.322e+00,2.435e+00,2.652e+00,3.458e+00,2.800e+00,2.209e+00,2.262e+00,3.418e+00,2.671e+00,2.419e+00,1.835e+00,2.182e+00,2.897e+00,2.738e+00,3.021e+00,2.767e+00,1.730e+00,2.570e+00,2.967e+00,2.834e+00,2.620e+00,2.055e+00,2.990e+00,1.268e+00,3.860e+00,1.994e+00,3.003e+00,2.208e+00,2.857e+00,2.562e+00,2.594e+00,1.849e+00,3.187e+00,2.594e+00,1.905e+00,2.655e+00
3.684e-01,7.136e-01,7.764e-01,1.752e+00,1.872e+00,2.291e+00,1.613e+00,3.398e+00,3.375e+00,2.758e+00,4.157e+00,3.807e+00,2.887e+00,3.563e+00,2.650e+00,5.133e+00,4.010e+00,3.030e+00,3.087e+00,2.660e+00,4.168e+00,2.967e+00,3.873e+00,4.241e+00,1.704e+00,2.940e+00,3.786e+00,3.303e+00,3.692e+00,2.962e+00,3.148e+00,2.673e+00,5.139e+00,3.039e+00,4.039e+00,2.605e+00,3.456e+00,3.631e+00,3.485e+00,2.403e+00,3.912e+00,3.009e+00,2.511e+00,3.156e+00
