1.312e-01,3.589e-01,3.499e-01,5.957e-01,8.973e-01,5.450e-01,4.913e-02,8.072e-01,2.035e-01,6.604e-01,6.305e-01,4.374e-01,6.291e-01,3.176e-01,7.481e-01,4.249e-02,2.370e-01,7.046e-01,4.842e-01,9.020e-01,6.615e-01,9.953e-01,9.400e-01,4.796e-01,7.079e-01,4.077e-01,9.785e-01,3.545e-02,5.098e-01,2.264e-02,9.102e-01,3.905e-01,8.196e-01,8.855e-01,4.541e-01,1.429e-01,7.479e-01,2.527e-01,5.990e-01,5.449e-01,3.740e-01,8.405e-01,5.591e-01,7.540e-01,6.556e-01,5.637e-01,3.270e-01,6.750e-01,3.330e-01,8.862e-02,7.650e-01,1.437e-01,9.959e-01,2.215e-01,3.275e-01
1.070e-01,9.547e-01,4.056e-01,1.364e+00,1.436e+00,1.400e+00,4.771e-01,1.184e+00,3.942e-01,1.360e+00,1.269e+00,5.301e-01,1.241e+00,1.188e+00,1.207e+00,5.021e-01,4.541e-01,1.378e+00,1.130e+00,1.370e+00,8.286e-01,1.215e+00,1.763e+00,4.280e-01,1.037e+00,1.138e+00,1.662e+00,3.739e-02,1.317e+00,8.785e-01,9.310e-01,4.154e-01,7.234e-01,9.753e-01,1.042e+00,1.878e-01,8.346e-01,1.087e+00,1.293e+00,1.322e+00,9.371e-01,1.185e+00,1.071e+00,1.396e+00,1.439e+00,9.653e-01,1.034e+00,1.129e+00,6.125e-01,9.092e-01,6.814e-01,5.470e-01,1.232e+00,9.649e-01,2.843e-01
9.853e-02,6.500e-01,7.690e-01,1.001e+00,1.618e+00,1.952e+00,9.464e-01,9.457e-01,4.014e-01,1.715e+00,1.144e+00,1.390e+00,1.501e+00,1.471e+00,1.206e+00,4.120e-01,4.781e-01,1.197e+00,1.744e+00,1.681e+00,1.175e+00,1.969e+00,2.043e+00,1.029e+00,8.685e-01,1.405e+00,1.770e+00,7.550e-01,1.112e+00,1.116e+00,8.239e-01,5.785e-01,1.084e+00,1.793e+00,9.032e-01,1.145e+00,1.292e+00,1.205e+00,1.613e+00,1.335e+00,1.306e+00,1.589e+00,1.396e+00,1.041e+00,1.687e+00,1.709e+00,1.481e+00,1.205e+00,7.325e-01,7.405e-01,1.477e+00,1.301e+00,1.587e+00,8.983e-01,2.969e-01
3.926e-02,3.370e-01,4.935e-01,1.423e+00,1.907e+00,2.139e+00,1.068e+00,1.426e+00,3.885e-01,1.879e+00,7.129e-01,1.930e+00,1.478e+00,1.442e+00,8.445e-01,5.641e-01,1.096e+00,8.550e-01,1.527e+00,1.772e+00,1.066e+00,1.280e+00,2.068e+00,1.473e+00,1.236e+00,1.296e+00,1.762e+00,1.057e+00,9.530e-01,1.666e+00,4.621e-01,1.202e+00,1.305e+00,1.944e+00,1.231e+00,9.340e-01,1.539e+00,1.072e+00,1.301e+00,1.173e+00,1.284e+00,1.765e+00,1.573e+00,1.401e+00,1.253e+00,2.045e+00,1.273e+00,8.814e-01,7.887e-01,8.058e-01,1.548e+00,1.809e+00,1.391e+00,1.354e+00,1.036e+00
6.685e-02,2.177e-01,5.871e-01,8.105e-01,1.858e+00,2.258e+00,9.993e-01,1.024e+00,7.108e-01,1.900e+00,1.351e+00,1.930e+00,1.407e+00,1.842e+00,1.723e+00,8.287e-01,1.444e+00,7.731e-01,1.607e+00,2.020e+00,1.206e+00,1.838e+00,2.096e+00,1.315e+00,1.516e+00,1.396e+00,1.771e+00,1.767e+00,1.226e+00,1.633e+00,5.677e-01,1.622e+00,1.219e+00,2.603e+00,1.740e+00,1.764e+00,1.897e+00,1.286e+00,1.792e+00,9.247e-01,1.352e+00,2.377e+00,1.493e+00,1.752e+00,1.609e+00,2.258e+00,1.365e+00,9.383e-01,1.560e+00,1.397e+00,2.411e+00,1.540e+00,1.697e+00,7.887e-01,8.858e-01
6.002e-02,5.866e-01,3.085e-01,1.484e+00,1.996e+00,3.084e+00,1.307e+00,1.694e+00,1.211e+00,2.862e+00,1.718e+00,1.848e+00,2.115e+00,2.407e+00,2.395e+00,1.529e+00,2.372e+00,1.476e+00,1.597e+00,2.721e+00,1.550e+00,2.173e+00,2.498e+00,1.441e+00,2.701e+00,1.576e+00,2.491e+00,2.018e+00,2.163e+00,2.770e+00,9.450e-01,2.088e+00,1.076e+00,2.209e+00,2.030e+00,1.307e+00,2.497e+00,1.498e+00,2.388e+00,1.838e+00,1.358e+00,2.268e+00,1.884e+00,3.139e+00,1.642e+00,1.971e+00,1.802e+00,1.220e+00,2.288e+00,1.972e+00,1.939e+00,1.967e+00,2.314e+00,1.407e+00,1.136e+00
7.377e-02,6.808e-01,6.792e-01,1.868e+00,2.797e+00,3.636e+00,1.674e+00,2.439e+00,1.325e+00,3.464e+00,2.171e+00,3.619e+00,2.751e+00,3.271e+00,3.019e+00,2.362e+00,2.759e+00,1.818e+00,2.786e+00,3.114e+00,2.518e+00,3.186e+00,4.103e+00,2.783e+00,3.150e+00,2.362e+00,3.559e+00,3.152e+00,3.126e+00,3.681e+00,1.135e+00,2.836e+00,2.593e+00,3.600e+00,3.220e+00,2.213e+00,3.330e+00,2.355e+00,3.665e+00,2.605e+00,2.232e+00,3.749e+00,3.305e+00,3.034e+00,3.098e+00,3.054e+00,3.126e+00,2.082e+00,3.104e+00,3.074e+00,3.629e+00,3.036e+00,2.919e+00,2.144e+00,1.375e+00
4.524e-02,5.533e-01,5.581e-01,1.510e+00,2.058e+00,3.193e+00,1.571e+00,2.049e+00,1.857e+00,3.151e+00,2.274e+00,2.275e+00,3.164e+00,2.701e+00,2.512e+00,2.146e+00,2.564e+00,1.780e+00,2.874e+00,3.480e+00,2.599e+00,2.818e+00,2.772e+00,1.906e+00,2.903e+00,2.471e+00,2.648e+00,2.217e+00,2.628e+00,2.816e+00,8.660e-01,2.402e+00,2.164e+00,2.996e+00,1.878e+00,1.985e+00,3.152e+00,2.461e+00,3.022e+00,2.421e+00,1.871e+00,2.439e+00,3.076e+00,2.862e+00,2.457e+00,2.795e+00,2.867e+00,1.968e+00,2.322e+00,2.515e+00,1.940e+00,2.544e+00,2.852e+00,1.691e+00,1.744e+00
7.030e-02,5.130e-01,4.437e-01,1.517e+00,1.955e+00,2.777e+00,1.283e+00,2.152e+00,2.472e+00,3.109e+00,2.794e+00,3.200e+00,2.713e+00,3.204e+00,2.614e+00,2.072e+00,3.246e+00,2.226e+00,2.368e+00,3.595e+00,3.075e+00,3.519e+00,3.282e+00,2.535e+00,3.488e+00,2.848e+00,3.423e+00,3.152e+00,2.567e+00,2.818e+00,1.446e+00,2.405e+00,2.535e+00,2.751e+00,2.750e+00,1.677e+00,3.259e+00,2.602e+00,3.416e+00,2.391e+00,2.177e+00,2.480e+00,3.382e+00,3.097e+00,2.859e+00,2.942e+00,2.676e+00,2.779e+00,2.468e+00,3.038e+00,2.368e+00,2.607e+00,3.498e+00,2.476e+00,2.379e+00
3.415e-03,3.532e-01,2.470e-01,9.083e-01,1.180e+00,2.372e+00,1.202e+00,1.776e+00,2.849e+00,3.570e+00,3.895e+00,3.186e+00,3.595e+00,3.971e+00,3.798e+00,2.861e+00,4.264e+00,2.428e+00,2.752e+00,3.934e+00,3.826e+00,4.072e+00,3.463e+00,2.920e+00,3.835e+00,3.481e+00,4.027e+00,4.086e+00,3.742e+00,3.566e+00,1.758e+00,3.129e+00,3.335e+00,2.515e+00,3.678e+00,1.966e+00,3.994e+00,3.412e+00,4.178e+00,3.130e+00,2.264e+00,2.997e+00,3.923e+00,3.110e+00,3.473e+00,3.064e+00,3.492e+00,3.724e+00,3.323e+00,4.047e+00,2.426e+00,2.848e+00,4.314e+00,2.515e+00,2.543e+00
