7.291e-02,6.525e-01,6.681e-01,6.712e-01,8.718e-01,1.748e-01,3.048e-01,9.110e-01,3.269e-01,3.589e-01,7.722e-01,4.466e-01,4.383e-01,4.983e-01,8.829e-01,9.270e-01,1.664e-01,1.657e-01,6.186e-01,4.081e-01,2.610e-02,6.393e-01,7.049e-01,7.811e-01,4.527e-01,8.914e-01,6.193e-04,5.150e-01,9.099e-01,2.515e-01,7.467e-01,9.086e-01,7.916e-01,5.866e-01,3.166e-01,9.559e-02,8.450e-01,1.373e-01,7.151e-01,1.682e-01,9.752e-01,7.729e-01,9.726e-01,5.933e-01,9.025e-01,3.979e-01,4.885e-01,4.628e-01,7.628e-01,7.991e-01,4.455e-01,7.135e-01,3.510e-01,7.895e-01,5.137e-01,1.095e-01,3.190e-01,6.106e-01,5.604e-01,8.198e-01,4.273e-01,9.719e-01,9.522e-01,7.955e-01,9.232e-01,9.723e-01,5.271e-01,8.977e-01,1.556e-01,4.223e-01,5.511e-01,8.505e-01,5.751e-02,7.426e-01,5.218e-01,7.247e-01,1.871e-01,1.265e-02,8.634e-01,7.214e-01,8.369e-02,7.174e-01,7.243e-01,3.342e-01,5.852e-01,6.698e-01,5.716e-01,3.115e-02,8.202e-01
3.292e-02,8.186e-01,1.198e+00,1.111e+00,1.328e+00,7.771e-01,2.207e-01,5.223e-01,1.089e+00,1.923e-01,1.178e+00,2.277e-01,4.657e-01,3.844e-01,1.377e+00,1.166e+00,4.568e-01,3.759e-01,9.583e-01,6.380e-01,1.017e-01,1.183e+00,5.716e-01,1.201e+00,3.685e-01,5.625e-01,6.781e-01,9.403e-01,6.877e-01,2.015e-01,1.220e+00,8.093e-01,4.304e-01,1.082e+00,5.879e-01,5.441e-01,1.214e+00,9.679e-01,7.367e-01,3.019e-01,7.960e-01,5.596e-01,1.047e+00,9.208e-01,6.671e-01,4.895e-01,6.773e-01,9.703e-01,4.237e-01,8.310e-01,8.198e-01,1.287e+00,4.031e-01,1.175e+00,1.156e+00,8.452e-01,6.896e-01,8.814e-01,1.013e+00,1.225e+00,9.262e-01,1.048e+00,7.275e-01,9.067e-01,1.137e+00,1.246e+00,1.082e+00,7.939e-01,7.537e-01,3.705e-01,3.023e-01,7.060e-01,4.249e-01,7.459e-01,1.204e+00,7.086e-01,8.502e-01,8.716e-01,5.893e-01,6.010e-01,6.807e-01,1.245e+00,9.476e-01,1.065e+00,1.186e+00,9.556e-01,1.217e+00,4.235e-02,7.046e-01
6.560e-02,7.156e-01,1.349e+00,1.493e+00,1.275e+00,1.060e+00,8.041e-01,1.067e+00,1.334e+00,1.104e+00,9.512e-01,5.899e-01,1.368e+00,1.349e+00,1.342e+00,1.155e+00,9.907e-01,2.694e-01,7.839e-01,7.124e-01,7.867e-01,1.589e+00,1.664e+00,1.890e+00,1.025e+00,1.803e+00,3.016e-01,8.506e-01,1.335e+00,1.190e+00,1.243e+00,1.262e+00,1.419e+00,1.685e+00,6.667e-01,5.152e-01,1.445e+00,4.342e-01,8.209e-01,6.828e-01,1.217e+00,1.747e+00,1.646e+00,8.694e-01,1.727e+00,6.814e-01,1.447e+00,1.518e+00,7.712e-01,1.755e+00,1.212e+00,1.192e+00,1.366e+00,1.437e+00,7.844e-01,1.098e+00,1.039e+00,1.642e+00,1.023e+00,1.577e+00,1.049e+00,1.776e+00,1.031e+00,1.449e+00,1.349e+00,1.994e+00,1.190e+00,1.080e+00,3.487e-01,1.175e+00,1.447e+00,1.175e+00,8.663e-01,1.018e+00,1.120e+00,9.962e-01,1.150e+00,8.513e-01,1.071e+00,7.974e-01,9.993e-01,1.153e+00,1.751e+00,1.369e+00,1.489e+00,9.588e-01,1.076e+00,6.953e-01,1.558e+00
3.061e-02,6.287e-01,9.244e-01,1.256e+00,1.635e+00,1.318e+00,8.149e-01,1.345e+00,1.326e+00,2.300e-01,1.228e+00,1.012e+00,1.182e+00,1.279e+00,1.673e+00,1.216e+00,7.401e-01,1.245e+00,1.354e+00,5.993e-01,1.100e+00,1.207e+00,1.216e+00,1.303e+00,3.706e-01,1.500e+00,1.260e+00,7.172e-01,8.629e-01,6.305e-01,1.024e+00,1.153e+00,1.417e+00,1.689e+00,6.244e-01,4.227e-01,1.120e+00,6.788e-01,6.321e-01,1.155e+00,1.469e+00,1.085e+00,8.755e-01,9.535e-01,1.483e+00,8.528e-01,1.368e+00,1.249e+00,1.234e+00,1.120e+00,1.646e+00,1.360e+00,6.320e-01,1.054e+00,1.144e+00,8.309e-01,1.351e+00,1.551e+00,1.415e+00,9.710e-01,1.396e+00,1.237e+00,1.265e+00,8.972e-01,1.882e+00,1.834e+00,1.558e+00,1.106e+00,1.102e+00,1.265e+00,6.898e-01,1.309e+00,4.361e-01,8.126e-01,1.344e+00,7.456e-01,8.736e-01,1.156e+00,7.940e-01,1.484e+00,1.109e+00,1.449e+00,1.160e+00,9.288e-01,1.601e+00,1.548e+00,1.818e+00,2.232e-01,1.598e+00
7.116e-02,9.070e-01,1.320e+00,1.707e+00,2.805e+00,2.508e+00,1.751e+00,2.713e+00,2.155e+00,1.596e+00,2.272e+00,1.974e+00,2.577e+00,2.109e+00,2.225e+00,2.548e+00,1.690e+00,1.797e+00,1.608e+00,1.357e+00,2.287e+00,1.794e+00,2.847e+00,2.589e+00,1.056e+00,2.966e+00,1.975e+00,1.625e+00,2.152e+00,1.093e+00,1.692e+00,1.810e+00,2.807e+00,3.101e+00,8.157e-01,1.476e+00,2.229e+00,1.396e+00,1.386e+00,1.610e+00,2.949e+00,2.234e+00,2.238e+00,1.727e+00,3.016e+00,1.445e+00,1.996e+00,2.486e+00,2.519e+00,1.788e+00,2.922e+00,1.761e+00,1.921e+00,1.539e+00,2.094e+00,1.987e+00,1.716e+00,3.022e+00,2.401e+00,2.136e+00,1.775e+00,2.289e+00,1.960e+00,1.951e+00,2.358e+00,3.343e+00,1.901e+00,1.692e+00,1.592e+00,2.225e+00,1.662e+00,1.844e+00,8.013e-01,1.453e+00,2.169e+00,1.254e+00,1.594e+00,1.599e+00,1.480e+00,2.029e+00,1.954e+00,2.684e+00,2.407e+00,2.223e+00,2.565e+00,2.393e+00,2.486e+00,8.428e-01,2.398e+00
1.077e-02,3.577e-01,1.022e+00,1.325e+00,1.409e+00,2.734e+00,1.379e+00,1.208e+00,2.240e+00,1.585e+00,1.234e+00,1.732e+00,2.123e+00,1.665e+00,1.488e+00,2.029e+00,2.015e+00,1.479e+00,1.438e+00,1.052e+00,2.382e+00,2.048e+00,2.157e+00,2.628e+00,1.482e+00,2.585e+00,1.950e+00,1.001e+00,1.052e+00,1.640e+00,1.584e+00,1.107e+00,2.348e+00,2.914e+00,1.412e+00,1.872e+00,1.957e+00,1.372e+00,1.092e+00,1.813e+00,1.321e+00,2.188e+00,1.426e+00,1.202e+00,1.839e+00,1.399e+00,1.928e+00,2.213e+00,1.093e+00,1.906e+00,2.776e+00,1.786e+00,2.323e+00,1.808e+00,1.604e+00,2.377e+00,1.922e+00,2.247e+00,1.629e+00,1.367e+00,1.398e+00,1.691e+00,1.236e+00,1.831e+00,2.050e+00,3.074e+00,1.814e+00,1.156e+00,1.174e+00,1.785e+00,1.861e+00,1.838e+00,1.377e+00,1.619e+00,1.549e+00,1.534e+00,1.960e+00,1.763e+00,1.281e+00,1.315e+00,2.429e+00,2.331e+00,2.267e+00,2.588e+00,1.871e+00,2.009e+00,1.884e+00,1.740e+00,1.940e+00
3.240e-02,3.721e-01,5.188e-01,7.994e-01,1.022e+00,1.172e+00,1.499e+00,1.790e+00,1.001e+00,9.044e-01,1.213e+00,1.910e+00,1.538e+00,1.718e+00,2.032e+00,1.922e+00,1.469e+00,1.476e+00,1.113e+00,6.336e-01,1.915e+00,1.059e+00,1.971e+00,2.157e+00,1.532e+00,1.932e+00,1.883e+00,1.169e+00,1.334e+00,8.855e-01,1.368e+00,1.674e+00,1.694e+00,1.997e+00,8.697e-01,1.029e+00,1.035e+00,1.180e+00,1.327e+00,1.670e+00,2.116e+00,2.081e+00,1.265e+00,7.716e-01,1.995e+00,1.590e+00,1.207e+00,1.512e+00,1.092e+00,1.371e+00,1.732e+00,1.541e+00,1.226e+00,1.589e+00,1.076e+00,1.616e+00,1.629e+00,1.938e+00,1.591e+00,1.064e+00,1.219e+00,1.107e+00,1.843e+00,1.396e+00,2.339e+00,2.589e+00,1.747e+00,1.920e+00,1.455e+00,1.396e+00,1.023e+00,1.469e+00,1.389e+00,9.123e-01,1.708e+00,1.189e+00,8.766e-01,1.096e+00,1.727e+00,1.877e+00,1.676e+00,1.729e+00,1.837e+00,1.104e+00,1.453e+00,1.480e+00,1.593e+00,1.131e+00,1.951e+00
4.962e-02,5.806e-01,1.103e+00,1.531e+00,1.764e+00,1.913e+00,1.866e+00,2.992e+00,2.162e+00,2.476e+00,1.832e+00,2.193e+00,3.060e+00,2.821e+00,2.423e+00,2.437e+00,2.581e+00,2.154e+00,1.449e+00,1.177e+00,3.323e+00,2.663e+00,3.550e+00,2.863e+00,2.254e+00,2.857e+00,2.348e+00,2.396e+00,2.183e+00,1.719e+00,2.415e+00,2.873e+00,2.898e+00,3.179e+00,1.548e+00,1.401e+00,1.744e+00,1.599e+00,2.381e+00,2.534e+00,3.216e+00,2.884e+00,2.345e+00,2.129e+00,3.546e+00,2.138e+00,2.332e+00,3.006e+00,2.384e+00,2.424e+00,2.647e+00,2.352e+00,2.821e+00,2.539e+00,1.744e+00,2.819e+00,2.445e+00,3.392e+00,2.770e+00,2.099e+00,2.415e+00,2.106e+00,2.375e+00,2.159e+00,2.663e+00,3.846e+00,3.021e+00,2.862e+00,1.671e+00,2.149e+00,2.156e+00,1.877e+00,2.030e+00,2.205e+00,2.558e+00,1.656e+00,1.610e+00,1.925e+00,2.180e+00,2.806e+00,2.366e+00,2.665e+00,2.945e+00,2.647e+00,2.309e+00,2.566e+00,2.556e+00,1.456e+00,2.843e+00
5.777e-03,2.965e-01,8.209e-01,9.685e-01,1.563e+00,2.658e+00,1.905e+00,2.505e+00,2.570e+00,3.647e+00,2.394e+00,3.266e+00,3.127e+00,2.391e+00,2.585e+00,3.547e+00,3.309e+00,2.777e+00,1.748e+00,2.265e+00,4.275e+00,2.664e+00,4.163e+00,4.083e+00,2.532e+00,3.228e+00,3.453e+00,2.893e+00,2.270e+00,2.129e+00,3.279e+00,2.977e+00,2.900e+00,4.326e+00,1.971e+00,3.474e+00,2.418e+00,3.023e+00,2.790e+00,3.032e+00,3.810e+00,3.143e+00,3.226e+00,2.606e+00,3.546e+00,3.044e+00,2.158e+00,3.542e+00,2.677e+00,2.346e+00,3.400e+00,2.822e+00,3.861e+00,2.749e+00,3.155e+00,3.866e+00,2.357e+00,3.513e+00,3.539e+00,2.500e+00,2.909e+00,2.213e+00,2.403e+00,3.041e+00,2.553e+00,4.135e+00,2.943e+00,2.456e+00,2.754e+00,2.098e+00,2.143e+00,1.563e+00,2.924e+00,2.313e+00,2.963e+00,2.309e+00,2.484e+00,2.667e+00,2.767e+00,2.529e+00,3.591e+00,3.277e+00,3.798e+00,4.322e+00,2.765e+00,3.197e+00,3.109e+00,2.514e+00,2.296e+00
5.204e-02,5.729e-01,1.182e+00,1.415e+00,1.565e+00,2.243e+00,1.778e+00,2.532e+00,2.318e+00,3.317e+00,2.509e+00,2.976e+00,3.893e+00,3.247e+00,2.578e+00,3.337e+00,3.769e+00,2.352e+00,2.208e+00,1.726e+00,3.972e+00,3.016e+00,4.195e+00,3.708e+00,3.019e+00,3.940e+00,2.734e+00,3.380e+00,2.935e+00,2.678e+00,3.599e+00,3.494e+00,3.103e+00,3.667e+00,2.420e+00,3.088e+00,2.834e+00,2.088e+00,3.369e+00,3.061e+00,3.418e+00,3.800e+00,3.302e+00,2.969e+00,4.087e+00,2.924e+00,2.821e+00,3.960e+00,2.197e+00,2.698e+00,2.907e+00,2.816e+00,3.372e+00,3.722e+00,2.266e+00,3.330e+00,2.990e+00,3.326e+00,3.081e+00,3.242e+00,2.643e+00,2.446e+00,2.591e+00,2.705e+00,3.369e+00,4.920e+00,3.269e+00,2.900e+00,2.300e+00,2.169e+00,2.986e+00,2.651e+00,2.703e+00,3.373e+00,2.945e+00,2.403e+00,2.216e+00,2.390e+00,2.885e+00,2.545e+00,3.382e+00,3.234e+00,3.776e+00,3.707e+00,2.728e+00,2.787e+00,2.780e+00,2.301e+00,3.351e+00
