3.363e-02,3.115e-01,3.566e-01,7.203e-01,2.817e-01,4.650e-01,4.595e-02,8.998e-01,4.291e-01,6.637e-01,6.493e-02,7.674e-01,1.944e-01,5.728e-01,8.267e-02,7.317e-02,6.315e-01,7.221e-01,6.926e-01,5.616e-01,8.398e-01,2.332e-01,6.613e-01,1.228e-01,1.330e-01,4.130e-01,5.915e-01,9.637e-01,6.056e-02,3.274e-01,9.897e-01,1.969e-01,1.320e-01,3.035e-02,7.908e-01,8.886e-01,9.352e-01,4.902e-01,9.908e-01,4.124e-02,1.649e-02,3.539e-01,6.378e-01,1.969e-01,5.810e-02,8.001e-01,3.692e-01,6.700e-01,7.565e-01,5.760e-01,3.199e-01,6.135e-01,7.135e-01,4.409e-01,7.324e-01,9.570e-01,2.988e-01,6.416e-01,4.731e-01,7.548e-01,4.775e-01,6.383e-01,5.720e-01,6.103e-01,2.402e-01,6.164e-01,1.236e-01,3.474e-02
2.085e-02,3.435e-01,6.330e-01,8.534e-01,4.384e-01,3.946e-01,4.125e-01,1.144e+00,4.050e-01,4.742e-01,6.893e-01,1.344e+00,5.457e-01,1.163e+00,8.555e-02,7.149e-01,4.671e-01,1.264e+00,5.560e-01,4.870e-01,1.443e+00,6.183e-01,8.582e-01,9.142e-01,2.277e-01,9.510e-01,1.131e+00,9.877e-01,9.356e-01,6.880e-01,1.429e+00,8.335e-01,5.195e-01,4.975e-01,1.399e+00,1.258e+00,9.603e-01,1.000e+00,8.217e-01,4.838e-01,7.246e-01,4.312e-01,1.197e+00,2.454e-01,3.289e-01,9.625e-01,5.267e-01,1.385e+00,9.391e-01,4.731e-01,3.046e-01,6.279e-01,6.965e-01,8.918e-01,1.031e+00,1.301e+00,1.177e+00,1.253e+00,4.830e-01,1.438e+00,1.059e+00,1.111e+00,1.267e+00,1.060e+00,8.472e-01,1.364e+00,9.220e-01,5.414e-01
9.538e-03,1.550e-01,4.724e-01,5.006e-01,1.127e+00,4.518e-01,2.566e-01,9.229e-01,7.674e-01,1.060e+00,3.776e-01,1.587e+00,1.110e+00,1.045e+00,8.787e-01,6.843e-01,8.371e-01,1.082e+00,2.558e-01,1.021e+00,8.428e-01,7.528e-01,4.399e-01,1.074e+00,4.365e-01,7.419e-01,9.915e-01,6.515e-01,1.380e+00,1.074e+00,1.595e+00,6.822e-01,8.027e-01,8.526e-01,8.808e-01,8.749e-01,1.081e+00,9.905e-01,1.327e+00,4.894e-01,7.189e-01,3.775e-01,9.471e-01,8.425e-01,5.801e-01,5.169e-01,9.181e-01,1.213e+00,1.335e+00,4.151e-01,9.053e-01,4.194e-01,7.288e-01,6.459e-01,1.072e+00,1.454e+00,1.066e+00,1.466e+00,2.333e-01,7.667e-01,1.182e+00,6.745e-01,1.255e+00,1.191e+00,9.818e-01,7.682e-01,1.240e+00,6.610e-01
1.560e-02,1.783e-01,3.606e-01,1.303e+00,1.690e+00,1.252e+00,2.711e-01,1.488e+00,1.322e+00,1.395e+00,5.057e-01,1.785e+00,1.364e+00,1.284e+00,7.751e-01,1.307e+00,7.926e-01,1.038e+00,1.140e+00,8.931e-01,1.343e+00,8.167e-01,8.840e-01,8.822e-01,9.064e-01,1.258e+00,8.873e-01,1.211e+00,1.747e+00,8.231e-01,1.604e+00,1.360e+00,1.042e+00,5.022e-01,1.672e+00,8.831e-01,1.487e+00,1.578e+00,1.935e+00,5.533e-01,7.236e-01,3.121e-01,1.337e+00,9.672e-01,1.113e+00,1.364e+00,9.172e-01,1.818e+00,1.379e+00,9.427e-01,8.252e-01,1.118e+00,1.269e+00,5.850e-01,1.768e+00,1.257e+00,9.519e-01,1.436e+00,9.053e-01,6.994e-01,1.360e+00,1.463e+00,1.006e+00,9.397e-01,1.025e+00,7.732e-01,1.484e+00,1.333e+00
1.435e-03,1.144e-01,3.528e-01,8.938e-01,2.004e+00,1.547e+00,7.734e-01,1.937e+00,8.485e-01,1.073e+00,7.354e-01,1.979e+00,1.859e+00,1.370e+00,9.410e-01,1.958e+00,9.838e-01,1.665e+00,9.147e-01,6.772e-01,1.324e+00,1.103e+00,1.022e+00,1.664e+00,1.423e+00,1.261e+00,8.909e-01,1.703e+00,2.412e+00,1.081e+00,1.846e+00,1.496e+00,1.845e+00,1.421e+00,2.014e+00,1.117e+00,1.872e+00,2.109e+00,1.164e+00,1.382e+00,9.769e-01,6.401e-01,1.181e+00,1.312e+00,1.178e+00,1.492e+00,1.523e+00,1.606e+00,1.397e+00,9.748e-01,1.083e+00,8.324e-01,1.741e+00,6.497e-01,1.284e+00,1.113e+00,2.047e+00,1.265e+00,8.451e-01,9.481e-01,1.995e+00,1.419e+00,1.865e+00,1.557e+00,1.081e+00,8.709e-01,2.212e+00,1.559e+00
6.180e-03,7.744e-02,1.979e-01,6.286e-01,1.702e+00,2.002e+00,8.475e-01,2.031e+00,1.321e+00,1.490e+00,1.273e+00,2.372e+00,1.959e+00,1.024e+00,9.354e-01,1.483e+00,1.193e+00,2.171e+00,1.451e+00,7.185e-01,1.132e+00,1.653e+00,1.114e+00,1.547e+00,1.418e+00,1.072e+00,8.272e-01,2.248e+00,2.456e+00,9.713e-01,1.485e+00,1.856e+00,1.840e+00,2.030e+00,1.558e+00,8.775e-01,2.189e+00,2.072e+00,1.172e+00,1.557e+00,9.784e-01,8.273e-01,8.216e-01,1.935e+00,1.345e+00,1.933e+00,1.676e+00,1.424e+00,1.466e+00,1.729e+00,1.506e+00,1.614e+00,2.060e+00,8.653e-01,1.519e+00,1.339e+00,1.796e+00,1.026e+00,9.333e-01,6.090e-01,1.874e+00,1.865e+00,1.546e+00,1.381e+00,1.661e+00,1.085e+00,2.604e+00,1.364e+00
2.602e-02,2.515e-01,4.768e-01,1.396e+00,2.043e+00,1.489e+00,7.745e-01,2.684e+00,1.900e+00,2.598e+00,6.992e-01,2.943e+00,2.338e+00,2.092e+00,1.409e+00,1.971e+00,2.213e+00,1.910e+00,2.161e+00,1.659e+00,1.516e+00,1.652e+00,1.666e+00,1.549e+00,1.773e+00,2.263e+00,2.109e+00,2.069e+00,2.365e+00,1.647e+00,2.986e+00,1.871e+00,1.808e+00,1.131e+00,2.189e+00,1.687e+00,2.893e+00,2.375e+00,2.738e+00,1.425e+00,1.213e+00,1.170e+00,1.574e+00,1.932e+00,1.307e+00,2.372e+00,2.104e+00,2.762e+00,2.809e+00,2.104e+00,1.729e+00,2.013e+00,2.529e+00,8.178e-01,2.034e+00,2.703e+00,1.853e+00,2.445e+00,1.363e+00,1.611e+00,2.042e+00,1.896e+00,2.252e+00,1.483e+00,1.809e+00,1.407e+00,2.241e+00,1.510e+00
3.201e-02,3.940e-01,6.282e-01,1.189e+00,9.384e-01,1.342e+00,8.645e-01,2.929e+00,1.732e+00,1.841e+00,1.895e+00,2.992e+00,1.637e+00,1.990e+00,9.182e-01,1.618e+00,1.592e+00,3.169e+00,2.629e+00,1.271e+00,1.972e+00,2.252e+00,1.881e+00,1.572e+00,1.630e+00,2.450e+00,2.221e+00,3.208e+00,1.904e+00,1.715e+00,2.504e+00,2.556e+00,1.453e+00,1.607e+00,2.325e+00,2.667e+00,3.179e+00,2.012e+00,2.040e+00,2.142e+00,1.615e+00,1.414e+00,1.982e+00,2.059e+00,1.556e+00,2.647e+00,1.957e+00,2.916e+00,2.703e+00,2.308e+00,1.783e+00,2.508e+00,2.709e+00,1.857e+00,2.152e+00,2.681e+00,2.183e+00,2.423e+00,1.828e+00,2.188e+00,2.565e+00,2.944e+00,2.447e+00,1.654e+00,2.811e+00,2.526e+00,2.688e+00,1.742e+00
2.834e-02,3.564e-01,6.395e-01,1.662e+00,2.351e+00,1.993e+00,8.426e-01,3.038e+00,1.985e+00,2.726e+00,1.951e+00,3.401e+00,2.332e+00,2.332e+00,2.232e+00,2.498e+00,1.831e+00,3.594e+00,2.836e+00,1.973e+00,3.101e+00,2.678e+00,2.703e+00,2.429e+00,2.751e+00,2.358e+00,2.467e+00,3.606e+00,3.637e+00,2.650e+00,3.021e+00,2.244e+00,2.413e+00,2.415e+00,3.358e+00,2.247e+00,3.777e+00,3.390e+00,2.691e+00,2.065e+00,1.672e+00,1.292e+00,2.766e+00,2.209e+00,2.535e+00,3.176e+00,2.158e+00,3.246e+00,3.351e+00,2.190e+00,1.946e+00,2.518e+00,3.294e+00,2.010e+00,3.233e+00,2.589e+00,3.359e+00,3.099e+00,1.810e+00,2.553e+00,3.621e+00,2.607e+00,3.173e+00,2.234e+00,2.127e+00,1.850e+00,3.198e+00,2.960e+00
1.734e-02,2.298e-01,3.982e-01,1.058e+00,1.625e+00,2.065e+00,1.273e+00,3.312e+00,1.913e+00,2.599e+00,2.506e+00,4.235e+00,3.034e+00,2.131e+00,1.903e+00,2.344e+00,2.868e+00,3.705e+00,3.078e+00,1.282e+00,2.658e+00,3.076e+00,2.885e+00,2.290e+00,3.326e+00,3.273e+00,2.709e+00,3.569e+00,3.825e+00,2.699e+00,3.519e+00,3.662e+00,2.968e+00,2.835e+00,3.560e+00,2.901e+00,3.683e+00,3.121e+00,2.366e+00,3.236e+00,1.978e+00,2.419e+00,2.341e+00,3.413e+00,2.832e+00,4.018e+00,3.475e+00,3.839e+00,3.372e+00,3.203e+00,2.832e+00,3.165e+00,3.809e+00,2.142e+00,2.212e+00,3.501e+00,3.250e+00,3.247e+00,2.522e+00,2.128e+00,3.785e+00,2.996e+00,3.537e+00,2.128e+00,3.375e+00,3.180e+00,3.681e+00,2.217e+00
