1.184e-01,2.095e-01,3.439e-01,8.220e-01,3.934e-01,6.996e-02,2.984e-02,9.029e-01,5.625e-01,8.180e-02,3.197e-01,1.095e-01,7.064e-01,2.639e-01,3.801e-02,8.535e-01,6.143e-01,2.490e-01,6.641e-01,5.805e-01,7.881e-01,4.010e-01,2.000e-01,9.340e-01,9.899e-01,9.076e-02,4.799e-01,1.890e-01,3.714e-01,8.134e-01,5.386e-01,9.462e-01,6.171e-01,6.761e-01,7.534e-01,5.293e-01,4.375e-01,6.228e-01,6.181e-01,9.466e-01,4.266e-01,1.903e-01,7.895e-01,2.515e-01,7.790e-01,3.279e-01,9.322e-01,6.731e-01,7.697e-01,8.197e-01,4.778e-01,1.947e-01,6.284e-01,8.154e-01,4.548e-01,3.326e-01,7.547e-02,5.745e-02,7.821e-02,9.784e-01,5.349e-01,5.224e-01,5.929e-01,8.174e-01,6.420e-01,1.874e-01,9.218e-01,2.921e-01,1.726e-01,4.885e-01,2.571e-02,2.510e-01,2.539e-01,9.194e-01,8.273e-01,8.635e-01,4.939e-01
1.154e-01,7.112e-01,3.994e-01,8.646e-01,3.844e-01,5.409e-01,8.093e-01,1.189e+00,6.571e-01,8.369e-01,1.089e+00,2.800e-01,1.635e+00,7.122e-01,5.056e-01,1.239e+00,1.084e+00,1.196e+00,1.548e+00,1.223e+00,1.367e+00,1.176e+00,8.930e-01,1.155e+00,1.249e+00,5.841e-01,1.344e+00,9.762e-01,4.300e-01,1.416e+00,8.343e-01,1.326e+00,1.167e+00,1.509e+00,1.093e+00,6.197e-01,6.221e-01,1.318e+00,1.590e+00,1.590e+00,7.711e-01,5.780e-01,1.268e+00,4.640e-01,1.725e+00,1.058e+00,1.203e+00,6.981e-01,1.700e+00,1.084e+00,8.066e-01,2.561e-01,8.349e-01,1.336e+00,1.431e+00,1.184e+00,2.889e-01,4.818e-01,6.558e-01,1.769e+00,9.354e-01,5.643e-01,9.101e-01,1.054e+00,8.626e-01,8.128e-01,1.526e+00,9.054e-01,2.515e-01,1.457e+00,8.460e-01,3.735e-01,3.124e-01,1.142e+00,1.301e+00,1.519e+00,5.477e-01
7.769e-02,5.763e-01,2.870e-01,1.139e+00,5.093e-01,1.194e+00,1.472e+00,1.550e+00,9.449e-01,9.252e-01,1.785e+00,7.788e-01,1.574e+00,1.341e+00,1.422e+00,1.337e+00,1.663e+00,1.984e+00,1.463e+00,1.202e+00,1.295e+00,1.761e+00,1.313e+00,1.562e+00,1.058e+00,1.212e+00,1.823e+00,1.619e+00,8.451e-01,2.069e+00,1.400e+00,1.253e+00,9.669e-01,1.772e+00,1.080e+00,5.991e-01,1.287e+00,1.167e+00,1.907e+00,1.645e+00,6.810e-01,8.189e-01,1.777e+00,4.391e-01,1.731e+00,9.630e-01,8.709e-01,1.402e+00,1.919e+00,1.503e+00,8.780e-01,3.880e-01,1.086e+00,1.597e+00,1.650e+00,1.766e+00,7.717e-01,7.401e-01,1.074e+00,1.472e+00,1.702e+00,9.201e-01,6.993e-01,1.753e+00,1.329e+00,1.587e+00,1.554e+00,1.162e+00,3.345e-01,1.543e+00,8.549e-01,5.734e-01,9.630e-01,1.250e+00,1.886e+00,1.725e+00,8.133e-01
2.401e-02,3.323e-01,1.111e-01,6.601e-01,8.160e-01,1.538e+00,2.051e+00,1.674e+00,8.625e-01,1.376e+00,1.633e+00,1.495e+00,1.727e+00,1.647e+00,1.149e+00,1.734e+00,1.277e+00,2.085e+00,1.448e+00,1.300e+00,1.669e+00,1.960e+00,1.187e+00,1.342e+00,1.399e+00,1.012e+00,1.262e+00,1.710e+00,1.426e+00,1.672e+00,1.869e+00,1.085e+00,8.147e-01,1.222e+00,1.202e+00,7.259e-01,1.278e+00,1.108e+00,1.978e+00,1.000e+00,9.668e-01,1.450e+00,1.161e+00,3.842e-01,1.154e+00,1.019e+00,7.435e-01,1.203e+00,1.875e+00,1.278e+00,6.092e-01,1.002e+00,1.233e+00,1.079e+00,1.911e+00,1.926e+00,1.083e+00,1.359e+00,1.040e+00,7.912e-01,1.293e+00,8.372e-01,8.832e-01,1.336e+00,1.010e+00,1.293e+00,1.117e+00,1.730e+00,8.802e-01,1.566e+00,1.493e+00,9.652e-01,1.449e+00,1.669e+00,2.116e+00,1.806e+00,6.829e-01
5.689e-02,3.518e-01,2.004e-01,7.593e-01,8.930e-01,1.323e+00,2.430e+00,2.107e+00,1.400e+00,1.990e+00,1.935e+00,2.014e+00,2.474e+00,1.648e+00,1.013e+00,1.997e+00,1.976e+00,1.974e+00,1.876e+00,2.009e+00,2.368e+00,1.787e+00,1.020e+00,1.923e+00,2.354e+00,8.906e-01,1.390e+00,2.323e+00,1.823e+00,1.550e+00,1.638e+00,1.231e+00,9.993e-01,1.640e+00,1.363e+00,1.068e+00,1.987e+00,1.770e+00,2.501e+00,1.111e+00,1.637e+00,1.935e+00,2.127e+00,1.057e+00,1.431e+00,1.163e+00,1.446e+00,1.320e+00,2.126e+00,1.410e+00,1.302e+00,1.064e+00,1.976e+00,1.117e+00,2.012e+00,1.673e+00,1.410e+00,1.343e+00,1.301e+00,1.859e+00,1.508e+00,8.370e-01,1.638e+00,2.077e+00,1.764e+00,1.285e+00,2.071e+00,2.261e+00,1.004e+00,1.622e+00,1.206e+00,1.162e+00,1.911e+00,1.847e+00,2.171e+00,1.873e+00,1.369e+00
9.506e-02,2.024e-01,2.849e-01,1.090e+00,8.063e-01,1.406e+00,2.639e+00,2.306e+00,1.646e+00,1.503e+00,1.836e+00,2.050e+00,2.842e+00,1.350e+00,1.585e+00,1.819e+00,2.233e+00,1.867e+00,1.751e+00,1.622e+00,2.022e+00,2.128e+00,1.009e+00,2.698e+00,2.654e+00,1.148e+00,1.418e+00,2.613e+00,1.577e+00,1.895e+00,1.896e+00,1.643e+00,1.559e+00,2.093e+00,1.744e+00,1.704e+00,2.070e+00,2.129e+00,2.553e+00,1.480e+00,2.067e+00,1.596e+00,2.577e+00,1.514e+00,2.167e+00,1.430e+00,2.051e+00,1.789e+00,1.937e+00,1.504e+00,2.151e+00,9.066e-01,2.670e+00,1.458e+00,1.614e+00,1.838e+00,1.829e+00,1.770e+00,1.425e+00,1.770e+00,2.317e+00,1.450e+00,1.925e+00,3.092e+00,2.164e+00,1.864e+00,2.747e+00,1.633e+00,1.697e+00,1.777e+00,9.022e-01,1.625e+00,2.258e+00,2.476e+00,2.800e+00,1.944e+00,2.195e+00
7.958e-02,6.087e-01,2.951e-01,1.069e+00,9.930e-01,1.982e+00,4.303e+00,3.389e+00,2.216e+00,2.584e+00,3.124e+00,3.158e+00,4.233e+00,2.745e+00,2.042e+00,2.636e+00,3.205e+00,3.426e+00,2.561e+00,2.888e+00,3.303e+00,3.547e+00,1.841e+00,3.267e+00,3.769e+00,2.436e+00,2.082e+00,3.419e+00,1.883e+00,3.381e+00,2.790e+00,2.617e+00,2.306e+00,2.578e+00,2.454e+00,2.183e+00,2.176e+00,2.926e+00,3.902e+00,2.849e+00,2.442e+00,3.095e+00,3.421e+00,1.845e+00,3.263e+00,2.805e+00,2.913e+00,2.712e+00,3.531e+00,2.490e+00,2.620e+00,1.659e+00,3.605e+00,1.870e+00,3.494e+00,3.210e+00,1.936e+00,2.419e+00,2.310e+00,3.098e+00,3.189e+00,2.343e+00,2.251e+00,3.762e+00,3.004e+00,2.325e+00,3.746e+00,3.414e+00,2.350e+00,3.305e+00,2.404e+00,2.565e+00,3.083e+00,3.370e+00,3.454e+00,2.754e+00,1.965e+00
8.678e-02,5.673e-01,3.066e-01,8.708e-01,7.336e-01,1.526e+00,2.504e+00,2.615e+00,1.239e+00,2.488e+00,2.028e+00,2.064e+00,3.282e+00,2.028e+00,1.671e+00,2.463e+00,2.452e+00,2.943e+00,2.849e+00,1.676e+00,1.999e+00,2.716e+00,2.002e+00,2.575e+00,2.248e+00,1.608e+00,2.079e+00,2.701e+00,1.677e+00,3.049e+00,2.590e+00,2.304e+00,2.248e+00,2.493e+00,2.265e+00,2.292e+00,1.472e+00,2.609e+00,3.272e+00,2.592e+00,1.869e+00,1.647e+00,2.044e+00,2.029e+00,3.180e+00,2.593e+00,2.052e+00,2.336e+00,2.363e+00,2.083e+00,2.544e+00,1.299e+00,2.209e+00,2.081e+00,2.394e+00,2.382e+00,1.620e+00,1.971e+00,1.386e+00,2.188e+00,2.755e+00,2.195e+00,1.774e+00,3.048e+00,2.020e+00,2.147e+00,3.163e+00,1.763e+00,2.244e+00,2.467e+00,2.622e+00,1.566e+00,2.218e+00,3.400e+00,2.926e+00,2.991e+00,2.029e+00
1.025e-01,2.112e-01,3.062e-01,1.159e+00,6.382e-01,1.016e+00,1.735e+00,2.309e+00,1.841e+00,2.450e+00,2.210e+00,2.695e+00,2.353e+00,2.074e+00,1.598e+00,2.359e+00,3.382e+00,2.216e+00,2.431e+00,1.395e+00,1.797e+00,2.115e+00,2.204e+00,3.231e+00,2.680e+00,2.089e+00,1.981e+00,2.427e+00,1.731e+00,2.822e+00,1.920e+00,1.752e+00,1.919e+00,2.024e+00,1.760e+00,2.645e+00,2.657e+00,2.172e+00,2.742e+00,2.062e+00,1.983e+00,1.755e+00,3.060e+00,2.020e+00,2.789e+00,2.053e+00,1.810e+00,2.512e+00,2.537e+00,2.141e+00,2.369e+00,9.445e-01,2.228e+00,2.500e+00,2.352e+00,2.060e+00,2.161e+00,1.576e+00,1.446e+00,2.135e+00,2.990e+00,2.827e+00,2.098e+00,3.602e+00,2.471e+00,2.167e+00,3.511e+00,1.561e+00,2.438e+00,2.155e+00,1.418e+00,1.773e+00,2.728e+00,3.000e+00,3.063e+00,2.134e+00,2.696e+00
8.737e-02,2.615e-01,2.710e-01,9.785e-01,9.600e-01,1.615e+00,3.383e+00,3.280e+00,1.930e+00,2.751e+00,3.137e+00,3.367e+00,3.710e+00,2.785e+00,2.386e+00,3.343e+00,3.554e+00,3.627e+00,3.029e+00,2.653e+00,2.630e+00,3.887e+00,1.864e+00,3.583e+00,3.954e+00,2.295e+00,2.326e+00,3.305e+00,2.973e+00,4.100e+00,3.346e+00,3.146e+00,2.452e+00,2.771e+00,3.232e+00,3.597e+00,2.621e+00,3.111e+00,3.969e+00,3.416e+00,2.571e+00,3.239e+00,3.100e+00,2.407e+00,3.212e+00,3.186e+00,3.512e+00,3.910e+00,2.965e+00,2.869e+00,3.452e+00,2.723e+00,3.940e+00,1.994e+00,3.266e+00,2.718e+00,2.582e+00,2.440e+00,1.823e+00,2.530e+00,3.559e+00,3.011e+00,2.881e+00,4.562e+00,3.724e+00,3.088e+00,4.429e+00,3.053e+00,3.455e+00,2.931e+00,3.271e+00,3.210e+00,3.808e+00,4.108e+00,3.298e+00,3.048e+00,3.069e+00
