4.961e-01,2.470e-01,5.690e-02,2.030e-01,8.195e-02,1.623e-02,5.719e-03,6.828e-01,2.960e-01,8.114e-01,5.652e-01,3.550e-01,9.836e-01,9.397e-01,8.523e-01,9.566e-02,2.823e-01,2.717e-01,5.917e-01,2.653e-01,9.368e-01,9.585e-01,6.840e-01,8.435e-01,6.872e-01,2.237e-01,7.374e-01,5.857e-01,9.012e-01,3.674e-01,4.172e-01,6.541e-01
3.429e-01,5.838e-01,3.908e-01,8.277e-01,6.189e-01,4.826e-01,1.801e-01,1.224e+00,8.419e-01,1.026e+00,5.643e-01,1.077e+00,1.439e+00,1.458e+00,1.537e+00,3.451e-01,3.436e-01,5.904e-01,1.106e+00,6.523e-01,1.389e+00,1.308e+00,4.834e-01,7.888e-01,8.294e-01,5.544e-01,6.067e-01,1.375e+00,1.142e+00,1.042e+00,1.065e+00,8.240e-01
1.724e-01,1.665e-01,8.543e-01,1.099e+00,3.625e-01,1.427e-01,8.927e-01,4.267e-01,1.012e+00,3.870e-01,8.700e-01,7.203e-01,1.096e+00,1.051e+00,7.591e-01,8.726e-01,3.510e-01,1.106e+00,8.398e-01,9.109e-01,1.173e+00,6.335e-01,6.594e-01,8.792e-01,3.370e-01,3.145e-01,8.975e-01,1.332e+00,7.814e-01,6.006e-01,7.463e-01,8.772e-01
1.215e-01,3.521e-01,8.848e-01,1.984e+00,1.137e+00,6.076e-01,1.254e+00,1.545e+00,1.733e+00,7.420e-01,1.415e+00,1.659e+00,1.992e+00,1.686e+00,1.188e+00,1.553e+00,1.005e+00,1.297e+00,1.781e+00,1.444e+00,1.475e+00,1.218e+00,1.505e+00,1.311e+00,9.716e-01,1.383e+00,1.608e+00,2.502e+00,1.878e+00,1.752e+00,2.000e+00,1.249e+00
2.833e-01,5.186e-01,8.395e-01,1.993e+00,2.072e+00,1.596e+00,1.445e+00,2.107e+00,2.782e+00,1.309e+00,1.822e+00,2.171e+00,2.903e+00,2.997e+00,2.019e+00,1.553e+00,1.115e+00,1.373e+00,2.563e+00,1.854e+00,2.642e+00,2.453e+00,2.510e+00,1.532e+00,2.113e+00,2.064e+00,2.686e+00,3.179e+00,3.094e+00,1.963e+00,3.055e+00,1.668e+00
4.213e-01,3.850e-01,7.577e-01,1.559e+00,1.622e+00,2.056e+00,1.425e+00,2.134e+00,2.994e+00,1.922e+00,2.458e+00,1.940e+00,3.079e+00,2.742e+00,2.427e+00,1.934e+00,1.154e+00,1.901e+00,2.199e+00,2.504e+00,2.558e+00,2.424e+00,3.358e+00,1.573e+00,2.355e+00,2.241e+00,2.874e+00,3.268e+00,3.367e+00,2.224e+00,2.530e+00,2.351e+00
2.048e-01,2.675e-01,3.938e-01,1.343e+00,1.033e+00,1.241e+00,1.895e+00,2.466e+00,2.590e+00,2.089e+00,2.535e+00,1.554e+00,2.658e+00,2.144e+00,1.867e+00,1.941e+00,1.659e+00,1.823e+00,2.471e+00,2.003e+00,1.300e+00,1.899e+00,2.689e+00,1.587e+00,2.302e+00,2.109e+00,2.030e+00,3.037e+00,2.835e+00,2.952e+00,2.228e+00,2.105e+00
1.888e-02,3.146e-02,7.270e-01,1.061e+00,5.437e-01,6.956e-01,1.765e+00,1.318e+00,2.524e+00,1.402e+00,2.379e+00,1.675e+00,1.948e+00,1.386e+00,1.182e+00,2.148e+00,1.594e+00,2.322e+00,2.227e+00,1.976e+00,1.203e+00,1.141e+00,2.360e+00,1.941e+00,1.765e+00,1.733e+00,1.739e+00,2.348e+00,2.300e+00,2.441e+00,2.017e+00,2.236e+00
3.237e-01,2.168e-01,2.356e-01,8.962e-01,1.060e+00,1.434e+00,1.290e+00,2.188e+00,3.797e+00,2.692e+00,3.215e+00,2.877e+00,3.383e+00,2.478e+00,2.654e+00,2.471e+00,2.286e+00,2.697e+00,3.487e+00,3.076e+00,1.802e+00,2.306e+00,4.214e+00,2.795e+00,3.067e+00,2.617e+00,3.051e+00,3.698e+00,4.307e+00,3.766e+00,3.417e+00,2.821e+00
5.126e-02,3.922e-01,7.580e-01,1.634e+00,1.021e+00,9.730e-01,1.051e+00,1.754e+00,3.200e+00,2.312e+00,2.441e+00,3.226e+00,3.316e+00,2.698e+00,3.287e+00,2.492e+00,2.370e+00,2.651e+00,3.692e+00,3.270e+00,1.875e+00,1.621e+00,3.574e+00,3.106e+00,2.797e+00,2.124e+00,2.335e+00,3.715e+00,4.159e+00,3.946e+00,3.320e+00,3.186e+00
4.518e-01,4.695e-01,9.430e-01,1.994e+00,1.578e+00,1.714e+00,1.809e+00,2.492e+00,3.596e+00,2.552e+00,3.983e+00,3.162e+00,4.757e+00,4.175e+00,4.033e+00,2.668e+00,2.776e+00,2.824e+00,3.527e+00,3.677e+00,2.967e+00,3.527e+00,4.307e+00,3.255e+00,3.775e+00,3.351e+00,3.921e+00,4.401e+00,4.300e+00,4.204e+00,3.982e+00,3.533e+00
1.322e-01,4.577e-01,4.142e-01,1.171e+00,1.407e+00,1.664e+00,1.033e+00,2.135e+00,3.176e+00,2.304e+00,3.146e+00,3.482e+00,4.064e+00,3.535e+00,4.159e+00,2.338e+00,3.110e+00,3.194e+00,4.229e+00,3.398e+00,2.548e+00,3.266e+00,4.235e+00,3.209e+00,4.364e+00,3.375e+00,3.128e+00,4.300e+00,4.064e+00,4.341e+00,4.720e+00,3.804e+00
1.297e-01,3.530e-01,6.077e-01,1.272e+00,1.612e+00,1.940e+00,1.850e+00,2.283e+00,3.864e+00,2.591e+00,3.695e+00,3.160e+00,4.702e+00,4.205e+00,4.214e+00,3.367e+00,3.497e+00,3.905e+00,4.881e+00,4.105e+00,3.317e+00,4.312e+00,4.645e+00,3.993e+00,5.185e+00,4.286e+00,4.086e+00,4.435e+00,5.046e+00,4.773e+00,4.367e+00,4.563e+00
1.789e-01,1.525e-01,3.313e-01,5.500e-01,5.881e-01,1.138e+00,1.047e+00,1.267e+00,2.614e+00,1.993e+00,2.107e+00,1.651e+00,2.762e+00,2.417e+00,2.668e+00,2.771e+00,2.490e+00,3.041e+00,3.937e+00,3.301e+00,2.359e+00,2.443e+00,3.883e+00,3.450e+00,3.044e+00,2.562e+00,2.997e+00,3.679e+00,3.789e+00,3.075e+00,2.663e+00,3.561e+00
3.426e-01,2.583e-01,5.333e-01,1.411e+00,1.435e+00,1.269e+00,1.567e+00,2.059e+00,3.560e+00,2.419e+00,3.393e+00,3.189e+00,4.280e+00,3.937e+00,3.872e+00,3.311e+00,3.684e+00,3.624e+00,5.170e+00,3.653e+00,3.021e+00,4.126e+00,5.740e+00,4.263e+00,4.812e+00,3.954e+00,4.278e+00,5.247e+00,5.273e+00,4.599e+00,4.838e+00,4.688e+00
