1.852e-01,3.187e-01,9.653e-02,1.254e-01,7.692e-03,9.271e-02,7.002e-02,8.962e-01,5.271e-01,8.476e-01,9.396e-01,3.917e-01,5.650e-01,9.068e-01,2.424e-01,7.422e-01,6.507e-01,3.504e-02,4.602e-01,9.997e-01,1.472e-01,6.415e-01,8.121e-02,6.754e-01,3.398e-01,6.765e-01,7.277e-01,4.964e-01,2.902e-01,3.954e-01,2.060e-01,9.549e-01,2.986e-01,1.790e-01,7.817e-01,1.255e-01,8.072e-01,6.162e-01,7.448e-01,3.536e-01,1.990e-01,3.437e-01,5.196e-01,6.360e-02,6.562e-01,2.308e-01,4.879e-01,7.760e-01,8.831e-01,4.660e-01,2.786e-01,2.224e-01,2.166e-01,8.338e-01,1.597e-01,3.027e-01,8.846e-01,7.641e-01,2.999e-01,5.907e-01,4.214e-01,7.744e-01,3.257e-01,3.950e-02,8.384e-01,3.426e-01,2.414e-02,3.307e-01,7.248e-02,2.693e-01,2.912e-01,1.357e-01,7.576e-01,6.546e-02,3.513e-01,8.643e-01,1.932e-01,4.048e-01,6.086e-01,2.477e-01,3.756e-01,3.439e-01,5.429e-01,6.643e-01,6.474e-01
7.886e-02,7.030e-01,8.526e-01,8.402e-01,2.880e-01,3.725e-01,6.670e-01,7.758e-01,6.346e-01,1.256e+00,1.155e+00,7.816e-01,6.971e-01,4.542e-01,8.122e-01,7.086e-01,4.578e-01,3.458e-01,5.190e-01,8.911e-01,1.429e-01,3.198e-01,5.935e-02,1.196e+00,2.055e-01,7.709e-01,1.116e+00,1.178e+00,9.425e-01,8.103e-01,9.498e-01,8.782e-01,1.604e-01,4.247e-01,1.031e+00,1.497e-01,9.496e-01,8.721e-01,9.028e-01,2.257e-01,9.520e-01,9.979e-01,1.042e+00,3.251e-01,9.478e-01,4.700e-01,6.308e-01,8.543e-01,6.343e-01,5.216e-01,1.098e+00,8.686e-01,3.544e-01,4.333e-01,5.742e-01,4.143e-01,5.959e-01,1.068e+00,7.832e-01,5.134e-01,9.744e-01,6.157e-01,6.051e-01,6.384e-01,1.356e+00,5.053e-01,9.298e-01,5.351e-01,5.638e-01,3.688e-01,3.695e-01,4.239e-01,4.566e-01,5.842e-01,9.268e-01,8.454e-01,7.080e-01,8.594e-01,8.705e-01,8.056e-01,1.151e+00,1.532e-01,3.627e-01,4.190e-01,3.325e-01
8.349e-02,3.842e-01,1.068e+00,8.466e-01,6.705e-01,4.856e-01,1.233e+00,8.794e-01,8.431e-01,9.143e-01,1.411e+00,1.155e+00,1.154e+00,4.571e-01,1.393e+00,1.291e+00,8.704e-01,1.943e-01,7.205e-01,7.366e-01,7.467e-01,4.427e-01,5.098e-01,1.247e+00,5.487e-01,7.536e-01,7.407e-01,1.517e+00,5.350e-01,1.426e+00,1.395e+00,9.132e-01,5.714e-01,2.628e-01,1.426e+00,4.144e-01,1.161e+00,8.653e-01,1.571e+00,9.287e-01,9.711e-01,1.064e+00,1.318e+00,6.600e-01,1.517e+00,9.812e-01,4.063e-01,1.537e+00,1.183e+00,6.977e-01,1.306e+00,1.036e+00,5.055e-01,1.314e+00,1.000e+00,9.262e-01,9.757e-01,1.574e+00,1.193e+00,7.596e-01,1.526e+00,5.031e-01,6.942e-01,1.064e+00,1.394e+00,1.223e+00,1.166e+00,8.285e-01,3.847e-01,1.159e+00,7.421e-01,6.038e-01,6.886e-01,1.101e+00,8.300e-01,1.167e+00,1.182e+00,4.859e-01,6.111e-01,5.484e-01,9.790e-01,9.434e-01,6.857e-01,6.125e-01,7.131e-01
1.413e-01,2.698e-01,7.075e-01,1.166e+00,8.696e-01,1.343e+00,1.371e+00,1.279e+00,9.145e-01,1.109e+00,1.832e+00,1.087e+00,1.494e+00,9.536e-01,1.828e+00,1.848e+00,1.556e+00,8.103e-02,1.114e+00,1.219e+00,9.133e-01,1.312e+00,8.087e-01,1.802e+00,7.824e-01,7.876e-01,1.294e+00,1.860e+00,7.350e-01,1.231e+00,1.568e+00,1.459e+00,1.086e+00,3.892e-01,2.011e+00,5.620e-01,1.279e+00,9.572e-01,1.549e+00,1.840e+00,1.532e+00,1.265e+00,1.292e+00,1.200e+00,2.047e+00,1.629e+00,6.192e-01,1.603e+00,2.120e+00,9.661e-01,1.229e+00,9.710e-01,9.723e-01,1.870e+00,1.095e+00,1.675e+00,1.431e+00,1.517e+00,1.032e+00,1.446e+00,2.093e+00,1.418e+00,1.329e+00,1.171e+00,1.408e+00,1.634e+00,1.352e+00,1.008e+00,1.994e-01,1.087e+00,1.245e+00,9.813e-01,1.723e+00,1.109e+00,1.336e+00,2.145e+00,1.165e+00,8.736e-01,6.869e-01,7.429e-01,1.363e+00,1.199e+00,1.624e+00,1.049e+00,1.268e+00
1.669e-01,7.390e-01,1.316e+00,1.355e+00,9.630e-01,1.488e+00,2.492e+00,2.456e+00,1.745e+00,1.877e+00,2.960e+00,2.358e+00,1.743e+00,1.830e+00,1.896e+00,2.715e+00,1.832e+00,9.813e-01,1.668e+00,2.298e+00,1.353e+00,1.560e+00,1.065e+00,2.126e+00,1.692e+00,1.801e+00,2.257e+00,2.239e+00,1.736e+00,2.635e+00,2.110e+00,2.290e+00,1.485e+00,6.296e-01,2.982e+00,1.453e+00,1.809e+00,2.372e+00,2.192e+00,1.829e+00,2.038e+00,2.605e+00,2.340e+00,1.207e+00,2.566e+00,2.006e+00,1.649e+00,2.415e+00,1.933e+00,1.609e+00,2.218e+00,2.210e+00,8.748e-01,2.328e+00,1.718e+00,2.060e+00,1.588e+00,2.198e+00,1.913e+00,1.686e+00,2.874e+00,1.696e+00,1.419e+00,1.675e+00,2.246e+00,2.359e+00,2.046e+00,1.571e+00,1.528e+00,2.165e+00,1.707e+00,1.275e+00,1.513e+00,1.839e+00,2.354e+00,2.403e+00,2.098e+00,2.039e+00,1.564e+00,1.689e+00,1.942e+00,1.093e+00,1.569e+00,1.474e+00,1.871e+00
1.146e-01,5.650e-01,8.431e-01,8.151e-01,5.494e-01,1.588e+00,2.537e+00,2.092e+00,2.058e+00,2.000e+00,2.089e+00,2.195e+00,1.448e+00,1.442e+00,1.308e+00,2.339e+00,1.622e+00,1.350e+00,1.765e+00,2.686e+00,9.355e-01,1.201e+00,1.063e+00,2.017e+00,1.976e+00,2.147e+00,1.697e+00,1.393e+00,2.010e+00,2.047e+00,1.639e+00,2.078e+00,1.319e+00,8.441e-01,2.104e+00,2.139e+00,1.318e+00,2.346e+00,2.243e+00,1.126e+00,2.209e+00,2.508e+00,2.113e+00,1.281e+00,2.271e+00,1.507e+00,1.350e+00,1.974e+00,1.294e+00,2.105e+00,1.920e+00,2.388e+00,1.358e+00,2.130e+00,1.305e+00,2.205e+00,1.932e+00,2.100e+00,1.750e+00,1.711e+00,2.615e+00,1.251e+00,1.493e+00,2.027e+00,2.064e+00,1.578e+00,2.174e+00,1.965e+00,2.304e+00,1.844e+00,2.028e+00,1.546e+00,9.099e-01,2.018e+00,2.493e+00,1.962e+00,1.690e+00,2.458e+00,2.113e+00,1.926e+00,1.486e+00,1.335e+00,1.815e+00,1.951e+00,1.806e+00
6.357e-02,4.907e-01,9.973e-01,1.097e+00,6.782e-01,1.057e+00,1.701e+00,1.900e+00,1.439e+00,1.893e+00,1.484e+00,1.343e+00,1.833e+00,1.134e+00,2.441e+00,1.562e+00,1.288e+00,1.451e+00,1.202e+00,1.766e+00,1.517e+00,1.107e+00,9.182e-01,2.570e+00,1.249e+00,1.633e+00,1.729e+00,1.752e+00,1.592e+00,1.829e+00,2.254e+00,1.769e+00,1.450e+00,1.374e+00,2.059e+00,1.392e+00,1.900e+00,1.563e+00,2.505e+00,1.620e+00,2.143e+00,1.495e+00,1.502e+00,1.903e+00,2.329e+00,1.264e+00,6.875e-01,2.370e+00,1.778e+00,1.421e+00,1.961e+00,1.397e+00,1.798e+00,1.727e+00,1.181e+00,1.440e+00,1.363e+00,1.671e+00,2.217e+00,2.050e+00,2.162e+00,8.324e-01,1.993e+00,1.986e+00,2.558e+00,2.096e+00,1.868e+00,1.683e+00,1.537e+00,1.158e+00,1.811e+00,1.959e+00,1.410e+00,1.600e+00,1.672e+00,1.894e+00,2.035e+00,1.184e+00,1.772e+00,1.772e+00,1.797e+00,1.707e+00,2.062e+00,1.179e+00,8.748e-01
1.253e-01,6.188e-01,8.697e-01,1.065e+00,6.663e-01,1.698e+00,2.444e+00,3.019e+00,2.736e+00,2.163e+00,2.455e+00,2.938e+00,2.004e+00,2.625e+00,1.788e+00,3.257e+00,1.820e+00,2.307e+00,1.894e+00,3.230e+00,1.916e+00,2.493e+00,1.382e+00,2.385e+00,2.665e+00,2.707e+00,2.569e+00,2.084e+00,2.724e+00,3.070e+00,2.753e+00,2.413e+00,2.421e+00,1.508e+00,3.089e+00,2.804e+00,2.331e+00,2.554e+00,2.984e+00,2.002e+00,2.909e+00,2.657e+00,2.480e+00,1.968e+00,2.669e+00,2.628e+00,1.904e+00,2.995e+00,2.543e+00,2.692e+00,2.522e+00,3.070e+00,2.366e+00,2.761e+00,2.275e+00,3.148e+00,2.589e+00,2.640e+00,2.474e+00,2.331e+00,3.484e+00,2.517e+00,2.378e+00,2.394e+00,2.697e+00,2.617e+00,2.791e+00,2.126e+00,2.850e+00,2.659e+00,2.761e+00,1.757e+00,1.985e+00,2.649e+00,3.096e+00,2.396e+00,2.107e+00,3.042e+00,2.702e+00,2.332e+00,2.398e+00,1.704e+00,2.229e+00,2.385e+00,2.207e+00
1.219e-01,4.389e-01,9.859e-01,1.418e+00,1.048e+00,2.147e+00,2.807e+00,2.860e+00,2.500e+00,2.286e+00,2.703e+00,3.416e+00,2.415e+00,2.472e+00,3.094e+00,3.623e+00,2.544e+00,2.402e+00,2.240e+00,3.595e+00,2.462e+00,2.892e+00,2.029e+00,3.375e+00,2.369e+00,2.494e+00,2.649e+00,2.713e+00,2.751e+00,2.939e+00,3.065e+00,3.502e+00,2.998e+00,2.078e+00,3.646e+00,2.482e+00,2.755e+00,2.625e+00,4.005e+00,3.318e+00,3.338e+00,3.551e+00,3.222e+00,3.010e+00,3.814e+00,2.637e+00,1.568e+00,3.269e+00,3.406e+00,2.673e+00,2.903e+00,2.947e+00,2.482e+00,3.115e+00,2.584e+00,3.437e+00,3.174e+00,2.733e+00,2.937e+00,3.218e+00,3.769e+00,2.670e+00,2.857e+00,2.672e+00,3.696e+00,3.354e+00,3.487e+00,2.632e+00,2.338e+00,3.241e+00,3.717e+00,2.730e+00,2.331e+00,3.119e+00,3.649e+00,3.122e+00,3.479e+00,3.070e+00,2.643e+00,2.760e+00,2.947e+00,2.663e+00,3.304e+00,2.286e+00,3.010e+00
1.050e-01,2.671e-01,6.782e-01,7.895e-01,7.072e-01,1.487e+00,2.317e+00,2.963e+00,2.674e+00,2.679e+00,2.329e+00,3.393e+00,2.541e+00,3.113e+00,2.815e+00,4.393e+00,2.655e+00,3.356e+00,1.945e+00,3.489e+00,3.481e+00,2.816e+00,2.323e+00,2.652e+00,3.684e+00,2.652e+00,3.000e+00,2.086e+00,3.293e+00,4.023e+00,3.733e+00,3.048e+00,3.031e+00,2.465e+00,3.969e+00,2.873e+00,2.905e+00,3.340e+00,4.342e+00,2.859e+00,2.962e+00,2.727e+00,2.932e+00,2.620e+00,3.415e+00,2.953e+00,2.326e+00,3.514e+00,3.135e+00,3.219e+00,2.806e+00,3.248e+00,3.066e+00,3.365e+00,2.733e+00,4.035e+00,3.080e+00,2.747e+00,3.486e+00,2.862e+00,4.191e+00,3.011e+00,2.622e+00,3.344e+00,3.377e+00,3.452e+00,3.401e+00,2.645e+00,2.707e+00,3.507e+00,4.209e+00,2.557e+00,2.698e+00,3.099e+00,3.318e+00,3.009e+00,3.498e+00,2.755e+00,2.888e+00,2.349e+00,3.197e+00,2.984e+00,2.865e+00,2.915e+00,3.171e+00
