7.901e-01,3.161e-02,9.961e-01,7.532e-01,3.988e-01,4.145e-01,3.481e-01,4.072e-01,1.734e-01,3.239e-01,7.801e-01,4.573e-02,9.558e-01,2.949e-01,7.843e-01,3.678e-01,5.607e-01,8.450e-01,4.081e-01,6.838e-01,9.251e-01,5.224e-01,5.020e-02,1.604e-01,8.404e-01,8.271e-01,2.684e-01,8.093e-01,8.514e-01,5.062e-01,2.373e-02,2.385e-01,7.010e-01,2.008e-01,3.265e-01,1.331e-02,6.004e-01,6.803e-01,4.912e-01,7.263e-01,2.191e-01,2.153e-01,8.670e-02,6.670e-01,5.149e-01,4.985e-01,9.133e-01,4.688e-01,2.347e-01,2.722e-01,6.591e-01,5.627e-01,1.769e-01,4.727e-01
3.646e-01,1.604e-01,1.413e+00,3.853e-01,8.912e-01,9.558e-01,8.858e-01,1.076e+00,2.902e-01,2.506e-01,1.079e+00,1.361e-01,1.043e+00,2.645e-01,6.170e-01,2.001e-01,3.333e-01,7.589e-01,8.238e-01,5.825e-01,6.120e-01,1.176e+00,8.576e-01,9.704e-02,1.300e+00,1.334e+00,3.783e-01,5.620e-01,1.301e+00,3.699e-01,3.674e-01,9.036e-01,1.269e+00,8.088e-01,5.829e-01,5.067e-01,6.113e-01,1.001e+00,9.748e-01,9.660e-01,7.077e-01,2.095e-01,3.568e-01,9.705e-01,4.797e-01,9.336e-01,5.609e-01,9.119e-01,6.966e-01,3.202e-01,1.143e+00,1.129e+00,6.301e-01,5.148e-01
1.996e-01,1.645e-02,8.526e-01,1.123e+00,2.135e-01,6.074e-01,7.106e-01,4.813e-01,6.631e-02,5.954e-01,7.197e-01,2.252e-01,6.162e-01,7.013e-01,1.121e+00,4.438e-01,8.795e-01,3.815e-01,1.105e+00,9.189e-01,3.903e-01,4.885e-01,1.016e+00,4.990e-01,9.980e-01,8.166e-01,6.670e-01,7.421e-01,7.938e-01,3.374e-01,9.713e-01,1.068e+00,3.568e-01,6.346e-01,3.956e-01,7.311e-01,7.948e-01,3.236e-01,5.515e-01,4.932e-01,6.570e-01,7.273e-01,1.034e+00,1.138e+00,1.070e+00,5.012e-01,4.506e-01,3.568e-01,2.687e-01,5.478e-01,9.575e-01,6.067e-01,9.739e-01,1.129e+00
4.836e-01,7.602e-02,1.318e+00,1.485e+00,1.207e+00,1.753e+00,1.462e+00,1.263e+00,8.887e-01,1.318e+00,1.899e+00,4.759e-01,1.290e+00,1.195e+00,1.361e+00,6.086e-01,1.021e+00,1.455e+00,1.314e+00,1.170e+00,9.348e-01,9.129e-01,1.683e+00,6.728e-01,1.540e+00,1.963e+00,1.175e+00,1.514e+00,1.294e+00,6.971e-01,1.043e+00,1.777e+00,1.047e+00,1.207e+00,8.276e-01,1.486e+00,1.012e+00,1.223e+00,1.657e+00,1.324e+00,1.656e+00,1.180e+00,8.778e-01,1.944e+00,1.727e+00,1.391e+00,1.462e+00,1.469e+00,9.583e-01,5.374e-01,2.002e+00,1.409e+00,1.402e+00,1.730e+00
6.282e-01,1.088e-01,1.735e+00,1.693e+00,1.391e+00,2.927e+00,2.501e+00,1.760e+00,1.560e+00,2.270e+00,2.722e+00,1.433e+00,1.638e+00,1.711e+00,2.597e+00,1.154e+00,1.859e+00,2.150e+00,2.395e+00,2.250e+00,1.403e+00,2.066e+00,2.812e+00,9.134e-01,2.711e+00,2.309e+00,1.442e+00,2.486e+00,2.313e+00,1.271e+00,1.623e+00,2.998e+00,2.219e+00,2.275e+00,1.349e+00,2.342e+00,1.252e+00,2.264e+00,1.944e+00,1.924e+00,2.728e+00,1.834e+00,1.265e+00,2.415e+00,2.324e+00,1.881e+00,2.133e+00,2.185e+00,1.760e+00,1.667e+00,2.610e+00,2.308e+00,2.328e+00,2.249e+00
6.604e-01,1.186e-01,1.807e+00,1.642e+00,1.357e+00,2.895e+00,1.880e+00,1.560e+00,1.116e+00,1.951e+00,2.164e+00,1.051e+00,1.937e+00,1.288e+00,1.726e+00,1.675e+00,1.224e+00,2.157e+00,2.478e+00,2.186e+00,1.571e+00,2.020e+00,2.131e+00,1.028e+00,2.260e+00,2.630e+00,1.827e+00,2.060e+00,2.302e+00,1.105e+00,2.146e+00,2.398e+00,1.543e+00,2.145e+00,1.741e+00,1.936e+00,1.496e+00,1.845e+00,2.093e+00,1.921e+00,2.533e+00,1.335e+00,1.152e+00,2.221e+00,2.703e+00,1.704e+00,1.767e+00,1.979e+00,1.451e+00,1.079e+00,2.859e+00,2.596e+00,1.961e+00,2.587e+00
7.155e-01,6.771e-02,1.559e+00,1.405e+00,6.466e-01,1.522e+00,1.854e+00,1.195e+00,1.196e+00,1.710e+00,1.832e+00,1.053e+00,2.377e+00,1.813e+00,1.551e+00,2.084e+00,1.181e+00,1.347e+00,1.829e+00,1.834e+00,1.967e+00,1.675e+00,1.710e+00,1.061e+00,1.972e+00,2.392e+00,1.572e+00,2.407e+00,2.446e+00,9.307e-01,1.396e+00,1.691e+00,1.767e+00,1.423e+00,2.055e+00,1.476e+00,1.530e+00,1.234e+00,1.645e+00,1.698e+00,1.978e+00,1.459e+00,1.837e+00,2.465e+00,2.014e+00,1.632e+00,2.135e+00,1.096e+00,1.612e+00,1.656e+00,2.050e+00,2.367e+00,1.755e+00,2.562e+00
4.116e-01,1.321e-01,1.667e+00,1.344e+00,1.205e+00,2.457e+00,2.218e+00,1.849e+00,1.751e+00,2.407e+00,2.438e+00,1.294e+00,2.734e+00,2.157e+00,2.135e+00,1.931e+00,2.136e+00,2.464e+00,3.187e+00,2.562e+00,2.301e+00,2.683e+00,2.682e+00,1.734e+00,2.747e+00,3.040e+00,2.369e+00,2.197e+00,2.928e+00,1.658e+00,2.289e+00,3.270e+00,2.602e+00,2.209e+00,2.553e+00,2.254e+00,2.339e+00,2.396e+00,2.047e+00,2.594e+00,2.846e+00,1.910e+00,1.760e+00,3.129e+00,2.731e+00,2.769e+00,2.705e+00,2.459e+00,2.229e+00,2.069e+00,3.250e+00,2.531e+00,2.441e+00,2.860e+00
2.921e-01,5.530e-02,1.160e+00,1.285e+00,6.298e-01,1.843e+00,1.915e+00,1.330e+00,2.383e+00,3.020e+00,2.205e+00,1.983e+00,3.179e+00,2.564e+00,2.712e+00,2.421e+00,2.435e+00,2.404e+00,3.290e+00,2.682e+00,2.534e+00,2.640e+00,2.844e+00,1.855e+00,2.718e+00,2.839e+00,2.811e+00,3.126e+00,2.664e+00,1.610e+00,2.338e+00,3.285e+00,2.751e+00,1.960e+00,2.466e+00,2.021e+00,2.407e+00,2.383e+00,2.276e+00,2.174e+00,3.281e+00,2.378e+00,2.531e+00,3.391e+00,2.961e+00,2.650e+00,2.769e+00,2.036e+00,2.636e+00,2.775e+00,3.612e+00,2.990e+00,3.216e+00,2.954e+00
2.006e-02,1.064e-01,9.378e-01,5.688e-01,7.697e-01,1.813e+00,1.579e+00,1.163e+00,1.383e+00,1.963e+00,1.654e+00,2.126e+00,2.295e+00,2.242e+00,1.651e+00,1.826e+00,1.564e+00,1.777e+00,2.900e+00,1.879e+00,1.830e+00,2.231e+00,2.300e+00,9.418e-01,2.671e+00,2.377e+00,2.246e+00,1.920e+00,2.398e+00,1.445e+00,2.301e+00,2.594e+00,2.368e+00,1.747e+00,2.452e+00,2.345e+00,2.025e+00,1.467e+00,1.836e+00,1.328e+00,2.339e+00,2.046e+00,1.531e+00,2.073e+00,1.767e+00,1.945e+00,1.641e+00,1.478e+00,2.040e+00,1.983e+00,2.488e+00,2.894e+00,2.139e+00,2.732e+00
