9.512e-01,7.713e-01,9.700e-01,5.686e-01,2.463e-01,5.892e-01,8.035e-01,8.694e-02,2.795e-02,7.150e-01,5.338e-01,5.440e-01,5.376e-01,1.459e-01,2.044e-01,7.988e-02,3.441e-01,1.215e-01,6.545e-01,1.381e-01,5.371e-01,2.844e-01,9.203e-03,1.004e-01,9.685e-01,5.670e-01,3.984e-01,3.855e-01,8.092e-01,6.168e-01,9.890e-01,7.034e-01,4.008e-02,7.485e-01,6.787e-01,1.189e-01,6.135e-01,5.002e-01,9.992e-02,1.201e-01,3.480e-01,9.459e-01,3.916e-01,4.013e-01,1.153e-01,7.669e-02,5.786e-01,8.830e-01,4.203e-01,7.758e-01
3.133e-01,8.832e-01,8.764e-01,5.357e-01,5.315e-01,5.439e-01,5.839e-01,1.467e-01,4.804e-01,7.986e-01,9.289e-01,5.166e-01,1.966e-01,8.216e-01,1.174e-01,5.908e-01,6.264e-01,1.301e-01,5.102e-01,9.764e-01,9.038e-01,2.318e-01,6.712e-01,6.665e-01,1.270e+00,8.236e-01,9.563e-01,8.216e-01,3.677e-01,8.151e-01,6.554e-01,8.077e-01,1.617e-01,1.193e+00,8.878e-01,9.568e-01,2.766e-01,2.572e-01,1.608e-01,9.853e-01,8.818e-01,1.237e+00,5.550e-01,7.728e-01,9.500e-01,7.220e-01,2.862e-01,3.035e-01,3.197e-01,8.753e-01
3.828e-01,7.371e-01,1.486e+00,1.451e+00,1.045e+00,1.252e+00,1.321e+00,6.781e-01,6.983e-01,1.204e+00,1.478e+00,7.072e-01,6.964e-01,1.147e+00,6.598e-01,1.277e+00,1.230e+00,5.711e-01,1.075e+00,1.204e+00,9.009e-01,9.765e-01,5.476e-01,4.862e-01,1.998e+00,7.319e-01,1.253e+00,1.322e+00,4.272e-01,1.341e+00,1.252e+00,1.136e+00,4.623e-01,1.623e+00,1.366e+00,8.975e-01,1.160e+00,6.827e-01,7.313e-01,1.230e+00,1.392e+00,1.840e+00,1.104e+00,1.417e+00,1.416e+00,1.241e+00,3.973e-01,7.302e-01,4.765e-01,1.718e+00
1.478e-02,4.717e-01,8.029e-01,8.759e-01,7.940e-01,8.669e-01,1.165e+00,5.569e-01,1.301e+00,1.668e+00,1.011e+00,1.122e+00,1.004e+00,9.674e-01,6.117e-01,1.162e+00,1.647e+00,1.052e+00,9.478e-01,1.088e+00,1.241e+00,1.060e+00,1.346e+00,1.227e+00,1.499e+00,7.399e-01,1.731e+00,1.509e+00,9.441e-01,1.459e+00,6.349e-01,1.152e+00,1.029e+00,1.905e+00,1.310e+00,1.406e+00,1.161e+00,1.189e+00,9.265e-01,1.135e+00,1.394e+00,1.292e+00,9.806e-01,1.678e+00,1.119e+00,1.791e+00,1.523e-01,5.367e-01,1.152e+00,1.391e+00
6.292e-01,6.348e-01,1.300e+00,1.269e+00,1.820e+00,1.462e+00,2.386e+00,9.706e-01,1.960e+00,1.867e+00,1.262e+00,1.326e+00,1.343e+00,1.462e+00,8.279e-01,1.508e+00,1.962e+00,1.308e+00,1.591e+00,1.457e+00,1.330e+00,2.226e+00,1.075e+00,1.591e+00,2.265e+00,1.737e+00,1.792e+00,1.556e+00,2.207e+00,1.719e+00,1.719e+00,1.667e+00,9.802e-01,2.019e+00,1.914e+00,1.447e+00,1.645e+00,1.526e+00,1.035e+00,8.046e-01,1.825e+00,2.079e+00,1.141e+00,2.241e+00,1.705e+00,2.280e+00,1.425e+00,1.427e+00,1.478e+00,2.178e+00
5.080e-01,7.703e-01,1.254e+00,1.102e+00,1.695e+00,1.833e+00,2.014e+00,1.683e+00,1.796e+00,1.754e+00,1.442e+00,1.090e+00,1.541e+00,2.068e+00,1.494e+00,2.185e+00,2.458e+00,1.273e+00,2.036e+00,2.149e+00,1.506e+00,2.387e+00,1.141e+00,2.231e+00,3.047e+00,2.261e+00,1.579e+00,1.688e+00,2.600e+00,1.881e+00,1.709e+00,2.149e+00,6.436e-01,2.166e+00,1.899e+00,1.742e+00,1.983e+00,1.053e+00,1.060e+00,1.332e+00,2.645e+00,2.723e+00,9.709e-01,2.721e+00,2.269e+00,2.001e+00,1.491e+00,1.478e+00,1.283e+00,2.324e+00
3.261e-01,3.438e-01,5.740e-01,5.536e-01,8.228e-01,1.233e+00,1.912e+00,1.301e+00,1.538e+00,2.177e+00,1.619e+00,1.612e+00,2.489e+00,1.769e+00,2.045e+00,1.918e+00,2.341e+00,1.588e+00,1.858e+00,1.697e+00,1.606e+00,2.563e+00,1.468e+00,1.939e+00,1.978e+00,1.756e+00,2.091e+00,1.851e+00,2.803e+00,1.540e+00,1.815e+00,1.785e+00,1.237e+00,2.658e+00,1.687e+00,2.279e+00,2.302e+00,1.277e+00,1.035e+00,1.320e+00,2.473e+00,2.404e+00,1.585e+00,2.179e+00,1.793e+00,2.303e+00,1.292e+00,1.799e+00,1.910e+00,2.348e+00
3.820e-01,5.569e-01,1.197e+00,1.250e+00,1.785e+00,1.859e+00,2.697e+00,2.640e+00,2.837e+00,3.051e+00,2.676e+00,2.672e+00,3.281e+00,3.215e+00,2.527e+00,3.176e+00,3.758e+00,2.385e+00,2.769e+00,3.056e+00,2.033e+00,3.816e+00,2.557e+00,3.221e+00,3.896e+00,3.281e+00,2.779e+00,2.559e+00,3.753e+00,2.799e+00,2.601e+00,2.908e+00,2.369e+00,3.468e+00,2.917e+00,3.512e+00,3.221e+00,1.827e+00,1.813e+00,2.674e+00,3.742e+00,3.168e+00,2.443e+00,3.637e+00,2.724e+00,3.596e+00,2.339e+00,2.315e+00,2.707e+00,3.383e+00
4.599e-01,8.283e-01,9.169e-01,5.985e-01,1.316e+00,1.226e+00,1.506e+00,1.383e+00,1.992e+00,1.976e+00,1.493e+00,2.038e+00,1.918e+00,2.023e+00,2.083e+00,2.501e+00,2.709e+00,1.913e+00,2.160e+00,2.140e+00,1.432e+00,2.520e+00,1.664e+00,2.221e+00,3.053e+00,2.401e+00,2.079e+00,1.497e+00,2.372e+00,1.910e+00,2.151e+00,1.942e+00,8.522e-01,2.289e+00,1.808e+00,2.897e+00,2.278e+00,9.497e-01,1.389e+00,1.503e+00,2.580e+00,2.718e+00,1.417e+00,2.416e+00,1.927e+00,2.061e+00,1.839e+00,1.946e+00,1.213e+00,2.527e+00
7.925e-01,7.432e-01,1.184e+00,9.711e-01,7.307e-01,1.076e+00,1.497e+00,1.242e+00,1.398e+00,2.361e+00,2.101e+00,3.074e+00,2.153e+00,1.817e+00,1.639e+00,1.671e+00,2.860e+00,1.894e+00,2.186e+00,1.851e+00,1.703e+00,1.986e+00,1.642e+00,1.848e+00,3.137e+00,2.637e+00,2.372e+00,1.663e+00,2.952e+00,2.023e+00,2.196e+00,1.924e+00,2.236e+00,2.236e+00,2.322e+00,2.329e+00,2.920e+00,2.202e+00,1.830e+00,1.814e+00,2.335e+00,1.981e+00,1.636e+00,1.960e+00,1.245e+00,1.936e+00,2.177e+00,2.353e+00,2.218e+00,3.060e+00
4.532e-01,4.516e-01,9.204e-01,9.116e-01,1.475e+00,1.475e+00,2.409e+00,1.990e+00,2.612e+00,2.974e+00,2.510e+00,4.154e+00,3.409e+00,2.984e+00,2.972e+00,4.046e+00,4.651e+00,3.295e+00,3.788e+00,2.878e+00,2.348e+00,4.218e+00,2.751e+00,3.327e+00,3.862e+00,3.088e+00,3.459e+00,2.309e+00,3.928e+00,2.581e+00,3.517e+00,2.919e+00,2.957e+00,4.190e+00,2.838e+00,4.696e+00,4.546e+00,2.525e+00,2.088e+00,2.971e+00,3.548e+00,3.706e+00,3.184e+00,3.896e+00,3.162e+00,3.408e+00,3.123e+00,3.204e+00,2.565e+00,3.770e+00
2.313e-01,1.892e-01,8.981e-01,1.131e+00,1.631e+00,1.841e+00,2.704e+00,2.120e+00,2.490e+00,2.835e+00,2.334e+00,3.264e+00,3.952e+00,3.407e+00,3.439e+00,4.274e+00,4.897e+00,2.910e+00,4.314e+00,3.401e+00,2.652e+00,4.240e+00,2.971e+00,3.642e+00,3.908e+00,3.051e+00,3.543e+00,2.919e+00,3.959e+00,2.506e+00,3.591e+00,3.325e+00,2.551e+00,4.767e+00,2.893e+00,4.771e+00,4.130e+00,2.773e+00,2.659e+00,2.516e+00,4.521e+00,3.691e+00,3.682e+00,4.779e+00,3.541e+00,3.743e+00,3.154e+00,3.709e+00,3.198e+00,3.963e+00
9.112e-01,7.595e-01,1.238e+00,9.867e-01,6.886e-01,1.145e+00,1.513e+00,1.338e+00,1.108e+00,2.009e+00,1.942e+00,3.083e+00,2.417e+00,2.420e+00,1.594e+00,2.342e+00,4.001e+00,2.651e+00,3.325e+00,2.293e+00,2.432e+00,2.965e+00,1.826e+00,2.976e+00,3.583e+00,3.403e+00,2.592e+00,1.885e+00,3.068e+00,2.200e+00,3.499e+00,2.927e+00,2.758e+00,3.460e+00,2.955e+00,3.406e+00,3.343e+00,2.464e+00,2.361e+00,2.422e+00,3.309e+00,2.830e+00,2.295e+00,3.275e+00,2.596e+00,2.364e+00,3.393e+00,2.777e+00,2.897e+00,2.701e+00
