7.949e-01,4.232e-01,6.638e-01,2.672e-01,6.453e-01,2.660e-01,6.681e-01,7.429e-01,8.048e-01,5.610e-02,8.355e-01,9.136e-01,1.935e-01,9.656e-01,1.641e-02,2.059e-01,6.398e-01,8.536e-01,5.590e-01,3.031e-01,2.827e-01,3.867e-01,7.588e-01,1.859e-01,5.462e-01,3.652e-01,3.411e-01,5.495e-01,8.870e-03,9.087e-02,9.388e-01,3.996e-01,4.474e-01,3.694e-01,7.706e-01,1.545e-01,2.076e-01,9.565e-01,1.826e-02,7.130e-01,7.918e-01,7.058e-01,3.583e-01
9.431e-02,7.619e-01,3.304e-01,7.539e-01,9.012e-01,5.599e-01,9.290e-02,3.072e-01,6.134e-01,9.020e-01,4.845e-01,1.102e+00,3.800e-02,5.664e-01,7.927e-01,1.277e-01,3.245e-01,1.186e-01,6.186e-01,9.461e-01,9.065e-01,8.057e-01,2.863e-01,8.084e-01,9.094e-01,7.395e-01,4.809e-01,1.481e-01,9.619e-01,5.127e-01,7.808e-01,8.164e-01,6.682e-01,2.356e-01,2.446e-01,8.265e-01,9.103e-01,9.517e-01,1.636e-01,9.267e-01,2.050e-01,9.703e-01,6.697e-01
5.568e-01,3.373e-01,1.132e+00,4.313e-01,1.416e+00,1.010e+00,1.135e+00,1.027e+00,1.234e+00,7.859e-01,1.237e+00,1.516e+00,4.000e-01,1.268e+00,1.581e-01,4.997e-01,9.706e-01,1.224e+00,9.891e-01,1.187e+00,4.021e-01,7.451e-01,1.482e+00,5.221e-01,8.864e-01,1.214e+00,7.008e-01,4.596e-01,1.037e+00,9.265e-01,1.505e+00,1.108e+00,5.490e-01,1.100e+00,9.575e-01,6.417e-01,3.574e-01,1.396e+00,6.182e-01,1.214e+00,1.380e+00,1.092e+00,9.702e-01
1.884e-01,4.583e-01,6.932e-01,1.360e+00,2.024e+00,1.257e+00,1.028e+00,1.116e+00,1.513e+00,1.687e+00,8.647e-01,1.302e+00,1.154e+00,1.419e+00,1.183e+00,7.575e-01,6.630e-01,6.256e-01,1.716e+00,2.000e+00,1.591e+00,1.586e+00,8.836e-01,9.810e-01,1.502e+00,1.911e+00,5.890e-01,1.094e+00,1.624e+00,1.056e+00,1.110e+00,1.461e+00,1.251e+00,8.805e-01,8.869e-01,9.832e-01,6.504e-01,1.195e+00,1.373e+00,1.201e+00,1.308e+00,1.931e+00,1.420e+00
3.214e-01,3.515e-01,6.655e-01,4.265e-01,1.970e+00,1.128e+00,1.560e+00,1.024e+00,1.348e+00,1.134e+00,1.178e+00,1.304e+00,1.004e+00,1.210e+00,8.089e-01,5.235e-01,7.374e-01,8.514e-01,1.676e+00,1.197e+00,8.612e-01,8.851e-01,9.292e-01,1.353e+00,1.501e+00,1.164e+00,1.458e+00,1.231e+00,1.371e+00,8.203e-01,1.503e+00,9.322e-01,1.366e+00,1.233e+00,8.160e-01,1.314e+00,1.220e+00,1.284e+00,1.331e+00,1.206e+00,1.465e+00,1.819e+00,1.397e+00
7.705e-01,4.525e-01,1.244e+00,1.281e+00,3.131e+00,1.962e+00,2.477e+00,2.082e+00,2.625e+00,2.420e+00,2.536e+00,2.261e+00,2.392e+00,2.793e+00,2.237e+00,1.309e+00,1.304e+00,2.540e+00,3.525e+00,2.870e+00,2.357e+00,2.168e+00,1.851e+00,1.956e+00,2.739e+00,2.895e+00,2.053e+00,2.466e+00,2.551e+00,1.872e+00,2.664e+00,2.526e+00,2.412e+00,2.271e+00,2.134e+00,2.071e+00,1.484e+00,2.890e+00,2.780e+00,2.232e+00,3.475e+00,3.198e+00,2.375e+00
1.921e-01,6.982e-01,7.025e-01,1.404e+00,2.391e+00,1.517e+00,1.910e+00,1.719e+00,2.517e+00,3.049e+00,2.162e+00,2.666e+00,2.237e+00,1.778e+00,2.444e+00,1.296e+00,1.195e+00,2.081e+00,2.499e+00,2.731e+00,3.043e+00,2.550e+00,1.408e+00,2.666e+00,2.522e+00,2.585e+00,1.784e+00,1.559e+00,3.207e+00,1.521e+00,2.280e+00,2.598e+00,2.161e+00,2.099e+00,1.917e+00,2.175e+00,1.552e+00,2.802e+00,2.701e+00,1.941e+00,2.604e+00,3.176e+00,1.830e+00
1.417e-01,3.937e-01,4.202e-01,9.563e-01,1.891e+00,1.215e+00,1.696e+00,2.203e+00,2.641e+00,2.877e+00,2.006e+00,2.492e+00,3.034e+00,2.359e+00,2.945e+00,2.093e+00,1.133e+00,2.077e+00,2.924e+00,3.181e+00,3.139e+00,2.338e+00,1.974e+00,2.600e+00,3.080e+00,2.208e+00,2.054e+00,2.210e+00,3.195e+00,1.392e+00,2.174e+00,2.306e+00,2.135e+00,2.595e+00,2.353e+00,2.773e+00,1.530e+00,2.883e+00,2.948e+00,1.931e+00,3.334e+00,3.401e+00,2.260e+00
3.301e-01,4.969e-01,9.629e-01,1.362e+00,2.666e+00,1.745e+00,2.308e+00,2.157e+00,3.665e+00,3.543e+00,2.945e+00,3.264e+00,3.623e+00,2.386e+00,2.641e+00,2.452e+00,2.187e+00,3.189e+00,3.827e+00,3.546e+00,3.672e+00,3.608e+00,2.133e+00,3.275e+00,2.958e+00,2.969e+00,2.434e+00,2.543e+00,4.388e+00,2.382e+00,2.778e+00,3.095e+00,2.805e+00,3.364e+00,3.177e+00,3.228e+00,1.884e+00,3.953e+00,3.331e+00,3.070e+00,3.764e+00,4.369e+00,2.272e+00
1.035e-01,7.567e-01,6.387e-01,1.108e+00,2.453e+00,1.602e+00,1.548e+00,1.275e+00,2.584e+00,3.106e+00,2.619e+00,2.955e+00,2.754e+00,2.206e+00,2.982e+00,2.439e+00,1.891e+00,2.228e+00,4.082e+00,3.391e+00,2.898e+00,3.252e+00,2.059e+00,3.359e+00,3.183e+00,3.089e+00,3.235e+00,3.042e+00,4.311e+00,2.899e+00,2.582e+00,2.628e+00,3.421e+00,2.591e+00,2.695e+00,3.949e+00,3.400e+00,4.007e+00,2.910e+00,3.367e+00,3.419e+00,4.298e+00,3.015e+00
4.347e-01,5.777e-01,7.342e-01,6.012e-01,1.843e+00,1.167e+00,1.520e+00,1.363e+00,2.033e+00,1.924e+00,2.862e+00,2.983e+00,1.943e+00,1.843e+00,2.702e+00,1.756e+00,1.701e+00,2.429e+00,3.289e+00,2.238e+00,2.710e+00,2.269e+00,1.886e+00,2.424e+00,2.505e+00,1.991e+00,2.167e+00,2.005e+00,2.527e+00,2.330e+00,3.180e+00,2.637e+00,2.457e+00,2.098e+00,2.093e+00,3.195e+00,2.684e+00,2.953e+00,2.596e+00,3.089e+00,3.439e+00,2.725e+00,2.386e+00
4.614e-01,5.883e-01,6.118e-01,8.631e-01,1.480e+00,9.350e-01,1.292e+00,1.648e+00,2.692e+00,2.463e+00,2.984e+00,3.432e+00,3.217e+00,2.788e+00,3.904e+00,3.082e+00,2.590e+00,3.584e+00,4.110e+00,3.192e+00,3.764e+00,4.051e+00,2.516e+00,3.501e+00,2.988e+00,2.639e+00,2.429e+00,2.854e+00,3.702e+00,2.834e+00,3.573e+00,3.543e+00,2.962e+00,3.189e+00,3.830e+00,3.783e+00,3.519e+00,4.436e+00,3.082e+00,3.697e+00,3.896e+00,4.199e+00,3.210e+00
6.530e-01,4.329e-01,5.819e-01,7.947e-01,1.210e+00,6.224e-01,1.050e+00,1.539e+00,1.854e+00,1.303e+00,2.106e+00,2.355e+00,2.527e+00,1.868e+00,2.635e+00,2.457e+00,1.486e+00,2.488e+00,3.213e+00,2.042e+00,3.070e+00,2.555e+00,2.111e+00,1.720e+00,2.591e+00,2.177e+00,1.334e+00,2.632e+00,1.852e+00,1.992e+00,2.791e+00,2.367e+00,1.841e+00,1.703e+00,2.887e+00,2.968e+00,2.109e+00,2.297e+00,2.952e+00,3.121e+00,3.451e+00,3.049e+00,2.474e+00
7.840e-01,5.524e-01,9.526e-01,1.133e+00,2.592e+00,1.490e+00,2.281e+00,2.690e+00,3.307e+00,2.794e+00,2.871e+00,3.290e+00,3.947e+00,4.039e+00,4.342e+00,3.486e+00,3.122e+00,3.461e+00,5.063e+00,3.865e+00,3.791e+00,4.052e+00,3.414e+00,3.531e+00,4.092e+00,3.500e+00,3.804e+00,4.737e+00,4.038e+00,2.521e+00,3.899e+00,3.543e+00,3.888e+00,4.196e+00,4.514e+00,4.617e+00,3.732e+00,4.281e+00,4.376e+00,4.357e+00,5.579e+00,5.230e+00,4.223e+00
3.182e-01,2.715e-01,5.278e-01,9.610e-01,2.392e+00,1.314e+00,2.235e+00,2.487e+00,2.987e+00,2.797e+00,2.144e+00,2.796e+00,4.142e+00,3.491e+00,4.243e+00,3.749e+00,2.805e+00,3.217e+00,5.403e+00,4.389e+00,3.801e+00,4.999e+00,3.706e+00,3.808e+00,4.692e+00,3.275e+00,3.739e+00,4.697e+00,4.225e+00,2.328e+00,4.086e+00,3.553e+00,3.624e+00,4.789e+00,4.670e+00,4.895e+00,4.448e+00,3.768e+00,5.237e+00,4.107e+00,5.386e+00,5.914e+00,4.960e+00
1.164e-01,3.648e-01,2.662e-01,5.106e-01,1.327e+00,8.683e-01,9.291e-01,8.481e-01,1.936e+00,1.987e+00,2.466e+00,2.372e+00,3.026e+00,1.934e+00,3.565e+00,3.161e+00,3.192e+00,3.373e+00,5.598e+00,3.594e+00,3.845e+00,4.049e+00,3.037e+00,3.021e+00,4.243e+00,3.107e+00,3.607e+00,4.245e+00,4.428e+00,3.337e+00,4.356e+00,3.550e+00,4.018e+00,3.905e+00,4.127e+00,5.950e+00,5.034e+00,3.863e+00,4.722e+00,5.157e+00,5.093e+00,4.386e+00,3.701e+00
3.335e-01,5.463e-01,6.628e-01,1.157e+00,1.906e+00,1.255e+00,1.752e+00,1.994e+00,3.124e+00,3.238e+00,3.398e+00,3.766e+00,3.803e+00,2.516e+00,4.067e+00,3.472e+00,3.944e+00,4.613e+00,5.492e+00,4.370e+00,5.808e+00,4.427e+00,3.423e+00,4.460e+00,4.952e+00,3.929e+00,3.221e+00,3.818e+00,5.521e+00,3.516e+00,5.201e+00,4.097e+00,3.927e+00,4.076e+00,5.043e+00,6.130e+00,4.057e+00,5.091e+00,4.856e+00,5.091e+00,6.172e+00,4.971e+00,3.634e+00
6.267e-02,1.292e-01,1.151e-01,2.460e-01,1.093e+00,6.109e-01,9.978e-01,9.181e-01,1.387e+00,1.519e+00,1.714e+00,1.881e+00,2.445e+00,2.029e+00,3.177e+00,2.898e+00,2.983e+00,2.775e+00,5.451e+00,3.712e+00,3.128e+00,3.535e+00,3.864e+00,3.476e+00,4.620e+00,2.952e+00,3.507e+00,4.182e+00,4.624e+00,3.484e+00,4.589e+00,3.079e+00,4.213e+00,3.859e+00,4.355e+00,5.445e+00,4.934e+00,4.105e+00,4.629e+00,4.036e+00,5.157e+00,4.684e+00,4.044e+00
1.234e-01,4.424e-01,5.703e-01,7.296e-01,1.832e+00,1.198e+00,1.569e+00,1.679e+00,2.423e+00,2.689e+00,2.618e+00,3.270e+00,3.021e+00,2.900e+00,4.144e+00,3.316e+00,4.091e+00,3.903e+00,6.466e+00,5.561e+00,4.763e+00,5.280e+00,4.361e+00,6.036e+00,5.760e+00,3.885e+00,4.791e+00,4.958e+00,6.038e+00,4.274e+00,5.917e+00,4.759e+00,4.772e+00,5.042e+00,6.025e+00,6.975e+00,5.624e+00,6.230e+00,4.826e+00,5.387e+00,6.734e+00,6.069e+00,4.819e+00
5.671e-01,7.742e-01,1.208e+00,9.259e-01,2.862e+00,1.797e+00,2.362e+00,2.124e+00,3.084e+00,2.801e+00,2.987e+00,3.628e+00,3.013e+00,3.430e+00,3.810e+00,2.942e+00,4.138e+00,3.970e+00,5.821e+00,4.906e+00,4.976e+00,5.766e+00,4.331e+00,5.489e+00,5.841e+00,4.401e+00,4.685e+00,4.910e+00,6.180e+00,4.155e+00,6.438e+00,5.476e+00,5.297e+00,5.480e+00,5.585e+00,6.648e+00,5.955e+00,5.865e+00,4.870e+00,6.336e+00,6.583e+00,6.092e+00,5.043e+00
5.903e-01,9.942e-01,1.157e+00,1.122e+00,2.479e+00,1.636e+00,1.847e+00,2.296e+00,3.319e+00,3.129e+00,3.103e+00,4.024e+00,3.785e+00,3.754e+00,4.553e+00,4.008e+00,4.581e+00,4.784e+00,6.846e+00,6.076e+00,6.904e+00,7.360e+00,5.214e+00,6.081e+00,7.254e+00,5.159e+00,5.976e+00,6.818e+00,7.999e+00,5.505e+00,7.281e+00,6.573e+00,6.485e+00,6.232e+00,7.035e+00,9.043e+00,7.003e+00,7.229e+00,6.140e+00,8.315e+00,8.441e+00,7.279e+00,6.620e+00
4.305e-01,7.160e-01,6.118e-01,7.827e-01,1.156e+00,8.202e-01,7.895e-01,1.472e+00,2.332e+00,2.136e+00,2.783e+00,3.334e+00,2.897e+00,2.855e+00,4.256e+00,3.212e+00,3.931e+00,4.274e+00,5.166e+00,4.065e+00,5.481e+00,5.343e+00,3.663e+00,4.927e+00,5.458e+00,4.157e+00,4.356e+00,4.814e+00,5.809e+00,4.715e+00,6.168e+00,5.494e+00,4.813e+00,5.018e+00,5.980e+00,7.046e+00,5.517e+00,5.792e+00,4.706e+00,6.213e+00,6.520e+00,4.739e+00,4.777e+00
6.358e-01,1.046e+00,1.000e+00,1.614e+00,2.568e+00,1.455e+00,1.772e+00,2.197e+00,3.521e+00,3.239e+00,3.090e+00,4.255e+00,3.646e+00,3.900e+00,4.674e+00,4.215e+00,5.239e+00,4.282e+00,6.824e+00,5.649e+00,6.140e+00,7.359e+00,5.737e+00,6.366e+00,7.335e+00,4.899e+00,5.611e+00,6.843e+00,7.557e+00,5.052e+00,6.769e+00,5.665e+00,6.745e+00,5.968e+00,7.375e+00,7.930e+00,7.492e+00,7.041e+00,5.694e+00,8.074e+00,7.944e+00,7.663e+00,6.387e+00
2.407e-01,7.245e-01,7.757e-01,1.441e+00,2.350e+00,1.528e+00,1.785e+00,2.387e+00,3.338e+00,3.640e+00,2.720e+00,3.711e+00,3.872e+00,3.089e+00,3.933e+00,3.797e+00,3.550e+00,3.915e+00,6.220e+00,6.104e+00,6.666e+00,6.849e+00,5.101e+00,6.909e+00,8.206e+00,6.134e+00,6.248e+00,7.744e+00,9.170e+00,6.428e+00,6.542e+00,6.061e+00,6.822e+00,6.046e+00,7.815e+00,8.900e+00,6.717e+00,7.754e+00,7.179e+00,7.549e+00,9.337e+00,8.061e+00,7.234e+00
3.394e-01,3.120e-01,4.053e-01,8.431e-01,2.111e+00,1.189e+00,2.187e+00,2.137e+00,3.108e+00,3.055e+00,2.905e+00,3.111e+00,4.336e+00,3.081e+00,4.368e+00,3.752e+00,3.517e+00,4.305e+00,6.514e+00,4.933e+00,5.808e+00,5.800e+00,5.015e+00,6.719e+00,7.324e+00,4.987e+00,5.187e+00,7.331e+00,7.536e+00,5.347e+00,6.575e+00,5.112e+00,7.071e+00,5.469e+00,7.710e+00,7.538e+00,6.967e+00,7.226e+00,6.384e+00,6.477e+00,8.139e+00,7.735e+00,5.934e+00
4.586e-02,5.244e-01,6.281e-01,9.988e-01,1.675e+00,1.162e+00,1.348e+00,1.731e+00,2.369e+00,2.782e+00,2.190e+00,3.155e+00,2.671e+00,2.519e+00,3.606e+00,2.904e+00,3.348e+00,3.080e+00,4.547e+00,4.711e+00,4.863e+00,5.446e+00,4.277e+00,6.743e+00,6.550e+00,5.458e+00,5.801e+00,6.516e+00,7.021e+00,5.550e+00,6.111e+00,5.442e+00,5.523e+00,4.956e+00,7.061e+00,7.760e+00,6.539e+00,7.193e+00,5.547e+00,6.783e+00,7.473e+00,7.370e+00,5.860e+00
8.883e-02,6.015e-01,8.874e-01,1.368e+00,2.503e+00,1.642e+00,1.402e+00,1.579e+00,2.136e+00,2.574e+00,2.202e+00,3.124e+00,2.325e+00,2.946e+00,3.941e+00,3.080e+00,3.926e+00,3.035e+00,6.445e+00,5.901e+00,5.171e+00,6.405e+00,5.404e+00,6.327e+00,7.597e+00,6.025e+00,6.778e+00,8.636e+00,7.856e+00,7.439e+00,7.964e+00,6.988e+00,7.770e+00,5.904e+00,7.743e+00,9.749e+00,8.848e+00,7.907e+00,7.651e+00,8.221e+00,8.586e+00,8.230e+00,8.245e+00
7.913e-01,9.847e-01,9.993e-01,1.070e+00,1.832e+00,1.125e+00,1.360e+00,1.471e+00,2.417e+00,2.084e+00,2.572e+00,3.015e+00,2.497e+00,2.564e+00,3.128e+00,2.616e+00,3.386e+00,4.142e+00,5.291e+00,4.190e+00,4.536e+00,5.369e+00,4.305e+00,4.845e+00,6.497e+00,4.978e+00,5.218e+00,7.428e+00,7.442e+00,5.976e+00,7.726e+00,6.092e+00,6.716e+00,5.848e+00,8.035e+00,7.904e+00,7.845e+00,8.008e+00,7.477e+00,7.827e+00,7.941e+00,8.647e+00,6.473e+00
4.849e-01,6.837e-01,8.386e-01,1.098e+00,1.823e+00,1.243e+00,1.562e+00,2.308e+00,3.389e+00,3.183e+00,3.106e+00,3.856e+00,4.424e+00,3.574e+00,4.763e+00,4.434e+00,4.291e+00,5.318e+00,7.205e+00,6.163e+00,6.892e+00,7.340e+00,5.867e+00,7.267e+00,8.191e+00,5.930e+00,5.961e+00,7.788e+00,8.869e+00,7.674e+00,8.759e+00,6.625e+00,7.840e+00,7.400e+00,9.693e+00,1.020e+01,8.350e+00,9.412e+00,7.387e+00,9.003e+00,1.028e+01,9.987e+00,8.057e+00
7.247e-01,9.829e-01,1.403e+00,1.746e+00,3.165e+00,2.049e+00,2.407e+00,2.620e+00,4.164e+00,3.840e+00,3.906e+00,4.523e+00,4.328e+00,3.395e+00,4.122e+00,3.664e+00,3.267e+00,4.758e+00,6.844e+00,5.932e+00,6.735e+00,7.089e+00,4.792e+00,7.139e+00,7.375e+00,6.273e+00,5.673e+00,7.499e+00,9.001e+00,8.044e+00,8.622e+00,8.331e+00,8.175e+00,6.591e+00,8.796e+00,9.713e+00,6.867e+00,9.549e+00,7.619e+00,9.217e+00,1.025e+01,9.346e+00,7.486e+00
5.354e-01,8.793e-01,1.013e+00,1.142e+00,1.999e+00,1.258e+00,1.484e+00,1.627e+00,2.553e+00,2.422e+00,2.497e+00,3.388e+00,2.546e+00,2.677e+00,3.273e+00,2.819e+00,3.956e+00,4.349e+00,5.996e+00,5.311e+00,5.822e+00,6.546e+00,4.677e+00,6.627e+00,6.955e+00,5.261e+00,5.376e+00,6.603e+00,8.077e+00,7.001e+00,8.828e+00,7.593e+00,7.562e+00,6.820e+00,8.898e+00,1.019e+01,8.069e+00,8.910e+00,7.249e+00,8.761e+00,9.230e+00,8.096e+00,8.140e+00
6.644e-01,7.075e-01,9.769e-01,8.165e-01,2.459e+00,1.486e+00,1.940e+00,2.212e+00,2.747e+00,2.401e+00,2.910e+00,3.387e+00,3.031e+00,3.305e+00,3.677e+00,3.141e+00,3.326e+00,3.593e+00,6.342e+00,5.160e+00,4.892e+00,5.255e+00,5.325e+00,6.126e+00,7.707e+00,5.195e+00,6.233e+00,7.931e+00,7.372e+00,6.791e+00,7.898e+00,6.622e+00,7.705e+00,6.479e+00,8.429e+00,1.047e+01,8.984e+00,8.675e+00,7.425e+00,8.431e+00,1.004e+01,9.397e+00,8.443e+00
4.303e-01,7.997e-01,7.557e-01,9.421e-01,1.472e+00,9.298e-01,1.249e+00,1.292e+00,2.232e+00,2.303e+00,2.444e+00,3.224e+00,2.239e+00,2.172e+00,3.009e+00,2.504e+00,3.063e+00,3.450e+00,4.241e+00,4.154e+00,5.353e+00,6.098e+00,3.792e+00,6.415e+00,6.147e+00,5.216e+00,5.418e+00,7.955e+00,8.590e+00,7.839e+00,8.263e+00,7.690e+00,9.667e+00,7.301e+00,9.380e+00,1.049e+01,9.348e+00,1.039e+01,7.834e+00,9.591e+00,9.941e+00,9.619e+00,9.567e+00
7.358e-01,6.474e-01,1.335e+00,8.830e-01,2.044e+00,1.352e+00,1.494e+00,1.876e+00,2.286e+00,1.675e+00,2.080e+00,2.849e+00,1.855e+00,2.812e+00,2.174e+00,2.173e+00,2.613e+00,2.886e+00,3.905e+00,3.846e+00,3.182e+00,3.921e+00,4.195e+00,3.647e+00,4.741e+00,3.417e+00,3.584e+00,4.709e+00,5.090e+00,4.709e+00,6.050e+00,4.946e+00,5.493e+00,5.597e+00,6.681e+00,6.687e+00,5.318e+00,7.165e+00,5.431e+00,7.301e+00,7.130e+00,7.124e+00,6.827e+00
4.491e-01,5.756e-01,1.005e+00,1.181e+00,2.342e+00,1.474e+00,2.119e+00,2.315e+00,3.084e+00,2.930e+00,2.585e+00,3.469e+00,3.329e+00,3.065e+00,3.566e+00,2.981e+00,3.121e+00,3.924e+00,4.569e+00,4.340e+00,5.449e+00,5.885e+00,4.188e+00,6.052e+00,6.289e+00,5.214e+00,4.928e+00,6.973e+00,7.941e+00,6.544e+00,7.809e+00,7.070e+00,8.322e+00,7.473e+00,9.342e+00,1.026e+01,7.949e+00,9.181e+00,8.603e+00,9.558e+00,1.101e+01,9.701e+00,1.055e+01
7.504e-01,1.100e+00,9.018e-01,1.380e+00,2.312e+00,1.369e+00,1.370e+00,1.747e+00,2.973e+00,2.681e+00,2.763e+00,3.190e+00,3.355e+00,3.197e+00,3.825e+00,3.206e+00,3.572e+00,3.825e+00,6.057e+00,4.564e+00,5.551e+00,5.596e+00,4.240e+00,5.739e+00,6.746e+00,5.279e+00,5.594e+00,7.481e+00,7.502e+00,6.641e+00,7.307e+00,6.179e+00,7.475e+00,5.472e+00,7.975e+00,1.041e+01,8.255e+00,9.053e+00,7.380e+00,9.114e+00,9.682e+00,1.075e+01,9.011e+00
4.135e-01,5.553e-01,7.931e-01,7.982e-01,2.332e+00,1.503e+00,2.328e+00,2.083e+00,2.981e+00,3.196e+00,3.831e+00,4.152e+00,4.100e+00,3.281e+00,5.219e+00,3.945e+00,3.443e+00,5.250e+00,7.163e+00,5.518e+00,6.041e+00,6.604e+00,4.841e+00,6.676e+00,7.007e+00,5.968e+00,6.340e+00,8.259e+00,8.894e+00,8.354e+00,9.546e+00,7.624e+00,9.548e+00,8.840e+00,1.031e+01,1.220e+01,1.142e+01,1.184e+01,1.218e+01,1.113e+01,1.267e+01,1.286e+01,1.341e+01
5.633e-01,6.277e-01,8.675e-01,1.130e+00,2.757e+00,1.622e+00,2.372e+00,2.677e+00,3.228e+00,3.005e+00,2.748e+00,3.346e+00,4.102e+00,3.539e+00,4.286e+00,3.655e+00,3.203e+00,4.208e+00,6.819e+00,5.794e+00,5.658e+00,5.865e+00,5.053e+00,5.121e+00,7.230e+00,4.721e+00,5.210e+00,7.240e+00,7.460e+00,5.830e+00,8.275e+00,6.908e+00,8.573e+00,8.735e+00,9.392e+00,1.135e+01,9.528e+00,1.034e+01,1.111e+01,1.113e+01,1.201e+01,1.216e+01,1.285e+01
4.740e-01,8.570e-01,7.698e-01,1.066e+00,1.901e+00,1.128e+00,1.467e+00,1.826e+00,2.511e+00,2.547e+00,2.464e+00,3.361e+00,2.851e+00,2.517e+00,3.334e+00,3.232e+00,2.880e+00,3.098e+00,5.191e+00,4.762e+00,4.353e+00,5.185e+00,4.540e+00,5.266e+00,6.513e+00,5.269e+00,5.513e+00,7.221e+00,6.625e+00,5.973e+00,7.518e+00,6.323e+00,7.148e+00,5.631e+00,8.011e+00,9.745e+00,8.422e+00,8.388e+00,8.856e+00,8.749e+00,9.811e+00,9.548e+00,9.113e+00
5.161e-02,2.889e-01,1.503e-01,2.910e-01,8.139e-01,5.515e-01,9.213e-01,7.730e-01,1.884e+00,1.846e+00,2.423e+00,2.494e+00,2.694e+00,1.670e+00,3.502e+00,2.682e+00,3.316e+00,3.822e+00,5.147e+00,3.693e+00,5.001e+00,5.642e+00,3.768e+00,5.776e+00,6.118e+00,4.344e+00,5.035e+00,6.501e+00,7.138e+00,6.838e+00,7.648e+00,6.695e+00,7.165e+00,6.436e+00,8.232e+00,1.094e+01,1.009e+01,9.429e+00,8.920e+00,1.049e+01,1.025e+01,1.122e+01,1.034e+01
7.023e-01,5.145e-01,1.246e+00,1.164e+00,2.312e+00,1.564e+00,1.945e+00,2.344e+00,3.039e+00,2.821e+00,2.859e+00,3.431e+00,3.755e+00,3.640e+00,3.723e+00,4.051e+00,3.641e+00,4.747e+00,6.977e+00,6.489e+00,5.430e+00,6.800e+00,6.037e+00,5.747e+00,7.599e+00,6.030e+00,6.063e+00,8.613e+00,8.028e+00,7.275e+00,8.496e+00,7.634e+00,8.555e+00,7.950e+00,1.023e+01,1.113e+01,9.723e+00,1.111e+01,1.082e+01,1.112e+01,1.187e+01,1.126e+01,1.253e+01
2.602e-01,7.918e-01,7.672e-01,1.102e+00,1.820e+00,1.316e+00,1.337e+00,2.001e+00,3.225e+00,3.261e+00,3.079e+00,3.895e+00,3.610e+00,3.284e+00,4.605e+00,3.611e+00,4.029e+00,4.570e+00,6.567e+00,5.684e+00,6.212e+00,6.777e+00,5.416e+00,7.066e+00,7.611e+00,5.072e+00,6.468e+00,7.767e+00,9.800e+00,8.017e+00,8.840e+00,7.336e+00,8.725e+00,8.640e+00,1.015e+01,1.138e+01,9.596e+00,1.129e+01,1.000e+01,1.113e+01,1.202e+01,1.283e+01,1.178e+01
