6.855e-01,3.029e-01,6.144e-01,1.489e-01,8.163e-01,5.097e-01,8.718e-01,1.161e-02,8.968e-01,4.177e-01,9.544e-01,4.417e-01,5.234e-01,2.554e-01,6.934e-01,3.139e-01,8.934e-01,4.471e-01,6.250e-01,8.059e-01,7.463e-01,3.625e-01,5.698e-01,4.866e-01,7.249e-01,8.079e-01,1.372e-01,3.002e-01,3.630e-01,2.090e-01,9.511e-01,7.064e-01,8.342e-02,3.293e-01,4.493e-02,2.404e-01,5.564e-02,1.961e-01,4.551e-02,8.408e-01,7.550e-02,2.825e-01,7.074e-01,9.976e-01,6.342e-01,2.902e-01,8.409e-01,3.224e-01,7.160e-01,4.265e-01,7.658e-01,5.164e-02,1.907e-01,4.781e-01,6.322e-01,4.129e-01,7.350e-01,5.555e-01,4.125e-01,6.298e-01,4.190e-01,9.358e-01,9.287e-01,4.221e-01,4.216e-01,5.417e-01,5.387e-01
4.305e-01,2.830e-01,1.385e+00,7.614e-01,1.260e+00,3.487e-01,6.981e-01,7.322e-01,1.129e+00,5.010e-01,1.527e+00,1.216e+00,5.751e-01,1.151e+00,8.014e-01,7.140e-01,1.505e+00,6.846e-01,1.366e+00,8.550e-01,6.559e-01,1.127e+00,5.635e-01,1.066e+00,5.699e-01,8.869e-01,7.624e-01,3.877e-01,1.023e+00,8.230e-01,1.249e+00,6.515e-01,2.388e-01,6.050e-01,1.012e+00,1.055e+00,6.558e-01,5.746e-01,1.025e+00,8.099e-01,8.036e-01,3.696e-01,6.263e-01,8.141e-01,8.820e-01,4.971e-01,8.002e-01,1.053e+00,5.590e-01,1.045e+00,1.352e+00,9.107e-01,6.470e-01,7.168e-01,5.580e-01,5.748e-01,1.156e+00,1.009e+00,6.622e-01,1.195e+00,4.803e-01,7.916e-01,1.531e+00,3.508e-01,7.191e-01,1.090e+00,1.177e+00
3.526e-01,1.805e-01,6.735e-01,5.477e-01,1.014e+00,1.069e+00,1.356e+00,2.812e-01,1.389e+00,4.681e-01,1.728e+00,5.664e-01,3.456e-01,1.275e+00,1.343e+00,3.100e-01,1.150e+00,1.014e+00,1.568e+00,1.151e+00,1.072e+00,7.342e-01,5.124e-01,8.173e-01,1.364e+00,1.177e+00,9.623e-01,2.893e-01,1.045e+00,1.056e+00,1.483e+00,9.722e-01,8.974e-01,1.130e+00,8.288e-01,1.156e+00,2.501e-01,1.103e+00,5.147e-01,7.790e-01,8.323e-01,9.545e-01,1.410e+00,1.224e+00,1.009e+00,2.611e-01,5.676e-01,9.356e-01,9.456e-01,1.149e+00,9.247e-01,1.242e+00,4.505e-01,1.083e+00,1.120e+00,8.526e-01,1.219e+00,1.087e+00,1.104e+00,1.205e+00,8.080e-01,1.023e+00,1.159e+00,1.194e+00,8.950e-01,1.143e+00,1.008e+00
4.402e-01,2.268e-01,8.007e-01,1.501e+00,1.553e+00,1.484e+00,1.335e+00,5.825e-01,1.275e+00,1.320e+00,2.313e+00,1.087e+00,1.246e+00,1.923e+00,1.450e+00,4.146e-01,2.014e+00,1.521e+00,1.779e+00,1.509e+00,1.870e+00,1.580e+00,5.757e-01,1.182e+00,1.310e+00,1.914e+00,9.597e-01,3.989e-01,1.641e+00,1.128e+00,2.162e+00,1.810e+00,1.389e+00,1.519e+00,9.279e-01,1.964e+00,1.002e+00,1.823e+00,6.590e-01,1.104e+00,1.160e+00,1.078e+00,1.331e+00,1.719e+00,1.188e+00,6.574e-01,1.010e+00,1.703e+00,1.747e+00,2.000e+00,1.772e+00,1.198e+00,7.938e-01,1.007e+00,1.860e+00,8.482e-01,1.770e+00,1.516e+00,1.296e+00,1.518e+00,1.503e+00,1.444e+00,1.413e+00,1.254e+00,1.059e+00,1.822e+00,1.568e+00
5.850e-01,3.183e-01,1.226e+00,1.316e+00,2.145e+00,1.581e+00,1.734e+00,7.942e-01,2.137e+00,1.723e+00,2.761e+00,1.508e+00,1.379e+00,2.674e+00,2.186e+00,9.790e-01,2.798e+00,1.984e+00,2.302e+00,2.508e+00,2.396e+00,2.175e+00,1.035e+00,1.924e+00,1.977e+00,2.659e+00,1.532e+00,6.962e-01,2.612e+00,1.815e+00,2.336e+00,1.792e+00,1.605e+00,2.212e+00,1.890e+00,2.521e+00,1.847e+00,1.852e+00,1.574e+00,1.887e+00,1.446e+00,1.724e+00,1.655e+00,1.945e+00,2.022e+00,7.802e-01,1.641e+00,1.830e+00,1.938e+00,2.019e+00,2.231e+00,1.405e+00,9.680e-01,1.695e+00,1.841e+00,1.610e+00,2.232e+00,1.727e+00,1.947e+00,2.624e+00,1.631e+00,1.616e+00,2.262e+00,2.046e+00,1.492e+00,1.935e+00,1.823e+00
6.053e-01,3.244e-01,1.201e+00,1.094e+00,1.967e+00,1.634e+00,2.336e+00,9.804e-01,2.696e+00,1.837e+00,2.774e+00,1.475e+00,1.634e+00,3.109e+00,2.945e+00,1.109e+00,2.920e+00,2.151e+00,2.280e+00,2.483e+00,2.852e+00,2.571e+00,1.741e+00,2.318e+00,2.088e+00,3.102e+00,2.292e+00,1.024e+00,2.623e+00,2.391e+00,2.719e+00,2.428e+00,1.972e+00,2.696e+00,2.674e+00,2.849e+00,2.081e+00,1.645e+00,1.461e+00,2.378e+00,1.585e+00,1.898e+00,1.665e+00,2.105e+00,1.923e+00,1.167e+00,1.905e+00,2.499e+00,1.751e+00,2.560e+00,2.443e+00,1.394e+00,1.286e+00,2.029e+00,2.324e+00,1.858e+00,2.930e+00,2.289e+00,2.267e+00,2.976e+00,2.373e+00,1.817e+00,2.801e+00,2.618e+00,2.329e+00,2.215e+00,1.766e+00
5.384e-01,2.477e-01,6.303e-01,9.115e-01,1.542e+00,1.615e+00,2.801e+00,8.940e-01,2.358e+00,2.467e+00,2.764e+00,1.697e+00,2.077e+00,2.699e+00,3.498e+00,1.425e+00,3.106e+00,2.198e+00,1.846e+00,2.910e+00,3.288e+00,2.913e+00,1.693e+00,2.737e+00,2.174e+00,2.856e+00,2.750e+00,9.299e-01,2.655e+00,2.395e+00,2.564e+00,2.869e+00,2.123e+00,2.491e+00,2.932e+00,3.221e+00,2.063e+00,2.503e+00,1.060e+00,2.117e+00,2.075e+00,2.616e+00,1.685e+00,2.530e+00,2.041e+00,1.748e+00,1.853e+00,2.764e+00,2.678e+00,2.901e+00,1.990e+00,1.706e+00,1.144e+00,1.921e+00,3.160e+00,2.341e+00,2.567e+00,2.525e+00,2.699e+00,3.327e+00,2.632e+00,1.669e+00,2.663e+00,3.049e+00,2.228e+00,2.114e+00,1.958e+00
3.488e-01,1.707e-01,5.225e-01,1.002e+00,1.323e+00,1.230e+00,1.543e+00,7.327e-01,1.783e+00,1.845e+00,2.792e+00,1.396e+00,2.403e+00,2.698e+00,2.340e+00,9.586e-01,2.483e+00,1.879e+00,1.660e+00,2.575e+00,2.789e+00,2.755e+00,1.638e+00,2.460e+00,2.334e+00,2.351e+00,1.976e+00,6.145e-01,2.697e+00,1.570e+00,2.473e+00,2.807e+00,1.486e+00,2.672e+00,1.714e+00,2.840e+00,1.683e+00,2.242e+00,1.291e+00,1.762e+00,1.432e+00,2.324e+00,2.030e+00,1.958e+00,2.015e+00,1.893e+00,1.547e+00,2.618e+00,2.462e+00,2.348e+00,2.132e+00,1.611e+00,1.151e+00,1.292e+00,2.924e+00,2.202e+00,2.079e+00,1.975e+00,2.556e+00,2.763e+00,2.356e+00,1.976e+00,2.351e+00,2.064e+00,1.560e+00,2.179e+00,2.137e+00
3.496e-01,1.753e-01,6.051e-01,1.164e+00,1.384e+00,1.595e+00,2.130e+00,8.773e-01,2.756e+00,2.441e+00,3.381e+00,1.832e+00,2.732e+00,3.302e+00,3.063e+00,1.406e+00,2.685e+00,2.191e+00,2.966e+00,2.686e+00,3.527e+00,3.674e+00,2.146e+00,3.291e+00,3.561e+00,3.208e+00,3.076e+00,1.551e+00,3.126e+00,2.972e+00,3.765e+00,3.411e+00,2.497e+00,3.512e+00,2.979e+00,3.323e+00,1.633e+00,3.288e+00,1.240e+00,2.640e+00,1.972e+00,2.864e+00,2.516e+00,2.824e+00,2.561e+00,2.166e+00,2.217e+00,4.120e+00,3.495e+00,3.876e+00,2.935e+00,2.352e+00,1.772e+00,2.145e+00,3.694e+00,3.277e+00,2.960e+00,3.221e+00,3.387e+00,3.359e+00,3.783e+00,3.132e+00,2.936e+00,2.766e+00,2.137e+00,3.589e+00,2.801e+00
3.670e-01,2.126e-01,9.451e-01,7.261e-01,1.430e+00,1.345e+00,2.167e+00,9.261e-01,3.098e+00,2.539e+00,3.721e+00,2.665e+00,3.058e+00,3.841e+00,3.790e+00,2.243e+00,2.572e+00,2.626e+00,3.540e+00,3.327e+00,3.945e+00,3.818e+00,3.226e+00,3.526e+00,4.106e+00,3.691e+00,3.776e+00,2.277e+00,3.847e+00,3.794e+00,4.212e+00,3.510e+00,3.148e+00,3.620e+00,3.651e+00,3.442e+00,2.224e+00,3.301e+00,2.120e+00,2.724e+00,1.923e+00,2.856e+00,2.886e+00,3.086e+00,3.490e+00,2.564e+00,2.527e+00,4.311e+00,3.236e+00,4.206e+00,2.986e+00,3.052e+00,2.629e+00,2.607e+00,3.929e+00,3.959e+00,3.223e+00,3.773e+00,3.909e+00,3.626e+00,3.811e+00,2.806e+00,3.790e+00,3.563e+00,3.223e+00,3.713e+00,3.372e+00
