5.102e-01,9.440e-01,2.385e-01,6.014e-01,9.179e-01,6.209e-01,1.957e-01,9.367e-01,6.292e-01,9.519e-02,4.138e-02,2.190e-01,8.307e-01,5.344e-01,5.022e-01,2.918e-01,5.245e-01,9.558e-01,2.263e-01,3.661e-02,5.302e-01,2.884e-01,4.080e-02,4.494e-01,4.531e-01,4.905e-01,5.597e-01,5.773e-01,7.644e-01,8.590e-01,8.582e-01,1.638e-01,4.956e-01,8.788e-01,9.010e-01,5.462e-01,7.411e-01
2.252e-01,1.150e+00,1.025e+00,6.729e-01,8.969e-01,1.017e+00,3.955e-01,1.207e+00,1.255e+00,2.666e-01,7.509e-01,2.031e-01,4.157e-01,2.482e-01,5.316e-01,7.886e-01,1.138e+00,1.080e+00,1.070e+00,5.485e-01,3.007e-01,7.124e-01,1.049e-01,2.848e-01,1.133e+00,2.955e-01,1.054e+00,3.183e-01,7.531e-01,6.102e-01,4.796e-01,1.621e-01,6.316e-01,3.938e-01,1.125e+00,1.103e+00,8.413e-01
2.081e-01,4.097e-01,5.176e-01,1.043e+00,8.107e-01,7.683e-01,1.063e+00,1.239e+00,1.078e+00,6.515e-01,8.158e-01,6.134e-01,8.378e-01,4.810e-01,1.038e+00,7.917e-01,5.221e-01,1.058e+00,8.419e-01,5.297e-01,8.101e-01,4.468e-01,8.191e-01,9.405e-01,8.788e-01,9.535e-01,5.265e-01,5.647e-01,6.157e-01,7.080e-01,6.802e-01,4.265e-01,6.891e-01,1.178e+00,1.283e+00,4.490e-01,3.368e-01
1.697e-01,3.928e-01,4.675e-01,1.662e+00,7.608e-01,1.169e+00,1.796e+00,1.356e+00,1.520e+00,5.930e-01,1.627e+00,1.335e+00,1.160e+00,4.279e-01,1.244e+00,8.329e-01,1.218e+00,9.473e-01,1.699e+00,7.220e-01,6.460e-01,7.248e-01,8.221e-01,1.710e+00,1.360e+00,1.062e+00,6.338e-01,1.294e+00,1.065e+00,8.692e-01,1.339e+00,5.387e-01,1.049e+00,1.645e+00,1.781e+00,1.052e+00,1.017e+00
2.335e-01,8.458e-01,9.583e-01,1.533e+00,1.121e+00,2.136e+00,1.692e+00,1.917e+00,1.905e+00,1.446e+00,2.220e+00,1.071e+00,1.434e+00,1.193e+00,1.459e+00,1.174e+00,1.342e+00,1.557e+00,2.226e+00,1.134e+00,9.316e-01,1.342e+00,1.648e+00,1.911e+00,2.482e+00,1.109e+00,1.402e+00,1.450e+00,1.255e+00,1.305e+00,1.559e+00,1.008e+00,1.458e+00,2.099e+00,2.803e+00,1.941e+00,1.924e+00
3.480e-01,8.981e-01,5.841e-01,1.268e+00,9.774e-01,2.023e+00,1.422e+00,1.454e+00,1.996e+00,1.176e+00,1.534e+00,1.575e+00,1.856e+00,1.071e+00,1.661e+00,1.079e+00,2.018e+00,2.128e+00,2.117e+00,1.285e+00,1.566e+00,1.389e+00,1.658e+00,2.180e+00,2.504e+00,1.631e+00,1.286e+00,1.599e+00,1.646e+00,1.590e+00,1.923e+00,8.830e-01,1.512e+00,2.615e+00,2.523e+00,1.650e+00,2.513e+00
3.249e-01,1.302e+00,1.267e+00,1.339e+00,1.320e+00,1.764e+00,1.832e+00,2.190e+00,2.394e+00,1.584e+00,1.632e+00,1.718e+00,1.648e+00,1.022e+00,1.889e+00,2.188e+00,2.799e+00,2.917e+00,2.852e+00,1.991e+00,1.699e+00,1.854e+00,1.840e+00,2.312e+00,2.895e+00,2.051e+00,1.563e+00,1.078e+00,2.217e+00,1.616e+00,1.389e+00,1.140e+00,1.655e+00,2.207e+00,2.539e+00,1.546e+00,1.666e+00
1.085e-01,8.463e-01,1.143e+00,1.504e+00,1.001e+00,2.267e+00,2.238e+00,2.859e+00,2.631e+00,2.604e+00,3.407e+00,2.216e+00,2.344e+00,1.372e+00,2.116e+00,2.918e+00,3.370e+00,2.829e+00,4.331e+00,2.265e+00,2.134e+00,2.762e+00,2.660e+00,3.146e+00,4.025e+00,2.395e+00,2.132e+00,1.549e+00,2.218e+00,1.580e+00,2.231e+00,1.653e+00,2.763e+00,2.838e+00,3.815e+00,2.028e+00,2.857e+00
4.971e-01,9.486e-01,6.566e-01,2.027e+00,1.403e+00,1.593e+00,2.514e+00,2.714e+00,2.756e+00,2.226e+00,2.407e+00,2.650e+00,2.797e+00,1.508e+00,2.406e+00,3.207e+00,2.652e+00,3.411e+00,3.641e+00,2.451e+00,2.376e+00,2.100e+00,2.384e+00,3.685e+00,3.663e+00,3.181e+00,1.901e+00,1.783e+00,2.892e+00,2.595e+00,2.412e+00,2.021e+00,2.300e+00,3.826e+00,3.774e+00,1.621e+00,1.924e+00
3.142e-01,9.377e-01,6.937e-01,1.317e+00,9.806e-01,1.712e+00,1.371e+00,1.832e+00,2.255e+00,2.247e+00,2.910e+00,1.973e+00,2.545e+00,1.887e+00,2.408e+00,2.536e+00,2.129e+00,3.374e+00,3.411e+00,2.177e+00,2.586e+00,2.617e+00,2.177e+00,3.121e+00,3.788e+00,2.218e+00,2.649e+00,1.748e+00,2.510e+00,1.927e+00,2.479e+00,1.507e+00,2.606e+00,3.010e+00,3.438e+00,2.561e+00,2.843e+00
