9.299e-01,2.177e-01,9.322e-01,8.208e-01,7.550e-01,1.137e-01,7.187e-01,3.301e-01,8.362e-01,4.540e-01,5.083e-01,3.042e-01,1.676e-01,6.035e-03,1.328e-01,2.591e-01,1.223e-02,2.637e-01,3.553e-01,5.094e-01,5.208e-02,6.106e-01,3.325e-02,5.130e-01,1.163e-01,6.860e-01,2.451e-01,6.156e-01,9.702e-01,8.416e-01,1.948e-01,1.512e-01,7.082e-03,9.918e-01,8.505e-01,4.163e-01,6.827e-01,2.300e-01,9.397e-01,6.193e-02,3.785e-01
6.770e-01,4.939e-01,1.010e+00,1.446e+00,1.475e+00,3.883e-01,7.944e-01,2.440e-01,1.570e+00,1.025e+00,4.389e-01,1.057e+00,1.010e+00,9.459e-01,4.308e-01,3.918e-01,8.226e-01,4.246e-01,3.870e-01,1.010e+00,5.919e-01,1.177e+00,4.565e-01,1.173e+00,7.117e-01,6.715e-01,4.929e-01,4.554e-01,1.273e+00,1.366e+00,2.856e-01,9.508e-01,5.105e-01,1.187e+00,9.780e-01,1.103e+00,8.961e-01,4.684e-01,1.028e+00,1.035e+00,8.895e-01
5.164e-01,1.994e-01,1.521e+00,1.385e+00,7.071e-01,2.999e-01,6.938e-01,5.294e-01,1.348e+00,1.035e+00,1.277e+00,1.114e+00,4.291e-01,9.642e-01,3.765e-01,1.155e+00,4.626e-01,1.125e+00,9.849e-01,1.068e+00,2.941e-01,1.271e+00,2.707e-01,5.599e-01,3.321e-01,9.886e-01,2.164e-01,1.275e+00,8.032e-01,1.032e+00,2.090e-01,9.132e-01,6.949e-01,1.147e+00,9.920e-01,1.294e+00,1.425e+00,7.987e-01,1.381e+00,1.223e+00,9.080e-01
2.060e-01,2.089e-01,1.024e+00,1.193e+00,9.918e-01,9.360e-01,1.329e+00,9.239e-01,1.212e+00,1.734e+00,1.661e+00,1.350e+00,1.123e+00,1.390e+00,4.811e-01,1.566e+00,1.558e+00,1.200e+00,7.163e-01,1.186e+00,8.257e-01,1.166e+00,1.007e+00,8.502e-01,1.339e+00,1.215e+00,7.508e-01,1.762e+00,1.422e+00,1.610e+00,6.584e-01,9.733e-01,7.642e-01,1.499e+00,1.573e+00,1.978e+00,1.772e+00,1.364e+00,1.159e+00,1.846e+00,1.312e+00
4.447e-01,3.073e-01,1.316e+00,1.497e+00,1.712e+00,1.744e+00,1.363e+00,1.838e+00,2.154e+00,2.132e+00,1.988e+00,1.862e+00,1.144e+00,2.115e+00,5.784e-01,1.628e+00,1.446e+00,1.913e+00,1.787e+00,2.020e+00,1.544e+00,1.493e+00,1.800e+00,1.030e+00,1.847e+00,1.548e+00,1.171e+00,1.761e+00,2.514e+00,1.761e+00,1.370e+00,1.830e+00,1.302e+00,1.976e+00,1.836e+00,2.429e+00,2.648e+00,2.041e+00,1.996e+00,2.042e+00,1.463e+00
8.051e-01,3.302e-01,1.561e+00,1.560e+00,1.322e+00,1.675e+00,1.920e+00,1.136e+00,1.922e+00,1.875e+00,1.629e+00,1.814e+00,8.071e-01,1.304e+00,1.314e+00,1.605e+00,1.131e+00,2.030e+00,1.496e+00,1.516e+00,1.502e+00,2.077e+00,1.179e+00,1.777e+00,1.097e+00,1.618e+00,6.070e-01,1.687e+00,2.458e+00,1.408e+00,7.957e-01,1.938e+00,1.035e+00,2.216e+00,1.872e+00,2.123e+00,1.854e+00,1.506e+00,2.224e+00,1.930e+00,1.332e+00
2.787e-01,6.934e-02,6.830e-01,6.104e-01,4.600e-01,1.109e+00,1.531e+00,1.488e+00,1.338e+00,1.697e+00,1.714e+00,1.693e+00,5.304e-01,1.589e+00,1.411e+00,2.096e+00,1.448e+00,1.336e+00,1.412e+00,8.363e-01,1.119e+00,1.354e+00,1.638e+00,1.398e+00,1.639e+00,1.275e+00,6.794e-01,2.164e+00,2.384e+00,1.671e+00,5.544e-01,1.547e+00,1.200e+00,1.554e+00,1.797e+00,2.098e+00,1.738e+00,1.645e+00,1.765e+00,1.934e+00,1.764e+00
6.199e-01,4.572e-01,1.397e+00,1.746e+00,1.803e+00,1.444e+00,1.574e+00,1.586e+00,2.671e+00,2.426e+00,1.735e+00,2.009e+00,2.147e+00,2.590e+00,1.553e+00,2.471e+00,1.737e+00,1.824e+00,2.387e+00,2.030e+00,1.812e+00,2.823e+00,1.784e+00,1.690e+00,2.067e+00,1.897e+00,1.373e+00,2.378e+00,3.509e+00,2.387e+00,1.318e+00,2.613e+00,1.797e+00,2.353e+00,2.209e+00,2.528e+00,2.312e+00,1.994e+00,2.599e+00,2.209e+00,2.067e+00
6.341e-01,3.126e-01,1.212e+00,1.308e+00,1.507e+00,1.423e+00,1.159e+00,2.109e+00,2.814e+00,2.344e+00,2.613e+00,2.644e+00,8.413e-01,2.552e+00,1.294e+00,2.204e+00,1.450e+00,1.725e+00,3.258e+00,2.792e+00,2.090e+00,2.163e+00,3.012e+00,1.965e+00,2.515e+00,1.852e+00,2.113e+00,1.944e+00,3.648e+00,2.936e+00,1.717e+00,2.944e+00,2.441e+00,2.692e+00,2.612e+00,2.853e+00,3.113e+00,2.610e+00,2.985e+00,2.225e+00,2.146e+00
2.741e-01,2.037e-01,1.052e+00,1.181e+00,1.154e+00,2.025e+00,2.189e+00,1.695e+00,2.015e+00,2.917e+00,3.420e+00,2.186e+00,2.141e+00,2.876e+00,2.023e+00,3.818e+00,2.728e+00,3.001e+00,3.322e+00,2.468e+00,2.851e+00,3.806e+00,2.323e+00,2.875e+00,2.394e+00,2.329e+00,2.262e+00,3.818e+00,4.009e+00,2.774e+00,1.893e+00,3.569e+00,2.376e+00,3.010e+00,3.351e+00,2.963e+00,2.933e+00,2.734e+00,2.980e+00,3.131e+00,2.475e+00
5.737e-01,2.905e-01,1.572e+00,1.572e+00,1.156e+00,9.372e-01,1.165e+00,1.454e+00,2.525e+00,2.346e+00,3.906e+00,3.073e+00,1.569e+00,3.579e+00,2.302e+00,3.421e+00,2.483e+00,2.341e+00,4.013e+00,3.451e+00,2.614e+00,3.826e+00,2.852e+00,2.696e+00,2.389e+00,2.621e+00,2.690e+00,3.777e+00,4.071e+00,3.905e+00,1.949e+00,3.876e+00,3.093e+00,3.309e+00,3.196e+00,3.027e+00,3.309e+00,3.404e+00,3.347e+00,3.616e+00,2.535e+00
