4.329e-01,1.361e-01,4.557e-01,7.943e-01,5.819e-01,3.850e-01,3.095e-01,5.977e-01,2.925e-01,5.677e-01,2.466e-02,9.153e-01,8.788e-01,5.148e-01,2.553e-01,9.053e-02,1.198e-01,6.007e-01,7.241e-01,6.501e-01,2.753e-02,6.653e-01,7.969e-01,1.020e-01,4.535e-01,7.032e-02,4.663e-01,8.574e-01,7.485e-01,7.688e-01,2.870e-01,5.007e-02,7.048e-01,1.156e-01,8.093e-02,5.913e-01,6.138e-01,2.510e-01,9.201e-01,1.048e-01,9.932e-01,6.777e-01,7.382e-01,9.275e-01,7.613e-01,4.051e-01,9.875e-01,5.446e-01,9.190e-01,4.029e-01,7.040e-01
4.232e-01,6.011e-01,8.151e-01,1.119e+00,8.836e-01,1.066e+00,7.648e-01,8.301e-01,8.886e-01,7.644e-01,5.880e-01,1.387e+00,1.685e+00,1.071e+00,7.282e-01,9.670e-01,8.170e-01,7.395e-01,1.429e+00,1.347e+00,4.333e-01,1.321e+00,1.672e+00,2.224e-01,1.218e+00,4.892e-01,5.785e-01,1.549e+00,1.124e+00,8.280e-01,9.145e-01,9.465e-01,1.592e+00,4.700e-01,4.562e-01,7.861e-01,1.057e+00,9.691e-01,1.739e+00,4.572e-01,1.877e+00,1.255e+00,8.197e-01,1.378e+00,1.349e+00,7.844e-01,1.936e+00,7.146e-01,1.368e+00,1.208e+00,7.540e-01
7.871e-02,6.192e-02,7.203e-01,8.898e-01,9.552e-01,5.715e-01,3.970e-01,1.992e-01,6.772e-01,8.813e-01,5.750e-01,2.815e-01,7.453e-01,4.586e-01,6.043e-01,5.056e-01,1.063e+00,9.280e-01,9.836e-01,3.169e-01,1.138e-01,8.066e-01,5.575e-01,1.008e+00,9.441e-01,1.700e-01,1.056e+00,9.396e-01,9.515e-01,4.749e-01,1.006e+00,8.791e-01,4.366e-01,4.641e-01,3.351e-01,9.780e-01,1.028e+00,8.720e-01,3.295e-01,8.337e-01,5.628e-01,8.402e-01,2.696e-01,9.152e-01,7.436e-01,8.320e-01,2.808e-01,1.077e+00,1.112e+00,1.633e-01,8.423e-01
2.994e-01,4.344e-01,1.148e+00,2.060e+00,1.434e+00,1.756e+00,1.178e+00,1.035e+00,1.649e+00,2.143e+00,9.566e-01,1.131e+00,2.569e+00,1.843e+00,1.601e+00,1.684e+00,1.638e+00,1.975e+00,1.889e+00,1.505e+00,9.512e-01,2.446e+00,2.404e+00,1.173e+00,2.139e+00,7.882e-01,1.437e+00,2.233e+00,2.339e+00,1.861e+00,2.495e+00,1.746e+00,1.392e+00,1.606e+00,1.565e+00,2.231e+00,1.845e+00,2.411e+00,1.836e+00,1.800e+00,1.784e+00,2.455e+00,1.170e+00,1.677e+00,1.969e+00,1.371e+00,1.673e+00,2.124e+00,1.964e+00,1.368e+00,1.540e+00
2.094e-01,4.013e-01,1.040e+00,1.523e+00,1.602e+00,1.879e+00,1.029e+00,1.288e+00,1.515e+00,1.668e+00,1.182e+00,1.735e+00,1.864e+00,2.052e+00,1.601e+00,2.068e+00,2.207e+00,1.869e+00,2.344e+00,1.400e+00,1.245e+00,2.305e+00,1.714e+00,1.378e+00,1.864e+00,1.438e+00,2.090e+00,2.307e+00,2.481e+00,1.310e+00,1.956e+00,2.282e+00,2.176e+00,1.468e+00,1.722e+00,2.525e+00,2.195e+00,1.868e+00,2.073e+00,2.181e+00,1.850e+00,1.782e+00,1.437e+00,1.985e+00,2.178e+00,1.671e+00,2.018e+00,2.548e+00,1.693e+00,1.370e+00,1.921e+00
2.477e-01,2.912e-01,4.458e-01,6.337e-01,6.260e-01,1.657e+00,9.097e-01,1.060e+00,8.409e-01,6.320e-01,1.250e+00,1.088e+00,1.436e+00,1.235e+00,1.069e+00,1.325e+00,1.466e+00,1.375e+00,2.014e+00,1.556e+00,9.088e-01,1.546e+00,9.232e-01,1.098e+00,1.037e+00,9.010e-01,1.488e+00,1.633e+00,1.868e+00,9.792e-01,1.274e+00,1.068e+00,1.468e+00,1.327e+00,8.433e-01,1.239e+00,1.755e+00,1.112e+00,1.742e+00,6.508e-01,1.976e+00,1.568e+00,1.494e+00,1.644e+00,1.280e+00,8.920e-01,1.496e+00,1.361e+00,8.164e-01,8.872e-01,1.388e+00
2.320e-01,4.835e-01,7.698e-01,1.344e+00,1.018e+00,2.327e+00,1.547e+00,2.306e+00,1.628e+00,1.691e+00,2.097e+00,1.483e+00,2.530e+00,2.160e+00,2.514e+00,2.650e+00,2.744e+00,2.733e+00,2.585e+00,2.233e+00,1.575e+00,2.947e+00,2.190e+00,2.077e+00,2.052e+00,2.197e+00,1.817e+00,2.824e+00,2.821e+00,2.562e+00,2.694e+00,2.329e+00,2.143e+00,2.937e+00,2.349e+00,2.662e+00,3.160e+00,2.258e+00,3.118e+00,1.701e+00,2.870e+00,3.326e+00,2.397e+00,2.935e+00,2.263e+00,1.544e+00,3.029e+00,3.091e+00,1.588e+00,2.056e+00,2.469e+00
3.060e-01,1.277e-01,5.275e-01,1.222e+00,9.010e-01,1.941e+00,1.086e+00,2.452e+00,1.326e+00,2.078e+00,2.015e+00,2.286e+00,1.979e+00,2.719e+00,1.981e+00,2.429e+00,2.089e+00,2.571e+00,2.179e+00,2.350e+00,1.485e+00,2.845e+00,1.601e+00,2.233e+00,2.254e+00,2.073e+00,2.860e+00,2.389e+00,3.478e+00,2.488e+00,2.480e+00,2.320e+00,2.120e+00,2.833e+00,2.096e+00,3.038e+00,3.116e+00,1.762e+00,2.402e+00,2.426e+00,2.642e+00,2.777e+00,2.913e+00,2.868e+00,1.807e+00,1.229e+00,2.056e+00,3.245e+00,2.026e+00,1.477e+00,2.529e+00
4.272e-01,4.101e-01,1.008e+00,1.616e+00,1.431e+00,2.001e+00,1.245e+00,2.405e+00,2.049e+00,2.494e+00,2.032e+00,3.183e+00,3.144e+00,3.582e+00,2.769e+00,3.083e+00,2.567e+00,3.042e+00,3.309e+00,2.529e+00,2.315e+00,3.031e+00,2.248e+00,2.432e+00,3.407e+00,2.255e+00,2.899e+00,3.160e+00,3.892e+00,2.724e+00,3.060e+00,3.400e+00,3.135e+00,3.048e+00,2.273e+00,3.557e+00,4.202e+00,2.678e+00,3.717e+00,2.526e+00,3.261e+00,3.630e+00,3.085e+00,3.624e+00,2.347e+00,2.019e+00,3.220e+00,3.442e+00,3.323e+00,1.859e+00,2.686e+00
3.332e-01,3.939e-01,8.585e-01,1.640e+00,1.229e+00,1.741e+00,1.205e+00,2.476e+00,1.897e+00,3.199e+00,2.009e+00,3.554e+00,3.073e+00,3.926e+00,2.785e+00,3.181e+00,3.155e+00,3.504e+00,2.805e+00,3.112e+00,3.037e+00,3.272e+00,2.653e+00,2.876e+00,2.950e+00,2.889e+00,3.021e+00,3.367e+00,3.790e+00,3.906e+00,3.375e+00,3.453e+00,2.863e+00,3.209e+00,3.495e+00,3.783e+00,4.587e+00,2.949e+00,4.383e+00,2.520e+00,2.948e+00,4.117e+00,2.948e+00,3.985e+00,3.036e+00,2.164e+00,3.404e+00,3.745e+00,2.984e+00,2.789e+00,3.147e+00
3.607e-01,4.811e-01,8.953e-01,1.587e+00,1.301e+00,2.344e+00,1.490e+00,3.055e+00,2.207e+00,3.054e+00,3.293e+00,4.302e+00,4.284e+00,4.583e+00,3.680e+00,4.100e+00,3.510e+00,3.989e+00,4.150e+00,3.750e+00,3.909e+00,3.901e+00,3.259e+00,4.060e+00,3.808e+00,3.720e+00,3.863e+00,4.148e+00,4.776e+00,3.850e+00,4.698e+00,4.090e+00,4.275e+00,4.223e+00,3.496e+00,4.969e+00,5.232e+00,3.577e+00,5.060e+00,3.728e+00,4.577e+00,4.938e+00,4.173e+00,5.444e+00,3.806e+00,2.334e+00,4.466e+00,4.306e+00,4.204e+00,2.855e+00,3.518e+00
3.877e-01,1.991e-01,9.851e-01,1.514e+00,1.300e+00,1.821e+00,1.133e+00,1.552e+00,1.690e+00,2.501e+00,2.358e+00,3.310e+00,3.409e+00,3.141e+00,2.447e+00,2.822e+00,3.446e+00,3.307e+00,4.492e+00,3.276e+00,3.024e+00,3.026e+00,2.642e+00,4.194e+00,3.481e+00,2.674e+00,4.407e+00,3.994e+00,4.121e+00,2.924e+00,4.016e+00,2.737e+00,2.923e+00,2.777e+00,2.427e+00,3.550e+00,4.250e+00,2.939e+00,3.667e+00,2.318e+00,3.965e+00,4.514e+00,3.048e+00,4.198e+00,3.136e+00,2.221e+00,3.009e+00,3.391e+00,4.058e+00,1.994e+00,3.338e+00
3.863e-01,1.350e-01,8.738e-01,1.637e+00,1.289e+00,1.752e+00,1.086e+00,1.729e+00,1.469e+00,2.251e+00,1.862e+00,2.726e+00,3.970e+00,3.433e+00,2.650e+00,2.917e+00,3.750e+00,3.421e+00,4.000e+00,3.586e+00,3.053e+00,3.335e+00,3.224e+00,3.958e+00,3.770e+00,3.251e+00,4.504e+00,4.346e+00,4.249e+00,2.874e+00,3.705e+00,2.469e+00,3.330e+00,3.232e+00,3.073e+00,3.701e+00,3.386e+00,3.354e+00,4.042e+00,3.477e+00,3.975e+00,4.284e+00,3.390e+00,3.937e+00,3.476e+00,2.198e+00,3.460e+00,4.213e+00,3.993e+00,2.708e+00,3.556e+00
3.104e-01,3.931e-01,7.969e-01,1.297e+00,9.780e-01,1.371e+00,1.023e+00,2.175e+00,1.427e+00,2.386e+00,2.547e+00,3.299e+00,3.809e+00,3.772e+00,3.303e+00,3.599e+00,3.932e+00,4.076e+00,3.547e+00,4.013e+00,3.707e+00,4.052e+00,3.713e+00,4.617e+00,4.208e+00,3.806e+00,4.525e+00,4.767e+00,4.532e+00,3.946e+00,4.495e+00,3.814e+00,4.185e+00,3.910e+00,3.165e+00,3.878e+00,4.262e+00,3.339e+00,4.758e+00,3.647e+00,4.195e+00,4.628e+00,4.188e+00,5.509e+00,3.572e+00,2.841e+00,4.374e+00,3.746e+00,4.340e+00,3.269e+00,3.478e+00
