3.842e-01,5.203e-01,7.769e-01,5.721e-01,8.654e-01,3.825e-01,1.791e-01,3.893e-01,7.686e-01,9.327e-01,1.204e-01,7.290e-01,6.879e-01,8.915e-01,2.037e-01,3.623e-01,8.978e-01,2.175e-01,9.441e-01,9.992e-01,9.892e-01,5.155e-01,7.060e-02,6.803e-01,8.058e-01,3.107e-01,8.090e-01,8.506e-01,6.677e-01,4.239e-01,6.201e-01,2.680e-01,4.045e-01,6.900e-01,7.960e-01,3.622e-01,1.820e-01,6.554e-01,6.979e-01,4.524e-02,5.466e-01,4.074e-01,6.770e-01,4.304e-01,8.450e-01,2.305e-01,5.163e-01,5.027e-01,1.641e-01,5.760e-01,6.361e-01,3.941e-02,1.114e-02,6.429e-01,9.822e-01,2.111e-01,4.685e-01,9.066e-01,5.041e-01,4.086e-01,6.404e-01,8.168e-01,2.543e-01,8.065e-01,2.757e-01,8.107e-01,3.497e-01,5.415e-02,5.570e-01,4.975e-01,6.409e-02
4.367e-02,4.077e-01,7.975e-01,4.182e-01,8.473e-01,9.124e-01,7.664e-01,3.131e-01,1.042e+00,5.005e-01,6.483e-01,7.633e-01,6.591e-01,8.181e-01,6.416e-01,4.174e-01,5.122e-01,1.409e-01,9.939e-01,3.743e-01,7.243e-01,1.380e-01,7.792e-01,7.184e-01,5.143e-01,8.549e-01,3.650e-01,2.830e-01,9.406e-01,3.786e-01,1.724e-01,5.318e-01,8.339e-01,9.401e-01,6.581e-01,1.049e-01,9.029e-01,2.301e-01,4.284e-01,4.156e-01,6.141e-01,1.866e-01,9.411e-01,8.413e-01,8.321e-01,8.886e-01,7.910e-01,3.809e-01,7.754e-01,4.587e-01,1.853e-01,4.018e-01,1.000e+00,8.845e-01,6.073e-01,9.417e-02,8.619e-01,1.214e-01,3.821e-01,5.925e-01,9.693e-01,8.085e-01,5.536e-01,2.866e-01,3.951e-01,1.070e+00,9.048e-01,3.678e-01,1.470e-01,1.656e-01,9.514e-01
3.304e-01,5.666e-01,1.612e+00,1.548e+00,1.448e+00,1.087e+00,1.243e+00,5.009e-01,1.164e+00,1.580e+00,6.306e-01,9.112e-01,1.053e+00,1.774e+00,7.169e-01,1.348e+00,9.172e-01,1.020e+00,1.822e+00,1.742e+00,1.486e+00,1.369e+00,4.694e-01,9.837e-01,1.780e+00,8.302e-01,1.437e+00,1.120e+00,1.670e+00,1.106e+00,1.464e+00,4.777e-01,1.598e+00,1.099e+00,1.565e+00,5.528e-01,1.231e+00,9.236e-01,1.044e+00,1.078e+00,1.090e+00,9.961e-01,1.565e+00,7.697e-01,1.151e+00,4.952e-01,1.323e+00,1.502e+00,6.713e-01,1.439e+00,7.750e-01,3.857e-01,6.206e-01,1.502e+00,1.233e+00,6.471e-01,1.674e+00,1.406e+00,1.378e+00,1.484e+00,1.800e+00,1.151e+00,6.581e-01,1.291e+00,8.089e-01,1.489e+00,6.651e-01,1.883e-01,1.282e+00,6.172e-01,6.529e-01
1.610e-01,2.546e-01,1.039e+00,1.516e+00,1.373e+00,8.790e-01,1.150e+00,5.472e-01,1.506e+00,1.955e+00,8.916e-01,8.450e-01,1.577e+00,1.397e+00,1.374e+00,1.634e+00,9.841e-01,1.420e+00,1.938e+00,1.720e+00,1.329e+00,1.499e+00,6.468e-01,1.024e+00,1.327e+00,8.950e-01,1.347e+00,7.511e-01,1.527e+00,9.110e-01,1.838e+00,9.161e-01,2.089e+00,1.479e+00,1.100e+00,4.356e-01,1.366e+00,1.244e+00,1.218e+00,1.293e+00,1.063e+00,1.597e+00,1.091e+00,1.304e+00,1.427e+00,9.953e-01,1.175e+00,1.426e+00,8.094e-01,1.363e+00,1.389e+00,7.444e-01,3.568e-01,1.620e+00,9.611e-01,1.326e+00,1.915e+00,1.235e+00,1.482e+00,1.191e+00,1.307e+00,7.233e-01,5.432e-01,8.574e-01,1.164e+00,1.081e+00,3.388e-01,6.270e-01,1.808e+00,6.675e-01,8.998e-01
1.993e-02,2.522e-01,8.607e-01,8.820e-01,1.006e+00,1.485e+00,1.778e+00,1.086e+00,1.874e+00,1.825e+00,1.033e+00,8.241e-01,1.116e+00,1.560e+00,9.796e-01,1.797e+00,6.006e-01,1.455e+00,1.915e+00,1.119e+00,1.296e+00,1.481e+00,1.583e+00,9.169e-01,1.368e+00,1.302e+00,1.287e+00,9.181e-01,1.667e+00,1.444e+00,1.526e+00,1.009e+00,1.879e+00,1.930e+00,1.116e+00,1.027e+00,1.959e+00,6.626e-01,1.594e+00,1.492e+00,8.632e-01,9.619e-01,1.277e+00,1.532e+00,1.553e+00,1.379e+00,1.673e+00,1.787e+00,8.235e-01,1.441e+00,7.020e-01,1.123e+00,1.674e+00,1.434e+00,9.878e-01,9.415e-01,2.194e+00,6.586e-01,1.508e+00,1.312e+00,1.649e+00,1.402e+00,8.345e-01,6.685e-01,9.564e-01,1.475e+00,7.472e-01,1.182e+00,1.249e+00,1.000e+00,1.046e+00
3.214e-01,7.407e-01,1.589e+00,1.526e+00,2.049e+00,2.828e+00,2.654e+00,2.187e+00,3.772e+00,3.562e+00,2.289e+00,1.763e+00,2.723e+00,3.108e+00,2.535e+00,2.239e+00,1.705e+00,1.951e+00,3.857e+00,2.765e+00,3.267e+00,2.737e+00,1.811e+00,2.200e+00,2.431e+00,1.933e+00,2.806e+00,2.050e+00,3.256e+00,2.216e+00,3.099e+00,1.541e+00,3.172e+00,3.054e+00,2.350e+00,1.641e+00,3.067e+00,1.626e+00,2.872e+00,2.196e+00,2.485e+00,2.160e+00,2.411e+00,2.378e+00,2.746e+00,2.476e+00,2.916e+00,2.938e+00,1.866e+00,1.993e+00,1.973e+00,1.964e+00,1.921e+00,2.388e+00,1.933e+00,1.519e+00,3.121e+00,2.329e+00,2.557e+00,1.770e+00,2.539e+00,2.803e+00,1.920e+00,1.760e+00,1.935e+00,3.235e+00,1.277e+00,1.883e+00,2.548e+00,1.836e+00,1.667e+00
3.041e-01,5.953e-01,1.640e+00,1.544e+00,1.583e+00,2.384e+00,3.456e+00,2.101e+00,3.489e+00,3.003e+00,1.760e+00,1.533e+00,2.006e+00,3.730e+00,1.751e+00,2.254e+00,2.037e+00,2.490e+00,3.165e+00,2.591e+00,3.244e+00,2.843e+00,1.697e+00,2.465e+00,3.420e+00,2.164e+00,2.561e+00,2.624e+00,2.960e+00,2.477e+00,3.475e+00,1.805e+00,2.566e+00,3.013e+00,2.806e+00,1.840e+00,3.290e+00,2.036e+00,2.794e+00,2.661e+00,2.245e+00,2.188e+00,2.712e+00,1.511e+00,2.798e+00,1.653e+00,3.015e+00,3.791e+00,1.989e+00,2.860e+00,1.806e+00,1.728e+00,2.328e+00,2.003e+00,2.106e+00,1.758e+00,3.659e+00,2.629e+00,2.462e+00,2.293e+00,3.344e+00,3.232e+00,1.705e+00,2.440e+00,2.430e+00,3.393e+00,1.746e+00,1.707e+00,2.558e+00,1.540e+00,1.681e+00
1.306e-01,4.117e-01,8.614e-01,8.204e-01,1.216e+00,1.375e+00,1.542e+00,1.918e+00,2.233e+00,2.068e+00,1.864e+00,1.236e+00,2.187e+00,2.022e+00,1.391e+00,1.941e+00,1.853e+00,1.265e+00,2.467e+00,1.438e+00,1.691e+00,1.910e+00,2.124e+00,1.671e+00,1.337e+00,2.195e+00,2.128e+00,1.666e+00,2.031e+00,1.836e+00,1.819e+00,1.501e+00,1.833e+00,2.510e+00,2.125e+00,1.756e+00,2.682e+00,1.835e+00,1.927e+00,2.084e+00,1.213e+00,1.731e+00,1.483e+00,2.343e+00,2.215e+00,2.109e+00,1.850e+00,2.145e+00,1.438e+00,1.508e+00,1.599e+00,1.269e+00,1.558e+00,2.270e+00,1.323e+00,1.456e+00,2.770e+00,1.229e+00,2.173e+00,1.801e+00,2.153e+00,1.541e+00,1.369e+00,1.216e+00,1.671e+00,2.154e+00,9.890e-01,1.664e+00,1.412e+00,1.612e+00,1.845e+00
3.276e-01,6.201e-01,1.511e+00,1.477e+00,1.682e+00,1.897e+00,2.605e+00,2.193e+00,3.905e+00,3.195e+00,2.492e+00,1.946e+00,3.283e+00,4.069e+00,2.188e+00,2.485e+00,2.588e+00,3.012e+00,3.288e+00,2.597e+00,3.557e+00,3.406e+00,2.924e+00,2.406e+00,3.085e+00,2.727e+00,3.182e+00,3.285e+00,3.528e+00,3.217e+00,3.189e+00,2.614e+00,3.153e+00,3.450e+00,3.354e+00,2.454e+00,3.981e+00,2.837e+00,2.911e+00,3.102e+00,1.857e+00,3.044e+00,2.567e+00,2.251e+00,3.357e+00,2.067e+00,3.032e+00,3.828e+00,2.330e+00,2.946e+00,2.566e+00,1.588e+00,2.265e+00,3.086e+00,2.856e+00,2.134e+00,4.584e+00,2.304e+00,3.434e+00,3.336e+00,4.001e+00,3.542e+00,2.039e+00,2.920e+00,2.809e+00,3.270e+00,2.233e+00,2.096e+00,2.621e+00,2.746e+00,2.672e+00
1.194e-01,1.737e-01,3.608e-01,6.009e-01,7.475e-01,8.573e-01,1.711e+00,1.252e+00,3.060e+00,2.106e+00,1.695e+00,2.060e+00,2.685e+00,2.846e+00,2.326e+00,1.919e+00,2.835e+00,2.601e+00,1.977e+00,2.362e+00,2.817e+00,3.012e+00,2.496e+00,1.869e+00,2.038e+00,1.730e+00,2.081e+00,2.565e+00,2.653e+00,2.208e+00,3.057e+00,3.086e+00,2.030e+00,3.260e+00,2.481e+00,2.140e+00,2.787e+00,2.988e+00,2.566e+00,2.370e+00,1.562e+00,3.116e+00,1.823e+00,1.319e+00,3.350e+00,2.120e+00,2.622e+00,2.453e+00,2.216e+00,1.989e+00,2.775e+00,1.151e+00,1.416e+00,2.516e+00,2.398e+00,2.345e+00,3.504e+00,2.239e+00,2.498e+00,2.311e+00,3.172e+00,3.125e+00,2.178e+00,2.579e+00,2.985e+00,2.266e+00,2.019e+00,1.914e+00,2.837e+00,1.996e+00,2.330e+00
