1.356e-01,2.432e-01,2.259e-01,8.028e-02,5.404e-01,8.448e-01,3.170e-01,4.296e-01,4.926e-01,5.289e-01,5.935e-01,7.704e-01,1.048e-01,9.472e-01,7.631e-01,5.885e-01,4.016e-01,1.899e-01,6.594e-01,6.419e-01,2.940e-01,8.013e-01,7.060e-01,9.752e-01,9.556e-02,1.553e-01,3.701e-02,9.602e-01,5.392e-01,6.197e-01,3.689e-01,6.223e-02,1.077e-02,6.357e-01,2.564e-01,9.512e-02,5.093e-02
8.345e-02,6.653e-01,2.585e-01,9.918e-01,1.032e+00,9.263e-01,6.864e-01,3.611e-01,5.441e-01,9.344e-01,1.267e+00,8.658e-01,1.526e-01,1.223e+00,6.645e-01,1.218e+00,9.270e-01,5.984e-01,9.794e-01,9.329e-01,1.124e+00,5.678e-01,1.180e+00,1.451e+00,3.080e-01,4.503e-01,3.737e-01,1.522e+00,1.102e+00,1.344e+00,8.189e-01,5.867e-01,1.243e-01,1.356e+00,4.035e-01,5.472e-01,3.945e-01
1.319e-01,4.992e-01,1.261e+00,1.211e+00,1.244e+00,1.766e+00,1.219e+00,9.472e-01,1.128e+00,8.744e-01,1.394e+00,1.181e+00,9.573e-01,1.788e+00,1.298e+00,1.533e+00,1.240e+00,9.220e-01,1.170e+00,1.789e+00,1.401e+00,1.169e+00,2.032e+00,1.956e+00,5.922e-01,8.024e-01,1.049e+00,2.347e+00,1.443e+00,1.940e+00,1.091e+00,1.110e+00,6.703e-01,1.970e+00,5.351e-01,1.096e+00,9.308e-01
2.662e-02,3.324e-01,9.883e-01,1.612e+00,1.000e+00,1.312e+00,1.001e+00,1.220e+00,7.639e-01,1.312e+00,1.204e+00,1.440e+00,1.490e+00,1.425e+00,7.009e-01,1.408e+00,1.353e+00,1.080e+00,9.007e-01,1.788e+00,1.364e+00,7.828e-01,1.471e+00,1.193e+00,7.179e-01,1.647e+00,1.133e+00,1.803e+00,1.871e+00,1.983e+00,1.656e+00,1.172e+00,9.908e-01,1.515e+00,1.063e+00,1.514e+00,1.766e+00
2.063e-02,4.060e-01,9.556e-01,1.279e+00,1.330e+00,1.521e+00,1.388e+00,1.252e+00,1.010e+00,1.009e+00,1.315e+00,1.411e+00,1.151e+00,1.278e+00,1.246e+00,1.693e+00,1.011e+00,1.088e+00,1.151e+00,1.306e+00,1.966e+00,1.024e+00,1.697e+00,1.701e+00,1.031e+00,1.250e+00,1.015e+00,1.769e+00,1.428e+00,2.504e+00,1.769e+00,1.103e+00,6.435e-01,1.865e+00,1.316e+00,1.313e+00,1.442e+00
1.680e-02,1.373e-01,9.570e-01,1.150e+00,8.682e-01,1.763e+00,1.072e+00,1.516e+00,1.289e+00,1.731e+00,1.712e+00,1.952e+00,2.330e+00,1.397e+00,1.809e+00,2.116e+00,1.565e+00,1.595e+00,1.676e+00,2.318e+00,1.717e+00,1.699e+00,1.927e+00,1.367e+00,1.092e+00,1.524e+00,1.566e+00,2.317e+00,1.624e+00,2.344e+00,1.756e+00,1.166e+00,1.676e+00,1.482e+00,1.824e+00,1.478e+00,1.653e+00
2.678e-02,4.082e-01,2.326e-01,8.802e-01,8.192e-01,1.138e+00,1.112e+00,1.646e+00,1.424e+00,1.830e+00,1.693e+00,2.097e+00,1.403e+00,1.108e+00,1.862e+00,2.315e+00,2.176e+00,1.965e+00,2.059e+00,2.118e+00,2.124e+00,1.272e+00,1.995e+00,2.048e+00,1.398e+00,9.003e-01,9.961e-01,2.711e+00,1.315e+00,2.144e+00,1.269e+00,1.124e+00,1.554e+00,1.930e+00,1.324e+00,1.528e+00,1.388e+00
9.038e-02,4.465e-01,1.105e+00,1.540e+00,1.388e+00,1.988e+00,1.614e+00,2.912e+00,2.473e+00,2.472e+00,2.625e+00,2.724e+00,2.854e+00,2.258e+00,2.682e+00,2.483e+00,2.622e+00,2.153e+00,2.607e+00,3.485e+00,2.881e+00,1.821e+00,2.713e+00,2.568e+00,1.762e+00,1.787e+00,2.272e+00,3.587e+00,2.970e+00,3.818e+00,2.461e+00,1.933e+00,2.373e+00,3.129e+00,1.737e+00,3.004e+00,3.094e+00
7.385e-02,4.394e-01,7.472e-01,1.418e+00,1.294e+00,1.976e+00,1.583e+00,2.666e+00,2.370e+00,2.770e+00,3.122e+00,3.888e+00,2.782e+00,2.807e+00,3.506e+00,2.989e+00,3.703e+00,3.303e+00,3.087e+00,3.917e+00,3.764e+00,2.742e+00,3.216e+00,3.498e+00,1.860e+00,2.800e+00,2.508e+00,4.564e+00,3.141e+00,3.705e+00,3.064e+00,2.086e+00,2.343e+00,3.353e+00,2.488e+00,3.285e+00,2.855e+00
3.234e-02,2.060e-01,7.617e-01,8.009e-01,7.627e-01,1.101e+00,1.101e+00,1.655e+00,1.657e+00,1.887e+00,2.623e+00,2.274e+00,1.696e+00,1.790e+00,2.386e+00,2.194e+00,2.793e+00,2.249e+00,2.115e+00,2.584e+00,3.050e+00,2.238e+00,2.918e+00,2.416e+00,1.938e+00,2.266e+00,2.495e+00,3.611e+00,2.805e+00,3.185e+00,2.235e+00,2.105e+00,2.284e+00,2.589e+00,1.413e+00,2.370e+00,2.117e+00
8.176e-02,2.135e-01,3.516e-01,5.588e-01,6.830e-01,1.275e+00,9.906e-01,2.075e+00,1.719e+00,2.446e+00,3.138e+00,3.111e+00,2.589e+00,1.894e+00,3.331e+00,3.347e+00,2.942e+00,2.260e+00,3.002e+00,3.108e+00,2.690e+00,2.698e+00,3.584e+00,2.547e+00,2.740e+00,2.023e+00,2.246e+00,3.928e+00,3.079e+00,3.815e+00,1.952e+00,2.150e+00,3.299e+00,2.326e+00,1.999e+00,2.604e+00,2.099e+00
8.461e-02,4.115e-01,8.666e-01,1.379e+00,1.333e+00,2.073e+00,1.486e+00,2.486e+00,2.279e+00,2.844e+00,3.589e+00,4.789e+00,3.763e+00,3.513e+00,3.935e+00,4.110e+00,4.038e+00,3.386e+00,3.756e+00,4.893e+00,4.384e+00,3.580e+00,4.532e+00,3.425e+00,2.339e+00,3.169e+00,3.665e+00,5.205e+00,3.901e+00,5.136e+00,3.826e+00,2.739e+00,2.828e+00,3.551e+00,2.804e+00,4.104e+00,3.746e+00
4.869e-02,5.984e-01,5.925e-01,1.528e+00,1.379e+00,1.597e+00,1.493e+00,2.527e+00,2.334e+00,2.897e+00,3.677e+00,3.825e+00,2.997e+00,3.007e+00,3.569e+00,3.856e+00,4.026e+00,3.158e+00,3.827e+00,4.450e+00,5.040e+00,2.924e+00,4.156e+00,4.078e+00,2.409e+00,3.316e+00,3.883e+00,5.425e+00,4.244e+00,5.262e+00,3.924e+00,3.283e+00,2.803e+00,4.199e+00,2.373e+00,4.035e+00,3.877e+00
7.896e-02,5.180e-01,2.428e-01,1.150e+00,1.317e+00,1.423e+00,1.369e+00,2.867e+00,2.148e+00,2.617e+00,2.569e+00,3.826e+00,2.763e+00,2.720e+00,3.707e+00,3.795e+00,3.495e+00,3.141e+00,4.316e+00,4.449e+00,4.273e+00,2.824e+00,3.486e+00,3.297e+00,2.275e+00,2.838e+00,2.938e+00,4.624e+00,4.009e+00,5.463e+00,3.662e+00,2.980e+00,2.426e+00,3.780e+00,2.904e+00,4.281e+00,4.302e+00
1.078e-01,3.119e-01,5.474e-01,9.470e-01,9.548e-01,1.678e+00,8.901e-01,1.890e+00,1.608e+00,2.223e+00,2.941e+00,3.851e+00,3.582e+00,2.873e+00,3.830e+00,4.332e+00,3.759e+00,2.859e+00,4.256e+00,4.683e+00,3.262e+00,3.099e+00,4.004e+00,3.108e+00,2.596e+00,2.984e+00,3.058e+00,3.983e+00,3.484e+00,4.449e+00,3.079e+00,2.667e+00,3.384e+00,2.832e+00,3.197e+00,3.636e+00,3.884e+00
4.502e-03,3.077e-01,8.533e-01,1.455e+00,1.251e+00,1.672e+00,1.432e+00,2.059e+00,1.495e+00,2.569e+00,2.813e+00,3.131e+00,2.546e+00,2.223e+00,2.953e+00,4.047e+00,3.554e+00,3.754e+00,3.842e+00,4.380e+00,4.393e+00,3.355e+00,3.984e+00,3.391e+00,2.846e+00,4.683e+00,3.820e+00,5.117e+00,4.705e+00,5.913e+00,3.984e+00,4.021e+00,3.743e+00,3.324e+00,3.375e+00,3.462e+00,4.309e+00
1.063e-01,5.417e-01,3.607e-01,1.066e+00,1.472e+00,1.770e+00,1.472e+00,2.712e+00,2.136e+00,2.665e+00,2.759e+00,3.973e+00,2.715e+00,2.700e+00,3.568e+00,4.164e+00,4.489e+00,3.314e+00,4.664e+00,4.982e+00,4.879e+00,3.933e+00,4.566e+00,4.388e+00,3.240e+00,3.914e+00,3.244e+00,5.433e+00,4.381e+00,5.856e+00,4.700e+00,3.832e+00,2.817e+00,3.732e+00,3.610e+00,3.924e+00,4.729e+00
1.242e-01,7.315e-01,7.496e-01,1.481e+00,1.570e+00,2.146e+00,1.405e+00,2.130e+00,2.373e+00,3.303e+00,4.939e+00,3.833e+00,3.320e+00,3.765e+00,5.510e+00,5.503e+00,5.547e+00,4.385e+00,6.941e+00,6.644e+00,6.262e+00,5.250e+00,6.803e+00,5.664e+00,4.338e+00,5.582e+00,5.681e+00,7.479e+00,6.504e+00,7.406e+00,5.267e+00,5.735e+00,5.343e+00,5.075e+00,4.486e+00,5.775e+00,5.498e+00
1.178e-01,2.255e-01,4.147e-01,6.460e-01,1.094e+00,1.901e+00,1.103e+00,2.218e+00,1.639e+00,2.320e+00,2.422e+00,3.644e+00,2.752e+00,2.466e+00,3.721e+00,3.526e+00,3.020e+00,2.717e+00,4.734e+00,4.793e+00,3.469e+00,4.726e+00,4.895e+00,3.493e+00,3.257e+00,3.988e+00,2.829e+00,5.075e+00,3.866e+00,5.670e+00,3.977e+00,3.443e+00,3.040e+00,3.491e+00,4.134e+00,4.107e+00,4.161e+00
1.031e-01,3.338e-01,9.209e-01,1.111e+00,1.260e+00,2.058e+00,1.341e+00,1.927e+00,1.840e+00,2.334e+00,2.980e+00,3.520e+00,2.447e+00,2.982e+00,3.795e+00,3.532e+00,4.423e+00,4.221e+00,5.070e+00,6.071e+00,5.186e+00,5.383e+00,6.183e+00,4.912e+00,3.789e+00,5.953e+00,4.664e+00,6.566e+00,6.044e+00,6.626e+00,4.935e+00,5.491e+00,4.449e+00,4.056e+00,4.327e+00,5.333e+00,5.917e+00
1.238e-01,2.495e-01,4.144e-01,6.258e-01,1.084e+00,1.539e+00,1.070e+00,2.353e+00,1.848e+00,2.710e+00,3.694e+00,4.490e+00,3.165e+00,3.341e+00,4.771e+00,4.516e+00,4.732e+00,3.711e+00,6.055e+00,6.136e+00,5.885e+00,6.206e+00,7.801e+00,5.412e+00,4.963e+00,6.749e+00,4.908e+00,6.674e+00,6.957e+00,8.459e+00,5.984e+00,5.754e+00,5.614e+00,5.128e+00,4.866e+00,6.880e+00,6.926e+00
